dz_2011,total,religious,nonreligious
S01010164,888,629,259
S01010165,627,443,184
S01010166,1498,1080,418
S01010167,911,655,256
S01010168,616,438,178
S01010169,890,605,285
S01010170,858,597,261
S01010171,1613,1080,533
S01010172,769,603,166
S01010173,1108,929,179
S01010174,1540,1122,418
S01010175,480,354,126
S01010176,977,793,184
S01010177,776,553,223
S01010178,1103,793,310
S01010179,1655,1274,381
S01010180,923,692,231
S01010181,1057,850,207
S01010182,1107,857,250
S01010183,1528,1145,383
S01010184,630,494,136
S01010185,733,558,175
S01010186,647,465,182
S01010187,789,600,189
S01010188,1909,1394,515
S01010189,976,705,271
S01010190,272,215,57
S01010191,736,502,234
S01010192,1050,751,299
S01010193,907,702,205
S01010194,689,546,143
S01010195,1021,788,233
S01010196,820,636,184
S01010197,757,576,181
S01010198,1131,874,257
S01010199,693,522,171
S01010200,690,550,140
S01010201,928,754,174
S01010202,783,572,211
S01010203,729,531,198
S01010204,1190,879,311
S01010205,658,508,150
S01010206,497,399,98
S01010207,859,754,105
S01010208,1049,720,329
S01010209,1038,736,302
S01010210,1076,817,259
S01010211,916,676,240
S01010212,1262,935,327
S01010213,1112,838,274
S01010214,967,750,217
S01010215,1057,788,269
S01010216,1039,752,287
S01010217,1001,700,301
S01010218,1282,871,411
S01010219,767,633,134
S01010220,573,331,242
S01010221,655,525,130
S01010222,713,508,205
S01010223,655,469,186
S01010224,1364,1056,308
S01010225,931,726,205
S01010226,792,657,135
S01010227,921,705,216
S01010228,695,590,105
S01010229,1087,907,180
S01010230,1431,1190,241
S01010231,1013,837,176
S01010232,880,729,151
S01010233,1567,1282,285
S01010234,1069,712,357
S01010235,884,493,391
S01010236,736,439,297
S01010237,1007,600,407
S01010238,1051,652,399
S01010239,1026,734,292
S01010240,1111,752,359
S01010241,1019,683,336
S01010242,1180,755,425
S01010243,1392,885,507
S01010244,1006,675,331
S01010245,1122,846,276
S01010246,1162,803,359
S01010247,952,737,215
S01010248,959,518,441
S01010249,976,486,490
S01010250,1114,586,528
S01010251,780,472,308
S01010252,754,476,278
S01010253,759,497,262
S01010254,1159,818,341
S01010255,1269,943,326
S01010256,1070,711,359
S01010257,2783,1509,1274
S01010258,2329,1286,1043
S01010259,1679,1052,627
S01010260,1682,848,834
S01010261,2972,1832,1140
S01010262,1221,886,335
S01010263,841,445,396
S01010264,1287,695,592
S01010265,1296,647,649
S01010266,934,487,447
S01010267,893,436,457
S01010268,965,474,491
S01010269,969,523,446
S01010270,1474,1052,422
S01010271,931,497,434
S01010272,1283,808,475
S01010273,1107,603,504
S01010274,677,348,329
S01010275,1410,756,654
S01010276,993,547,446
S01010277,610,470,140
S01010278,1357,965,392
S01010279,835,503,332
S01010280,878,500,378
S01010281,779,458,321
S01010282,1246,677,569
S01010283,874,489,385
S01010284,1711,843,868
S01010285,1151,645,506
S01010286,2387,1219,1168
S01010287,1323,638,685
S01010288,1201,537,664
S01010289,771,394,377
S01010290,857,457,400
S01010291,1149,606,543
S01010292,1197,593,604
S01010293,926,518,408
S01010294,1025,550,475
S01010295,974,528,446
S01010296,894,591,303
S01010297,964,650,314
S01010298,966,618,348
S01010299,608,423,185
S01010300,1473,857,616
S01010301,522,301,221
S01010302,846,562,284
S01010303,683,475,208
S01010304,732,484,248
S01010305,1155,686,469
S01010306,828,439,389
S01010307,892,372,520
S01010308,975,446,529
S01010309,615,493,122
S01010310,864,606,258
S01010311,1081,870,211
S01010312,1028,774,254
S01010313,1498,1126,372
S01010314,1451,998,453
S01010315,1078,730,348
S01010316,1030,626,404
S01010317,1350,661,689
S01010318,1753,838,915
S01010319,1045,613,432
S01010320,783,481,302
S01010321,1172,698,474
S01010322,1374,657,717
S01010323,735,526,209
S01010324,940,715,225
S01010325,1018,786,232
S01010326,1410,1001,409
S01010327,1352,977,375
S01010328,1137,899,238
S01010329,492,369,123
S01010330,725,516,209
S01010331,1283,932,351
S01010332,1046,699,347
S01010333,962,704,258
S01010334,1276,925,351
S01010335,1148,872,276
S01010336,1212,803,409
S01010337,852,665,187
S01010338,884,650,234
S01010339,936,707,229
S01010340,853,623,230
S01010341,812,588,224
S01010342,829,614,215
S01010343,1427,967,460
S01010344,929,692,237
S01010345,652,456,196
S01010346,1157,759,398
S01010347,1125,721,404
S01010348,1076,785,291
S01010349,1137,831,306
S01010350,1362,1023,339
S01010351,1038,712,326
S01010352,803,565,238
S01010353,1070,732,338
S01010354,733,532,201
S01010355,1203,856,347
S01010356,724,484,240
S01010357,670,489,181
S01010358,902,631,271
S01010359,1237,869,368
S01010360,567,404,163
S01010361,535,394,141
S01010362,970,658,312
S01010363,758,451,307
S01010364,1181,764,417
S01010365,1202,736,466
S01010366,1401,874,527
S01010367,1743,992,751
S01010368,922,592,330
S01010369,825,438,387
S01010370,725,353,372
S01010371,1231,572,659
S01010372,936,423,513
S01010373,761,367,394
S01010374,1015,505,510
S01010375,896,442,454
S01010376,1019,487,532
S01010377,1082,571,511
S01010378,954,447,507
S01010379,1545,737,808
S01010380,1115,541,574
S01010381,1123,576,547
S01010382,958,447,511
S01010383,864,496,368
S01010384,1382,675,707
S01010385,979,542,437
S01010386,1250,701,549
S01010387,1734,1003,731
S01010388,1103,695,408
S01010389,1777,1032,745
S01010390,1303,646,657
S01010391,2917,1630,1287
S01010392,2000,1184,816
S01010393,1628,892,736
S01010394,936,559,377
S01010395,1144,693,451
S01010396,1033,577,456
S01010397,905,476,429
S01010398,1090,562,528
S01010399,1668,838,830
S01010400,1101,533,568
S01010401,825,468,357
S01010402,1173,650,523
S01010403,1158,663,495
S01010404,1222,668,554
S01010405,996,560,436
S01010406,962,509,453
S01010407,1256,607,649
S01010408,695,470,225
S01010409,1350,932,418
S01010410,595,394,201
S01010411,1539,963,576
S01010412,966,596,370
S01010413,949,699,250
S01010414,1231,793,438
S01010415,1173,761,412
S01010416,914,596,318
S01010417,580,345,235
S01010418,1223,659,564
S01010419,1629,941,688
S01010420,1202,843,359
S01010421,889,567,322
S01010422,1177,813,364
S01010423,1037,665,372
S01010424,1026,639,387
S01010425,1032,675,357
S01010426,1098,663,435
S01010427,1343,1010,333
S01010428,1603,1126,477
S01010429,978,563,415
S01010430,1040,717,323
S01010431,1020,630,390
S01010432,880,577,303
S01010433,905,697,208
S01010434,819,542,277
S01010435,689,472,217
S01010436,778,516,262
S01010437,557,387,170
S01010438,1058,724,334
S01010439,1371,955,416
S01010440,1229,935,294
S01010441,899,549,350
S01010442,849,537,312
S01010443,765,563,202
S01010444,685,496,189
S01010445,1109,866,243
S01010446,838,632,206
S01010447,1126,772,354
S01010448,1057,738,319
S01010449,1014,736,278
S01010450,889,623,266
S01010451,1098,777,321
S01010452,919,655,264
S01010453,1143,817,326
S01010454,1170,869,301
S01010455,942,690,252
S01010456,633,466,167
S01010457,1044,798,246
S01010458,843,618,225
S01010459,752,569,183
S01010460,810,547,263
S01010461,1026,743,283
S01010462,1088,854,234
S01010463,796,552,244
S01010464,653,479,174
S01010465,999,664,335
S01010466,1608,972,636
S01010467,981,701,280
S01010468,1209,788,421
S01010469,826,504,322
S01010470,900,653,247
S01010471,922,659,263
S01010472,1339,846,493
S01010473,1044,662,382
S01010474,1099,717,382
S01010475,1240,778,462
S01010476,1048,697,351
S01010477,951,674,277
S01010478,1411,956,455
S01010479,1022,694,328
S01010480,845,625,220
S01010481,880,566,314
S01010482,998,680,318
S01010483,1110,716,394
S01010484,987,658,329
S01010485,1072,725,347
S01010486,1210,849,361
S01010487,1123,775,348
S01010488,1366,878,488
S01010489,1471,1005,466
S01010490,893,494,399
S01010491,1049,665,384
S01010492,808,523,285
S01010493,1200,686,514
S01010494,698,475,223
S01010495,1184,719,465
S01010496,1628,1109,519
S01010497,1063,669,394
S01010498,1333,937,396
S01010499,1355,893,462
S01010500,1258,721,537
S01010501,910,601,309
S01010502,756,538,218
S01010503,838,544,294
S01010504,531,341,190
S01010505,655,459,196
S01010506,889,607,282
S01010507,1092,764,328
S01010508,1150,729,421
S01010509,1183,768,415
S01010510,1659,1247,412
S01010511,1254,852,402
S01010512,912,647,265
S01010513,897,620,277
S01010514,918,659,259
S01010515,906,675,231
S01010516,614,418,196
S01010517,1136,724,412
S01010518,922,596,326
S01010519,938,574,364
S01010520,1172,836,336
S01010521,1035,709,326
S01010522,812,574,238
S01010523,1065,668,397
S01010524,585,404,181
S01010525,790,530,260
S01010526,927,635,292
S01010527,1300,809,491
S01010528,794,544,250
S01010529,1084,772,312
S01010530,753,510,243
S01010531,1094,739,355
S01010532,840,557,283
S01010533,920,569,351
S01010534,1115,744,371
S01010535,715,413,302
S01010536,1165,665,500
S01010537,1411,851,560
S01010538,1129,576,553
S01010539,1037,582,455
S01010540,628,390,238
S01010541,840,490,350
S01010542,1069,631,438
S01010543,606,365,241
S01010544,1281,766,515
S01010545,738,406,332
S01010546,1010,706,304
S01010547,757,444,313
S01010548,583,382,201
S01010549,1286,751,535
S01010550,690,409,281
S01010551,831,513,318
S01010552,1005,627,378
S01010553,621,390,231
S01010554,776,486,290
S01010555,1057,603,454
S01010556,1197,702,495
S01010557,736,421,315
S01010558,608,396,212
S01010559,791,566,225
S01010560,663,448,215
S01010561,963,629,334
S01010562,1007,634,373
S01010563,800,431,369
S01010564,806,496,310
S01010565,963,582,381
S01010566,1090,662,428
S01010567,1243,824,419
S01010568,1422,808,614
S01010569,953,581,372
S01010570,1563,950,613
S01010571,917,538,379
S01010572,1004,539,465
S01010573,641,331,310
S01010574,609,381,228
S01010575,873,627,246
S01010576,822,534,288
S01010577,901,481,420
S01010578,576,308,268
S01010579,736,453,283
S01010580,513,262,251
S01010581,843,483,360
S01010582,686,460,226
S01010583,986,672,314
S01010584,2141,1135,1006
S01010585,2051,1086,965
S01010586,632,431,201
S01010587,872,603,269
S01010588,836,577,259
S01010589,2397,1369,1028
S01010590,1797,1020,777
S01010591,626,296,330
S01010592,366,222,144
S01010593,2428,1484,944
S01010594,1852,1072,780
S01010595,1850,1082,768
S01010596,3420,1973,1447
S01010597,2421,1328,1093
S01010598,2542,1415,1127
S01010599,819,500,319
S01010600,1694,1108,586
S01010601,774,571,203
S01010602,652,401,251
S01010603,809,574,235
S01010604,845,556,289
S01010605,1368,860,508
S01010606,1054,601,453
S01010607,1064,710,354
S01010608,781,409,372
S01010609,570,286,284
S01010610,781,500,281
S01010611,1197,733,464
S01010612,781,474,307
S01010613,820,564,256
S01010614,706,378,328
S01010615,1026,598,428
S01010616,1078,759,319
S01010617,1005,640,365
S01010618,1010,629,381
S01010619,1279,690,589
S01010620,744,397,347
S01010621,1121,692,429
S01010622,648,316,332
S01010623,1066,571,495
S01010624,755,468,287
S01010625,786,583,203
S01010626,993,725,268
S01010627,1095,699,396
S01010628,1189,720,469
S01010629,1290,850,440
S01010630,698,431,267
S01010631,986,623,363
S01010632,958,621,337
S01010633,1035,577,458
S01010634,665,380,285
S01010635,803,504,299
S01010636,987,616,371
S01010637,852,552,300
S01010638,995,681,314
S01010639,1332,781,551
S01010640,898,521,377
S01010641,1350,694,656
S01010642,1035,498,537
S01010643,844,382,462
S01010644,879,402,477
S01010645,767,507,260
S01010646,807,541,266
S01010647,696,461,235
S01010648,981,591,390
S01010649,785,456,329
S01010650,701,432,269
S01010651,674,399,275
S01010652,825,506,319
S01010653,742,462,280
S01010654,763,433,330
S01010655,1019,616,403
S01010656,705,468,237
S01010657,919,575,344
S01010658,1106,678,428
S01010659,792,481,311
S01010660,917,647,270
S01010661,775,532,243
S01010662,922,544,378
S01010663,1511,997,514
S01010664,783,485,298
S01010665,1055,648,407
S01010666,1405,871,534
S01010667,801,476,325
S01010668,1318,866,452
S01010669,608,438,170
S01010670,943,597,346
S01010671,895,550,345
S01010672,1366,928,438
S01010673,1117,691,426
S01010674,1180,787,393
S01010675,952,602,350
S01010676,1201,738,463
S01010677,501,344,157
S01010678,1057,767,290
S01010679,1584,1112,472
S01010680,788,550,238
S01010681,1353,908,445
S01010682,1307,897,410
S01010683,975,702,273
S01010684,1054,695,359
S01010685,758,481,277
S01010686,701,431,270
S01010687,1071,653,418
S01010688,849,532,317
S01010689,1007,661,346
S01010690,938,586,352
S01010691,1020,614,406
S01010692,749,458,291
S01010693,385,232,153
S01010694,798,561,237
S01010695,727,521,206
S01010696,1212,791,421
S01010697,1122,738,384
S01010698,764,443,321
S01010699,605,353,252
S01010700,611,378,233
S01010701,1314,683,631
S01010702,1077,699,378
S01010703,902,591,311
S01010704,1291,857,434
S01010705,1290,856,434
S01010706,887,572,315
S01010707,750,509,241
S01010708,1067,686,381
S01010709,904,575,329
S01010710,969,619,350
S01010711,778,569,209
S01010712,864,520,344
S01010713,1024,605,419
S01010714,839,537,302
S01010715,808,536,272
S01010716,976,710,266
S01010717,1009,752,257
S01010718,1078,727,351
S01010719,918,634,284
S01010720,881,557,324
S01010721,828,534,294
S01010722,1208,748,460
S01010723,1108,687,421
S01010724,887,582,305
S01010725,822,539,283
S01010726,1091,786,305
S01010727,765,484,281
S01010728,1016,655,361
S01010729,924,572,352
S01010730,845,563,282
S01010731,906,523,383
S01010732,840,457,383
S01010733,1018,575,443
S01010734,1051,543,508
S01010735,1051,577,474
S01010736,500,325,175
S01010737,1038,685,353
S01010738,1127,695,432
S01010739,870,519,351
S01010740,700,360,340
S01010741,695,442,253
S01010742,887,516,371
S01010743,1008,565,443
S01010744,1166,776,390
S01010745,702,441,261
S01010746,1016,622,394
S01010747,1170,740,430
S01010748,631,414,217
S01010749,736,459,277
S01010750,626,434,192
S01010751,999,639,360
S01010752,1063,595,468
S01010753,1318,780,538
S01010754,1021,646,375
S01010755,863,574,289
S01010756,835,570,265
S01010757,863,573,290
S01010758,702,491,211
S01010759,682,475,207
S01010760,816,566,250
S01010761,536,341,195
S01010762,598,374,224
S01010763,940,631,309
S01010764,576,405,171
S01010765,1228,820,408
S01010766,784,517,267
S01010767,706,433,273
S01010768,737,509,228
S01010769,483,336,147
S01010770,877,579,298
S01010771,960,630,330
S01010772,762,498,264
S01010773,785,501,284
S01010774,1353,908,445
S01010775,643,364,279
S01010776,833,477,356
S01010777,512,298,214
S01010778,649,322,327
S01010779,995,514,481
S01010780,648,431,217
S01010781,965,608,357
S01010782,623,374,249
S01010783,897,526,371
S01010784,1122,649,473
S01010785,793,543,250
S01010786,688,388,300
S01010787,913,632,281
S01010788,622,403,219
S01010789,888,554,334
S01010790,827,550,277
S01010791,993,628,365
S01010792,1152,703,449
S01010793,649,424,225
S01010794,550,300,250
S01010795,1311,889,422
S01010796,1441,948,493
S01010797,762,519,243
S01010798,694,484,210
S01010799,999,588,411
S01010800,797,413,384
S01010801,794,454,340
S01010802,626,348,278
S01010803,611,356,255
S01010804,778,500,278
S01010805,1276,775,501
S01010806,916,468,448
S01010807,570,298,272
S01010808,553,280,273
S01010809,1007,602,405
S01010810,490,346,144
S01010811,923,613,310
S01010812,522,337,185
S01010813,910,536,374
S01010814,740,442,298
S01010815,582,398,184
S01010816,830,636,194
S01010817,1203,853,350
S01010818,1454,1092,362
S01010819,1044,800,244
S01010820,1391,1042,349
S01010821,866,620,246
S01010822,772,549,223
S01010823,683,555,128
S01010824,1231,936,295
S01010825,1642,1269,373
S01010826,755,561,194
S01010827,697,527,170
S01010828,1239,943,296
S01010829,1121,813,308
S01010830,556,440,116
S01010831,598,472,126
S01010832,730,571,159
S01010833,1159,898,261
S01010834,1629,1264,365
S01010835,736,612,124
S01010836,920,674,246
S01010837,838,665,173
S01010838,1187,955,232
S01010839,908,701,207
S01010840,572,433,139
S01010841,1103,871,232
S01010842,960,777,183
S01010843,756,599,157
S01010844,838,667,171
S01010845,619,524,95
S01010846,910,729,181
S01010847,798,670,128
S01010848,924,759,165
S01010849,951,742,209
S01010850,1005,816,189
S01010851,935,707,228
S01010852,839,729,110
S01010853,999,848,151
S01010854,923,696,227
S01010855,560,466,94
S01010856,908,770,138
S01010857,950,805,145
S01010858,1138,938,200
S01010859,842,692,150
S01010860,885,740,145
S01010861,981,776,205
S01010862,651,536,115
S01010863,883,746,137
S01010864,622,520,102
S01010865,706,596,110
S01010866,881,777,104
S01010867,750,634,116
S01010868,839,687,152
S01010869,1144,941,203
S01010870,1020,839,181
S01010871,898,724,174
S01010872,830,648,182
S01010873,739,612,127
S01010874,928,696,232
S01010875,658,502,156
S01010876,740,566,174
S01010877,1633,1240,393
S01010878,1326,1049,277
S01010879,1103,904,199
S01010880,669,528,141
S01010881,803,681,122
S01010882,1050,858,192
S01010883,1034,864,170
S01010884,1153,924,229
S01010885,1349,1035,314
S01010886,615,482,133
S01010887,765,634,131
S01010888,1188,961,227
S01010889,825,638,187
S01010890,847,706,141
S01010891,870,696,174
S01010892,915,743,172
S01010893,1031,856,175
S01010894,805,654,151
S01010895,495,392,103
S01010896,984,795,189
S01010897,945,770,175
S01010898,1362,1128,234
S01010899,714,561,153
S01010900,930,722,208
S01010901,465,369,96
S01010902,957,782,175
S01010903,891,745,146
S01010904,538,440,98
S01010905,964,764,200
S01010906,966,788,178
S01010907,606,498,108
S01010908,1136,953,183
S01010909,1207,993,214
S01010910,844,674,170
S01010911,875,764,111
S01010912,773,617,156
S01010913,642,541,101
S01010914,1153,935,218
S01010915,982,856,126
S01010916,733,590,143
S01010917,843,716,127
S01010918,1289,1116,173
S01010919,882,745,137
S01010920,733,563,170
S01010921,733,631,102
S01010922,988,855,133
S01010923,1154,1001,153
S01010924,678,613,65
S01010925,858,718,140
S01010926,989,840,149
S01010927,970,804,166
S01010928,806,674,132
S01010929,918,766,152
S01010930,900,494,406
S01010931,430,207,223
S01010932,1496,854,642
S01010933,864,514,350
S01010934,1114,575,539
S01010935,861,499,362
S01010936,682,384,298
S01010937,728,424,304
S01010938,951,464,487
S01010939,776,440,336
S01010940,683,378,305
S01010941,1253,720,533
S01010942,646,402,244
S01010943,832,404,428
S01010944,845,455,390
S01010945,540,287,253
S01010946,1029,532,497
S01010947,791,370,421
S01010948,673,355,318
S01010949,1546,930,616
S01010950,846,443,403
S01010951,724,354,370
S01010952,779,356,423
S01010953,737,404,333
S01010954,1268,747,521
S01010955,1145,652,493
S01010956,970,464,506
S01010957,581,334,247
S01010958,625,390,235
S01010959,891,503,388
S01010960,1480,842,638
S01010961,1433,776,657
S01010962,649,401,248
S01010963,1038,585,453
S01010964,523,354,169
S01010965,1012,527,485
S01010966,982,554,428
S01010967,920,508,412
S01010968,919,591,328
S01010969,736,505,231
S01010970,1511,911,600
S01010971,1736,987,749
S01010972,939,463,476
S01010973,627,362,265
S01010974,1133,680,453
S01010975,662,379,283
S01010976,2199,1119,1080
S01010977,728,421,307
S01010978,949,529,420
S01010979,900,506,394
S01010980,821,460,361
S01010981,739,424,315
S01010982,1334,848,486
S01010983,1132,715,417
S01010984,1097,725,372
S01010985,865,479,386
S01010986,750,457,293
S01010987,445,264,181
S01010988,627,335,292
S01010989,1514,776,738
S01010990,798,489,309
S01010991,1936,1055,881
S01010992,1803,924,879
S01010993,733,422,311
S01010994,2765,1536,1229
S01010995,851,551,300
S01010996,901,564,337
S01010997,1056,733,323
S01010998,2440,1343,1097
S01010999,903,555,348
S01011000,1120,644,476
S01011001,652,364,288
S01011002,707,430,277
S01011003,813,453,360
S01011004,809,445,364
S01011005,795,435,360
S01011006,1002,536,466
S01011007,883,460,423
S01011008,881,510,371
S01011009,627,325,302
S01011010,950,503,447
S01011011,768,406,362
S01011012,1218,553,665
S01011013,878,504,374
S01011014,811,488,323
S01011015,565,317,248
S01011016,1188,611,577
S01011017,1670,902,768
S01011018,1451,818,633
S01011019,1253,674,579
S01011020,472,266,206
S01011021,882,460,422
S01011022,705,339,366
S01011023,1043,438,605
S01011024,1223,494,729
S01011025,680,332,348
S01011026,540,246,294
S01011027,1160,542,618
S01011028,1175,562,613
S01011029,741,345,396
S01011030,969,515,454
S01011031,1190,574,616
S01011032,896,440,456
S01011033,794,392,402
S01011034,849,454,395
S01011035,662,298,364
S01011036,1019,506,513
S01011037,1079,474,605
S01011038,1053,522,531
S01011039,907,509,398
S01011040,1407,606,801
S01011041,917,436,481
S01011042,818,430,388
S01011043,1277,620,657
S01011044,1150,534,616
S01011045,939,588,351
S01011046,854,508,346
S01011047,1077,707,370
S01011048,1277,787,490
S01011049,818,542,276
S01011050,1005,687,318
S01011051,1078,735,343
S01011052,1218,841,377
S01011053,742,480,262
S01011054,672,426,246
S01011055,568,345,223
S01011056,699,402,297
S01011057,728,428,300
S01011058,638,384,254
S01011059,778,500,278
S01011060,1225,874,351
S01011061,1077,604,473
S01011062,1404,895,509
S01011063,1132,738,394
S01011064,1299,842,457
S01011065,965,614,351
S01011066,614,407,207
S01011067,1167,737,430
S01011068,826,443,383
S01011069,721,426,295
S01011070,903,526,377
S01011071,948,626,322
S01011072,1142,652,490
S01011073,699,427,272
S01011074,607,338,269
S01011075,883,479,404
S01011076,1153,690,463
S01011077,1059,581,478
S01011078,1354,829,525
S01011079,1307,787,520
S01011080,1124,604,520
S01011081,824,422,402
S01011082,722,445,277
S01011083,1144,688,456
S01011084,876,508,368
S01011085,889,483,406
S01011086,641,364,277
S01011087,880,494,386
S01011088,1178,699,479
S01011089,950,536,414
S01011090,717,437,280
S01011091,700,409,291
S01011092,2474,1122,1352
S01011093,3120,1516,1604
S01011094,776,518,258
S01011095,1088,716,372
S01011096,951,576,375
S01011097,715,424,291
S01011098,1124,672,452
S01011099,819,373,446
S01011100,570,362,208
S01011101,790,420,370
S01011102,731,376,355
S01011103,773,467,306
S01011104,704,491,213
S01011105,799,448,351
S01011106,988,444,544
S01011107,2433,1101,1332
S01011108,672,366,306
S01011109,807,495,312
S01011110,947,452,495
S01011111,1093,552,541
S01011112,142,89,53
S01011113,1004,577,427
S01011114,1195,757,438
S01011115,902,447,455
S01011116,880,513,367
S01011117,868,542,326
S01011118,1011,629,382
S01011119,931,618,313
S01011120,1159,784,375
S01011121,622,354,268
S01011122,787,439,348
S01011123,1121,586,535
S01011124,661,364,297
S01011125,452,207,245
S01011126,763,369,394
S01011127,536,261,275
S01011128,1007,584,423
S01011129,940,591,349
S01011130,766,451,315
S01011131,739,476,263
S01011132,898,581,317
S01011133,527,304,223
S01011134,825,491,334
S01011135,1008,588,420
S01011136,658,424,234
S01011137,923,490,433
S01011138,641,323,318
S01011139,1335,799,536
S01011140,537,275,262
S01011141,1696,966,730
S01011142,1363,802,561
S01011143,1190,792,398
S01011144,919,594,325
S01011145,1079,683,396
S01011146,1051,626,425
S01011147,1186,775,411
S01011148,787,488,299
S01011149,802,458,344
S01011150,933,447,486
S01011151,749,459,290
S01011152,901,573,328
S01011153,1005,588,417
S01011154,624,384,240
S01011155,814,521,293
S01011156,845,517,328
S01011157,576,369,207
S01011158,598,394,204
S01011159,614,370,244
S01011160,909,502,407
S01011161,637,352,285
S01011162,885,481,404
S01011163,960,523,437
S01011164,851,490,361
S01011165,881,481,400
S01011166,603,414,189
S01011167,1064,643,421
S01011168,845,509,336
S01011169,1267,641,626
S01011170,911,534,377
S01011171,1007,662,345
S01011172,752,497,255
S01011173,869,562,307
S01011174,762,471,291
S01011175,815,518,297
S01011176,689,443,246
S01011177,1082,680,402
S01011178,595,358,237
S01011179,705,411,294
S01011180,853,513,340
S01011181,1527,966,561
S01011182,511,368,143
S01011183,757,490,267
S01011184,820,602,218
S01011185,790,602,188
S01011186,1127,786,341
S01011187,803,586,217
S01011188,1108,688,420
S01011189,1096,710,386
S01011190,1103,779,324
S01011191,750,523,227
S01011192,865,501,364
S01011193,942,514,428
S01011194,727,395,332
S01011195,945,527,418
S01011196,1050,665,385
S01011197,871,510,361
S01011198,695,393,302
S01011199,781,460,321
S01011200,865,590,275
S01011201,586,414,172
S01011202,949,590,359
S01011203,1289,788,501
S01011204,555,422,133
S01011205,184,137,47
S01011206,734,436,298
S01011207,1852,1168,684
S01011208,907,594,313
S01011209,697,415,282
S01011210,830,553,277
S01011211,1745,1080,665
S01011212,735,467,268
S01011213,1180,729,451
S01011214,1144,727,417
S01011215,919,517,402
S01011216,1105,675,430
S01011217,1207,725,482
S01011218,933,546,387
S01011219,1031,588,443
S01011220,988,630,358
S01011221,1075,681,394
S01011222,662,454,208
S01011223,946,656,290
S01011224,681,476,205
S01011225,1029,643,386
S01011226,1098,838,260
S01011227,802,525,277
S01011228,1353,905,448
S01011229,802,514,288
S01011230,1319,818,501
S01011231,1047,664,383
S01011232,915,568,347
S01011233,1500,937,563
S01011234,1165,755,410
S01011235,525,355,170
S01011236,557,389,168
S01011237,1048,668,380
S01011238,806,492,314
S01011239,878,609,269
S01011240,1075,752,323
S01011241,1042,730,312
S01011242,1015,746,269
S01011243,1251,778,473
S01011244,666,424,242
S01011245,848,545,303
S01011246,926,633,293
S01011247,953,727,226
S01011248,945,715,230
S01011249,1048,768,280
S01011250,1241,778,463
S01011251,871,597,274
S01011252,825,507,318
S01011253,968,620,348
S01011254,1209,862,347
S01011255,428,310,118
S01011256,497,339,158
S01011257,468,398,70
S01011258,700,525,175
S01011259,931,693,238
S01011260,718,535,183
S01011261,925,609,316
S01011262,689,489,200
S01011263,898,567,331
S01011264,688,438,250
S01011265,1053,695,358
S01011266,908,666,242
S01011267,984,693,291
S01011268,591,437,154
S01011269,594,434,160
S01011270,833,482,351
S01011271,948,702,246
S01011272,728,501,227
S01011273,1285,822,463
S01011274,1125,734,391
S01011275,1543,937,606
S01011276,1114,722,392
S01011277,654,441,213
S01011278,639,445,194
S01011279,713,520,193
S01011280,690,505,185
S01011281,804,512,292
S01011282,918,632,286
S01011283,804,514,290
S01011284,1230,793,437
S01011285,1140,675,465
S01011286,720,432,288
S01011287,987,625,362
S01011288,1067,631,436
S01011289,934,613,321
S01011290,1390,936,454
S01011291,986,651,335
S01011292,697,438,259
S01011293,953,609,344
S01011294,948,645,303
S01011295,1022,740,282
S01011296,722,473,249
S01011297,927,566,361
S01011298,1104,702,402
S01011299,494,359,135
S01011300,1008,667,341
S01011301,705,501,204
S01011302,945,676,269
S01011303,1186,839,347
S01011304,966,649,317
S01011305,829,534,295
S01011306,590,394,196
S01011307,2465,1646,819
S01011308,626,405,221
S01011309,858,613,245
S01011310,706,485,221
S01011311,1149,833,316
S01011312,1244,876,368
S01011313,1122,707,415
S01011314,1097,688,409
S01011315,419,299,120
S01011316,938,567,371
S01011317,967,723,244
S01011318,964,724,240
S01011319,1116,864,252
S01011320,747,581,166
S01011321,663,482,181
S01011322,634,415,219
S01011323,1181,746,435
S01011324,509,338,171
S01011325,1030,706,324
S01011326,1099,747,352
S01011327,739,510,229
S01011328,897,653,244
S01011329,1053,780,273
S01011330,754,571,183
S01011331,832,657,175
S01011332,1270,979,291
S01011333,733,569,164
S01011334,1448,972,476
S01011335,1138,834,304
S01011336,698,468,230
S01011337,682,462,220
S01011338,847,526,321
S01011339,701,403,298
S01011340,1269,787,482
S01011341,874,532,342
S01011342,839,549,290
S01011343,906,625,281
S01011344,883,546,337
S01011345,1069,676,393
S01011346,832,606,226
S01011347,1186,780,406
S01011348,1225,771,454
S01011349,1113,723,390
S01011350,933,674,259
S01011351,796,499,297
S01011352,709,461,248
S01011353,650,412,238
S01011354,879,589,290
S01011355,1113,753,360
S01011356,962,658,304
S01011357,1399,1070,329
S01011358,547,419,128
S01011359,737,553,184
S01011360,852,556,296
S01011361,537,348,189
S01011362,661,496,165
S01011363,1714,1303,411
S01011364,659,485,174
S01011365,830,636,194
S01011366,498,396,102
S01011367,840,650,190
S01011368,1429,983,446
S01011369,756,592,164
S01011370,1654,1160,494
S01011371,1560,1163,397
S01011372,1042,748,294
S01011373,866,573,293
S01011374,514,380,134
S01011375,726,534,192
S01011376,568,432,136
S01011377,594,472,122
S01011378,1041,848,193
S01011379,1125,939,186
S01011380,732,552,180
S01011381,810,617,193
S01011382,531,393,138
S01011383,1091,871,220
