dz_2011,total,employed,nonemployed
S01012786,905,478,427
S01012787,433,246,187
S01012788,760,430,330
S01012789,811,461,350
S01012790,660,476,184
S01012791,587,343,244
S01012792,790,458,332
S01012793,806,376,430
S01012794,327,211,116
S01012795,940,495,445
S01012796,672,439,233
S01012797,571,359,212
S01012798,751,461,290
S01012799,844,546,298
S01012800,793,504,289
S01012801,338,203,135
S01012802,563,360,203
S01012803,658,412,246
S01012804,625,372,253
S01012805,779,476,303
S01012806,691,419,272
S01012807,1062,757,305
S01012808,757,486,271
S01012809,656,391,265
S01012810,648,358,290
S01012811,658,401,257
S01012812,705,475,230
S01012813,783,482,301
S01012814,678,515,163
S01012815,987,742,245
S01012816,584,403,181
S01012817,329,274,55
S01012818,744,529,215
S01012819,845,424,421
S01012820,1914,1463,451
S01012821,1283,938,345
S01012822,606,296,310
S01012823,570,431,139
S01012824,1001,722,279
S01012825,1121,670,451
S01012826,1185,754,431
S01012827,1062,733,329
S01012828,1690,1318,372
S01012829,607,331,276
S01012830,526,299,227
S01012831,548,266,282
S01012832,407,251,156
S01012833,734,374,360
S01012834,574,333,241
S01012835,758,436,322
S01012836,411,278,133
S01012837,765,367,398
S01012838,672,281,391
S01012839,551,397,154
S01012840,749,569,180
S01012841,566,382,184
S01012842,792,535,257
S01012843,806,525,281
S01012844,693,486,207
S01012845,681,401,280
S01012846,794,400,394
S01012847,561,350,211
S01012848,692,483,209
S01012849,858,540,318
S01012850,690,382,308
S01012851,755,429,326
S01012852,794,521,273
S01012853,712,425,287
S01012854,928,659,269
S01012855,871,600,271
S01012856,685,372,313
S01012857,973,519,454
S01012858,719,414,305
S01012859,913,569,344
S01012860,669,358,311
S01012861,539,351,188
S01012862,661,335,326
S01012863,629,345,284
S01012864,635,335,300
S01012865,875,511,364
S01012866,700,409,291
S01012867,645,298,347
S01012868,633,313,320
S01012869,405,189,216
S01012870,729,429,300
S01012871,712,439,273
S01012872,666,445,221
S01012873,722,478,244
S01012874,670,361,309
S01012875,513,301,212
S01012876,684,358,326
S01012877,552,307,245
S01012878,726,495,231
S01012879,772,469,303
S01012880,764,475,289
S01012881,987,607,380
S01012882,863,517,346
S01012883,707,322,385
S01012884,421,220,201
S01012885,641,403,238
S01012886,686,435,251
S01012887,542,341,201
S01012888,689,396,293
S01012889,896,618,278
S01012890,602,307,295
S01012891,560,336,224
S01012892,890,458,432
S01012893,726,366,360
S01012894,641,452,189
S01012895,517,379,138
S01012896,794,432,362
S01012897,1218,897,321
S01012898,740,552,188
S01012899,578,325,253
S01012900,915,609,306
S01012901,1499,1025,474
S01012902,772,494,278
S01012903,732,450,282
S01012904,712,454,258
S01012905,667,387,280
S01012906,828,558,270
S01012907,751,469,282
S01012908,798,434,364
S01012909,637,371,266
S01012910,951,533,418
S01012911,584,347,237
S01012912,932,575,357
S01012913,703,440,263
S01012914,830,527,303
S01012915,745,538,207
S01012916,720,394,326
S01012917,537,349,188
S01012918,620,391,229
S01012919,334,198,136
S01012920,466,247,219
S01012921,511,318,193
S01012922,719,472,247
S01012923,837,561,276
S01012924,447,290,157
S01012925,479,299,180
S01012926,558,362,196
S01012927,582,355,227
S01012928,771,499,272
S01012929,657,397,260
S01012930,694,418,276
S01012931,839,529,310
S01012932,447,303,144
S01012933,624,393,231
S01012934,577,343,234
S01012935,1054,691,363
S01012936,626,411,215
S01012937,619,361,258
S01012938,653,384,269
S01012939,605,403,202
S01012940,631,449,182
S01012941,592,412,180
S01012942,635,393,242
S01012943,632,441,191
S01012944,532,329,203
S01012945,538,378,160
S01012946,658,471,187
S01012947,468,316,152
S01012948,887,609,278
S01012949,1084,796,288
S01012950,1369,958,411
S01012951,800,606,194
S01012952,1109,809,300
S01012953,541,379,162
S01012954,380,273,107
S01012955,918,601,317
S01012956,683,364,319
S01012957,602,358,244
S01012958,416,283,133
S01012959,455,337,118
S01012960,583,375,208
S01012961,782,556,226
S01012962,734,492,242
S01012963,831,655,176
S01012964,1065,787,278
S01012965,563,382,181
S01012966,707,506,201
S01012967,675,434,241
S01012968,643,418,225
S01012969,712,444,268
S01012970,647,453,194
S01012971,776,451,325
S01012972,660,395,265
S01012973,685,423,262
S01012974,848,493,355
S01012975,549,338,211
S01012976,524,297,227
S01012977,668,404,264
S01012978,727,422,305
S01012979,630,417,213
S01012980,604,391,213
S01012981,685,457,228
S01012982,619,406,213
S01012983,566,351,215
S01012984,588,406,182
S01012985,628,400,228
S01012986,760,458,302
S01012987,764,496,268
S01012988,779,485,294
S01012989,833,539,294
S01012990,816,486,330
S01012991,759,458,301
S01012992,740,454,286
S01012993,718,423,295
S01012994,715,440,275
S01012995,628,461,167
S01012996,722,479,243
S01012997,447,257,190
S01012998,913,629,284
S01012999,555,384,171
S01013000,803,515,288
S01013001,282,187,95
S01013002,534,337,197
S01013003,521,312,209
S01013004,694,446,248
S01013005,517,328,189
S01013006,687,412,275
S01013007,895,538,357
S01013008,886,525,361
S01013009,562,344,218
S01013010,477,327,150
S01013011,654,448,206
S01013012,832,547,285
S01013013,712,484,228
S01013014,569,366,203
S01013015,531,376,155
S01013016,723,478,245
S01013017,793,507,286
S01013018,858,576,282
S01013019,1101,786,315
S01013020,700,477,223
S01013021,897,643,254
S01013022,290,187,103
S01013023,702,429,273
S01013024,446,277,169
S01013025,963,663,300
S01013026,717,429,288
S01013027,1181,661,520
S01013028,702,529,173
S01013029,524,310,214
S01013030,875,570,305
S01013031,479,291,188
S01013032,449,337,112
S01013033,577,420,157
S01013034,606,362,244
S01013035,613,343,270
S01013036,707,422,285
S01013037,858,556,302
S01013038,917,600,317
S01013039,416,293,123
S01013040,480,282,198
S01013041,445,311,134
S01013042,688,474,214
S01013043,572,327,245
S01013044,842,485,357
S01013045,490,332,158
S01013046,510,312,198
S01013047,685,519,166
S01013048,964,709,255
S01013049,801,513,288
S01013050,707,392,315
S01013051,667,401,266
S01013052,522,306,216
S01013053,771,411,360
S01013054,731,460,271
S01013055,567,320,247
S01013056,949,546,403
S01013057,694,352,342
S01013058,380,275,105
S01013059,800,474,326
S01013060,444,250,194
S01013061,769,441,328
S01013062,738,435,303
S01013063,640,379,261
S01013064,872,526,346
S01013065,892,492,400
S01013066,628,392,236
S01013067,1218,488,730
S01013068,1269,635,634
S01013069,837,337,500
S01013070,857,308,549
S01013071,968,273,695
S01013072,693,381,312
S01013073,844,469,375
S01013074,1120,546,574
S01013075,657,278,379
S01013076,765,290,475
S01013077,504,248,256
S01013078,586,312,274
S01013079,1142,651,491
S01013080,855,483,372
S01013081,543,330,213
S01013082,1036,650,386
S01013083,2503,441,2062
S01013084,719,453,266
S01013085,754,348,406
S01013086,801,474,327
S01013087,2550,421,2129
S01013088,687,415,272
S01013089,621,361,260
S01013090,1116,619,497
S01013091,739,389,350
S01013092,1031,613,418
S01013093,357,222,135
S01013094,542,324,218
S01013095,1234,858,376
S01013096,487,291,196
S01013097,1231,857,374
S01013098,40,28,12
S01013099,645,406,239
S01013100,652,401,251
S01013101,1209,708,501
S01013102,485,295,190
S01013103,590,416,174
S01013104,794,510,284
S01013105,658,408,250
S01013106,786,505,281
S01013107,644,424,220
S01013108,496,300,196
S01013109,1218,846,372
S01013110,437,291,146
S01013111,558,367,191
S01013112,635,434,201
S01013113,730,425,305
S01013114,1053,656,397
S01013115,696,433,263
S01013116,716,424,292
S01013117,780,542,238
S01013118,819,592,227
S01013119,607,384,223
S01013120,880,602,278
S01013121,355,249,106
S01013122,662,357,305
S01013123,692,395,297
S01013124,833,478,355
S01013125,656,341,315
S01013126,715,332,383
S01013127,793,377,416
S01013128,817,489,328
S01013129,998,556,442
S01013130,722,335,387
S01013131,654,366,288
S01013132,522,283,239
S01013133,684,360,324
S01013134,601,365,236
S01013135,753,394,359
S01013136,867,456,411
S01013137,749,400,349
S01013138,646,308,338
S01013139,828,358,470
S01013140,792,393,399
S01013141,461,242,219
S01013142,718,338,380
S01013143,766,438,328
S01013144,666,359,307
S01013145,664,376,288
S01013146,403,223,180
S01013147,567,334,233
S01013148,786,499,287
S01013149,619,405,214
S01013150,646,357,289
S01013151,424,293,131
S01013152,978,595,383
S01013153,696,337,359
S01013154,978,535,443
S01013155,651,337,314
S01013156,759,399,360
S01013157,883,458,425
S01013158,599,406,193
S01013159,657,411,246
S01013160,743,498,245
S01013161,765,493,272
S01013162,850,509,341
S01013163,658,434,224
S01013164,876,463,413
S01013165,932,549,383
S01013166,607,291,316
S01013167,908,474,434
S01013168,760,388,372
S01013169,547,290,257
S01013170,921,507,414
S01013171,563,370,193
S01013172,656,401,255
S01013173,624,421,203
S01013174,875,628,247
S01013175,597,415,182
S01013176,755,471,284
S01013177,815,513,302
S01013178,575,361,214
S01013179,1134,744,390
S01013180,354,238,116
S01013181,737,467,270
S01013182,614,345,269
S01013183,823,534,289
S01013184,416,205,211
S01013185,728,415,313
S01013186,543,321,222
S01013187,720,389,331
S01013188,774,511,263
S01013189,654,398,256
S01013190,665,411,254
S01013191,789,558,231
S01013192,805,490,315
S01013193,504,356,148
S01013194,970,654,316
S01013195,763,504,259
S01013196,549,397,152
S01013197,412,245,167
S01013198,652,359,293
S01013199,687,390,297
S01013200,700,363,337
S01013201,618,281,337
S01013202,428,195,233
S01013203,780,416,364
S01013204,802,546,256
S01013205,548,261,287
S01013206,693,359,334
S01013207,899,562,337
S01013208,600,292,308
S01013209,772,474,298
S01013210,616,384,232
S01013211,750,472,278
S01013212,662,501,161
S01013213,750,564,186
S01013214,339,260,79
S01013215,636,427,209
S01013216,616,357,259
S01013217,621,384,237
S01013218,539,288,251
S01013219,516,276,240
S01013220,635,317,318
S01013221,713,371,342
S01013222,512,237,275
S01013223,986,524,462
S01013224,852,534,318
S01013225,899,555,344
S01013226,603,432,171
S01013227,416,195,221
S01013228,666,403,263
S01013229,759,435,324
S01013230,674,370,304
S01013231,997,645,352
S01013232,590,324,266
S01013233,435,282,153
S01013234,509,364,145
S01013235,825,507,318
S01013236,773,455,318
S01013237,765,488,277
S01013238,777,354,423
S01013239,697,347,350
S01013240,575,294,281
S01013241,665,433,232
S01013242,499,317,182
S01013243,634,365,269
S01013244,886,461,425
S01013245,753,493,260
S01013246,345,233,112
S01013247,693,399,294
S01013248,528,281,247
S01013249,824,535,289
S01013250,1066,746,320
S01013251,699,410,289
S01013252,891,558,333
S01013253,643,407,236
S01013254,644,350,294
S01013255,1364,561,803
S01013256,715,459,256
S01013257,746,475,271
S01013258,750,474,276
S01013259,1006,648,358
S01013260,634,379,255
S01013261,865,546,319
S01013262,640,395,245
S01013263,801,586,215
S01013264,220,160,60
S01013265,702,519,183
S01013266,302,230,72
S01013267,626,413,213
S01013268,890,570,320
S01013269,891,643,248
S01013270,593,456,137
S01013271,921,611,310
S01013272,865,600,265
S01013273,615,491,124
S01013274,757,512,245
S01013275,808,542,266
S01013276,747,510,237
S01013277,681,438,243
S01013278,785,442,343
S01013279,629,357,272
S01013280,581,350,231
S01013281,677,404,273
S01013282,611,370,241
S01013283,871,585,286
S01013284,516,405,111
S01013285,608,446,162
S01013286,611,441,170
S01013287,609,455,154
S01013288,530,334,196
S01013289,785,540,245
S01013290,847,620,227
S01013291,881,656,225
S01013292,689,473,216
S01013293,667,480,187
S01013294,682,476,206
S01013295,717,533,184
S01013296,658,397,261
S01013297,866,532,334
S01013298,584,385,199
S01013299,963,598,365
S01013300,915,568,347
S01013301,524,333,191
S01013302,1051,773,278
S01013303,1228,794,434
S01013304,786,459,327
S01013305,740,457,283
S01013306,814,411,403
S01013307,926,538,388
S01013308,927,557,370
S01013309,674,465,209
S01013310,483,313,170
S01013311,919,592,327
S01013312,1227,718,509
S01013313,509,302,207
S01013314,620,363,257
S01013315,215,135,80
S01013316,529,315,214
S01013317,557,370,187
S01013318,535,401,134
S01013319,633,476,157
S01013320,515,414,101
S01013321,384,226,158
S01013322,556,367,189
S01013323,738,436,302
S01013324,754,447,307
S01013325,963,590,373
S01013326,720,411,309
S01013327,659,392,267
S01013328,527,314,213
S01013329,402,231,171
S01013330,758,540,218
S01013331,475,361,114
S01013332,618,382,236
S01013333,846,569,277
S01013334,557,335,222
S01013335,719,399,320
S01013336,801,452,349
S01013337,2026,1372,654
S01013338,331,209,122
S01013339,650,443,207
S01013340,1040,697,343
S01013341,701,503,198
S01013342,617,352,265
S01013343,565,375,190
S01013344,974,592,382
S01013345,627,404,223
S01013346,634,466,168
S01013347,556,416,140
S01013348,1038,755,283
S01013349,799,584,215
S01013350,1117,805,312
S01013351,596,406,190
S01013352,759,501,258
S01013353,832,543,289
S01013354,699,462,237
S01013355,713,481,232
S01013356,756,406,350
S01013357,825,563,262
S01013358,729,463,266
S01013359,453,264,189
S01013360,521,284,237
S01013361,1039,615,424
S01013362,414,238,176
S01013363,858,483,375
S01013364,605,381,224
S01013365,954,664,290
S01013366,496,359,137
S01013367,573,427,146
S01013368,653,412,241
S01013369,636,340,296
S01013370,656,361,295
S01013371,619,314,305
S01013372,815,405,410
S01013373,1000,566,434
S01013374,745,352,393
S01013375,506,302,204
S01013376,486,264,222
S01013377,558,300,258
S01013378,817,477,340
S01013379,926,579,347
S01013380,1006,760,246
S01013381,570,336,234
S01013382,755,465,290
S01013383,593,315,278
S01013384,851,517,334
S01013385,508,311,197
S01013386,626,436,190
S01013387,494,272,222
S01013388,534,316,218
S01013389,769,499,270
S01013390,405,260,145
S01013391,759,519,240
S01013392,780,625,155
S01013393,1368,949,419
S01013394,543,295,248
S01013395,1063,695,368
S01013396,847,650,197
S01013397,716,473,243
S01013398,184,133,51
S01013399,828,616,212
S01013400,504,336,168
S01013401,2652,2144,508
S01013402,165,125,40
S01013403,67,39,28
S01013404,3105,2465,640
S01013405,498,291,207
S01013406,534,309,225
S01013407,1260,844,416
S01013408,595,340,255
S01013409,976,644,332
S01013410,428,251,177
S01013411,709,495,214
S01013412,623,375,248
S01013413,738,494,244
S01013414,675,412,263
S01013415,655,353,302
S01013416,452,259,193
S01013417,673,414,259
S01013418,380,236,144
S01013419,433,302,131
S01013420,926,676,250
S01013421,650,522,128
S01013422,722,446,276
S01013423,678,428,250
S01013424,622,417,205
S01013425,332,215,117
S01013426,662,386,276
S01013427,555,420,135
S01013428,1217,805,412
S01013429,1166,785,381
S01013430,1330,1010,320
S01013431,752,471,281
S01013432,622,402,220
S01013433,549,367,182
S01013434,398,290,108
S01013435,573,422,151
S01013436,699,470,229
S01013437,618,418,200
S01013438,529,306,223
S01013439,694,404,290
S01013440,980,596,384
S01013441,648,440,208
S01013442,703,505,198
S01013443,457,314,143
S01013444,927,606,321
S01013445,410,280,130
S01013446,508,322,186
S01013447,419,327,92
S01013448,804,522,282
S01013449,606,430,176
S01013450,624,435,189
S01013451,656,469,187
S01013452,469,343,126
S01013453,720,435,285
S01013454,572,404,168
S01013455,427,281,146
S01013456,807,485,322
S01013457,730,442,288
S01013458,649,424,225
S01013459,739,470,269
S01013460,723,446,277
S01013461,850,602,248
S01013462,747,535,212
S01013463,684,438,246
S01013464,613,400,213
S01013465,606,355,251
S01013466,376,146,230
S01013467,671,489,182
S01013468,498,313,185
S01013469,779,476,303
S01013470,707,431,276
S01013471,702,439,263
S01013472,843,625,218
S01013473,378,288,90
S01013474,530,401,129
S01013475,1196,841,355
S01013476,496,305,191
S01013477,757,479,278
S01013478,696,498,198
S01013479,798,519,279
S01013480,494,283,211
S01013481,923,660,263
