dz_2011,total,pensioner,nonpensioner
S01012846,598,169,429
S01012847,338,84,254
S01012848,349,47,302
S01012849,543,96,447
S01012850,443,132,311
S01012851,469,145,324
S01012852,438,92,346
S01012853,451,141,310
S01012854,519,86,433
S01012855,570,98,472
S01012856,529,174,355
S01012857,751,256,495
S01012858,533,94,439
S01012859,611,80,531
S01012860,382,138,244
S01012861,322,71,251
S01012862,513,116,397
S01012863,490,64,426
S01012864,469,59,410
S01012865,564,173,391
S01012866,470,124,346
S01012867,449,121,328
S01012868,462,102,360
S01012869,257,28,229
S01012870,450,120,330
S01012871,431,93,338
S01012872,378,54,324
S01012873,410,66,344
S01012874,426,95,331
S01012875,317,49,268
S01012876,429,112,317
S01012877,331,92,239
S01012878,373,61,312
S01012879,495,175,320
S01012880,435,138,297
S01012881,654,236,418
S01012882,490,59,431
S01012883,557,140,417
S01012884,337,120,217
S01012885,434,78,356
S01012886,392,111,281
S01012887,352,110,242
S01012888,393,110,283
S01012889,473,42,431
S01012890,340,49,291
S01012891,339,76,263
S01012892,610,134,476
S01012893,520,127,393
S01012894,350,51,299
S01012895,259,36,223
S01012896,574,160,414
S01012897,626,80,546
S01012898,374,44,330
S01012899,389,83,306
S01012900,445,57,388
S01012901,844,127,717
S01012902,483,89,394
S01012903,490,96,394
S01012904,480,80,400
S01012905,411,81,330
S01012906,583,149,434
S01012907,552,172,380
S01012908,551,173,378
S01012909,472,158,314
S01012910,662,160,502
S01012911,384,132,252
S01012912,649,178,471
S01012913,470,147,323
S01012914,506,90,416
S01012915,447,77,370
S01012916,442,139,303
S01012917,270,65,205
S01012918,421,121,300
S01012919,229,93,136
S01012920,258,86,172
S01012921,338,93,245
S01012922,437,94,343
S01012923,456,79,377
S01012924,269,50,219
S01012925,240,56,184
S01012926,333,67,266
S01012927,339,65,274
S01012928,463,130,333
S01012929,408,135,273
S01012930,544,182,362
S01012931,574,145,429
S01012932,251,64,187
S01012933,396,123,273
S01012934,408,121,287
S01012935,645,166,479
S01012936,459,151,308
S01012937,394,105,289
S01012938,360,106,254
S01012939,268,40,228
S01012940,327,58,269
S01012941,257,17,240
S01012942,404,83,321
S01012943,343,63,280
S01012944,295,76,219
S01012945,241,16,225
S01012946,338,40,298
S01012947,201,19,182
S01012948,397,46,351
S01012949,528,63,465
S01012950,629,59,570
S01012951,370,31,339
S01012952,541,77,464
S01012953,292,38,254
S01012954,173,21,152
S01012955,469,87,382
S01012956,458,154,304
S01012957,371,102,269
S01012958,206,28,178
S01012959,228,15,213
S01012960,276,36,240
S01012961,381,46,335
S01012962,345,71,274
S01012963,384,27,357
S01012964,541,56,485
S01012965,279,15,264
S01012966,350,39,311
S01012967,354,78,276
S01012968,338,29,309
S01012969,434,96,338
S01012970,351,79,272
S01012971,377,43,334
S01012972,400,104,296
S01012973,375,101,274
S01012974,529,145,384
S01012975,328,86,242
S01012976,289,69,220
S01012977,361,50,311
S01012978,398,54,344
S01012979,306,33,273
S01012980,384,64,320
S01012981,402,56,346
S01012982,383,77,306
S01012983,326,92,234
S01012984,359,76,283
S01012985,397,123,274
S01012986,541,106,435
S01012987,524,160,364
S01012988,563,191,372
S01012989,509,122,387
S01012990,567,165,402
S01012991,533,149,384
S01012992,515,162,353
S01012993,551,153,398
S01012994,520,137,383
S01012995,331,47,284
S01012996,343,52,291
S01012997,267,74,193
S01012998,499,87,412
S01012999,317,61,256
S01013000,551,145,406
S01013001,156,34,122
S01013002,296,73,223
S01013003,281,81,200
S01013004,384,83,301
S01013005,300,83,217
S01013006,362,89,273
S01013007,524,158,366
S01013008,489,131,358
S01013009,378,137,241
S01013010,276,72,204
S01013011,368,70,298
S01013012,491,109,382
S01013013,407,100,307
S01013014,361,104,257
S01013015,309,83,226
S01013016,403,81,322
S01013017,471,114,357
S01013018,467,105,362
S01013019,610,87,523
S01013020,432,137,295
S01013021,489,73,416
S01013022,183,42,141
S01013023,373,96,277
S01013024,274,74,200
S01013025,514,76,438
S01013026,408,68,340
S01013027,648,128,520
S01013028,367,38,329
S01013029,309,82,227
S01013030,465,63,402
S01013031,291,43,248
S01013032,255,17,238
S01013033,322,26,296
S01013034,337,77,260
S01013035,362,71,291
S01013036,341,42,299
S01013037,480,106,374
S01013038,534,118,416
S01013039,178,14,164
S01013040,324,105,219
S01013041,257,47,210
S01013042,366,53,313
S01013043,321,61,260
S01013044,489,114,375
S01013045,277,43,234
S01013046,290,52,238
S01013047,350,33,317
S01013048,585,91,494
S01013049,462,120,342
S01013050,405,77,328
S01013051,422,101,321
S01013052,391,131,260
S01013053,536,144,392
S01013054,447,118,329
S01013055,370,102,268
S01013056,594,140,454
S01013057,427,60,367
S01013058,200,23,177
S01013059,583,207,376
S01013060,303,97,206
S01013061,484,171,313
S01013062,512,169,343
S01013063,410,128,282
S01013064,519,152,367
S01013065,567,131,436
S01013066,394,73,321
S01013067,656,68,588
S01013068,765,75,690
S01013069,469,25,444
S01013070,466,33,433
S01013071,398,16,382
S01013072,393,58,335
S01013073,508,61,447
S01013074,692,117,575
S01013075,481,136,345
S01013076,245,38,207
S01013077,297,59,238
S01013078,351,53,298
S01013079,441,39,402
S01013080,491,139,352
S01013081,307,77,230
S01013082,589,146,443
S01013083,359,74,285
S01013084,428,118,310
S01013085,435,165,270
S01013086,517,109,408
S01013087,395,91,304
S01013088,388,115,273
S01013089,391,106,285
S01013090,643,64,579
S01013091,443,43,400
S01013092,673,103,570
S01013093,223,70,153
S01013094,285,82,203
S01013095,583,58,525
S01013096,248,50,198
S01013097,579,51,528
S01013098,28,7,21
S01013099,439,125,314
S01013100,440,160,280
S01013101,816,236,580
S01013102,330,128,202
S01013103,289,44,245
S01013104,443,121,322
S01013105,387,104,283
S01013106,433,109,324
S01013107,344,88,256
S01013108,292,63,229
S01013109,635,116,519
S01013110,245,53,192
S01013111,316,78,238
S01013112,348,55,293
S01013113,468,156,312
S01013114,609,161,448
S01013115,468,166,302
S01013116,423,147,276
S01013117,452,92,360
S01013118,413,86,327
S01013119,337,78,259
S01013120,525,132,393
S01013121,173,37,136
S01013122,491,67,424
S01013123,526,88,438
S01013124,558,115,443
S01013125,426,103,323
S01013126,453,53,400
S01013127,506,77,429
S01013128,684,94,590
S01013129,624,115,509
S01013130,488,80,408
S01013131,448,76,372
S01013132,385,87,298
S01013133,496,75,421
S01013134,376,89,287
S01013135,501,87,414
S01013136,508,118,390
S01013137,414,107,307
S01013138,449,61,388
S01013139,539,125,414
S01013140,486,121,365
S01013141,330,97,233
S01013142,607,200,407
S01013143,506,130,376
S01013144,427,128,299
S01013145,457,142,315
S01013146,242,63,179
S01013147,351,104,247
S01013148,526,143,383
S01013149,418,92,326
S01013150,403,111,292
S01013151,261,56,205
S01013152,601,139,462
S01013153,446,78,368
S01013154,631,123,508
S01013155,399,26,373
S01013156,452,71,381
S01013157,539,74,465
S01013158,290,52,238
S01013159,349,85,264
S01013160,353,64,289
S01013161,488,105,383
S01013162,570,148,422
S01013163,318,53,265
S01013164,574,119,455
S01013165,569,166,403
S01013166,462,78,384
S01013167,653,98,555
S01013168,477,127,350
S01013169,392,127,265
S01013170,565,108,457
S01013171,286,33,253
S01013172,362,61,301
S01013173,358,50,308
S01013174,432,56,376
S01013175,333,63,270
S01013176,524,144,380
S01013177,480,118,362
S01013178,346,80,266
S01013179,614,107,507
S01013180,170,15,155
S01013181,406,97,309
S01013182,409,130,279
S01013183,412,74,338
S01013184,279,27,252
S01013185,482,93,389
S01013186,323,41,282
S01013187,449,70,379
S01013188,391,72,319
S01013189,320,72,248
S01013190,406,97,309
S01013191,386,63,323
S01013192,465,108,357
S01013193,356,73,283
S01013194,660,101,559
S01013195,597,134,463
S01013196,412,83,329
S01013197,262,91,171
S01013198,415,106,309
S01013199,488,169,319
S01013200,465,148,317
S01013201,418,64,354
S01013202,235,28,207
S01013203,478,82,396
S01013204,431,47,384
S01013205,300,31,269
S01013206,418,63,355
S01013207,527,93,434
S01013208,371,36,335
S01013209,520,125,395
S01013210,355,68,287
S01013211,487,119,368
S01013212,287,9,278
S01013213,325,15,310
S01013214,159,11,148
S01013215,385,36,349
S01013216,340,27,313
S01013217,334,49,285
S01013218,310,34,276
S01013219,282,31,251
S01013220,389,78,311
S01013221,446,76,370
S01013222,370,83,287
S01013223,761,226,535
S01013224,503,73,430
S01013225,478,55,423
S01013226,338,33,305
S01013227,319,83,236
S01013228,463,68,395
S01013229,508,97,411
S01013230,450,143,307
S01013231,595,124,471
S01013232,373,114,259
S01013233,262,78,184
S01013234,248,40,208
S01013235,538,140,398
S01013236,431,113,318
S01013237,432,59,373
S01013238,536,102,434
S01013239,459,78,381
S01013240,368,58,310
S01013241,336,72,264
S01013242,254,68,186
S01013243,356,54,302
S01013244,551,122,429
S01013245,407,80,327
S01013246,184,29,155
S01013247,409,59,350
S01013248,335,58,277
S01013249,458,71,387
S01013250,527,72,455
S01013251,396,49,347
S01013252,471,70,401
S01013253,371,78,293
S01013254,409,80,329
S01013255,448,81,367
S01013256,433,113,320
S01013257,531,176,355
S01013258,429,90,339
S01013259,561,111,450
S01013260,386,68,318
S01013261,490,72,418
S01013262,350,72,278
S01013263,374,36,338
S01013264,94,8,86
S01013265,316,25,291
S01013266,134,3,131
S01013267,303,47,256
S01013268,511,74,437
S01013269,464,59,405
S01013270,285,27,258
S01013271,454,76,378
S01013272,419,64,355
S01013273,286,14,272
S01013274,404,64,340
S01013275,407,56,351
S01013276,367,48,319
S01013277,363,57,306
S01013278,415,79,336
S01013279,354,45,309
S01013280,331,63,268
S01013281,384,87,297
S01013282,346,32,314
S01013283,486,34,452
S01013284,301,35,266
S01013285,304,36,268
S01013286,331,40,291
S01013287,290,28,262
S01013288,341,84,257
S01013289,417,75,342
S01013290,462,53,409
S01013291,441,38,403
S01013292,333,52,281
S01013293,325,46,279
S01013294,354,43,311
S01013295,376,44,332
S01013296,386,89,297
S01013297,525,134,391
S01013298,352,93,259
S01013299,545,85,460
S01013300,529,85,444
S01013301,309,75,234
S01013302,528,52,476
S01013303,692,141,551
S01013304,477,57,420
S01013305,444,81,363
S01013306,547,66,481
S01013307,538,48,490
S01013308,519,34,485
S01013309,355,49,306
S01013310,241,41,200
S01013311,500,51,449
S01013312,773,152,621
S01013313,276,50,226
S01013314,365,80,285
S01013315,114,21,93
S01013316,303,92,211
S01013317,315,64,251
S01013318,278,27,251
S01013319,311,18,293
S01013320,255,8,247
S01013321,255,53,202
S01013322,267,35,232
S01013323,416,56,360
S01013324,415,58,357
S01013325,555,43,512
S01013326,421,74,347
S01013327,346,53,293
S01013328,274,28,246
S01013329,228,46,182
S01013330,402,20,382
S01013331,248,9,239
S01013332,354,81,273
S01013333,451,50,401
S01013334,290,26,264
S01013335,368,35,333
S01013336,410,40,370
S01013337,1020,129,891
S01013338,159,28,131
S01013339,344,50,294
S01013340,534,83,451
S01013341,388,40,348
S01013342,356,71,285
S01013343,312,47,265
S01013344,521,99,422
S01013345,336,45,291
S01013346,288,14,274
S01013347,328,38,290
S01013348,522,30,492
S01013349,494,50,444
S01013350,644,63,581
S01013351,320,52,268
S01013352,405,64,341
S01013353,468,56,412
S01013354,404,96,308
S01013355,407,91,316
S01013356,450,83,367
S01013357,460,71,389
S01013358,471,142,329
S01013359,298,69,229
S01013360,299,65,234
S01013361,632,120,512
S01013362,259,73,186
S01013363,561,98,463
S01013364,327,62,265
S01013365,523,74,449
S01013366,237,26,211
S01013367,281,34,247
S01013368,389,102,287
S01013369,420,109,311
S01013370,433,77,356
S01013371,414,161,253
S01013372,528,110,418
S01013373,635,121,514
S01013374,522,158,364
S01013375,306,76,230
S01013376,311,88,223
S01013377,377,113,264
S01013378,461,88,373
S01013379,479,77,402
S01013380,518,45,473
S01013381,321,76,245
S01013382,418,84,334
S01013383,428,146,282
S01013384,510,131,379
S01013385,287,68,219
S01013386,322,54,268
S01013387,334,85,249
S01013388,382,140,242
S01013389,451,77,374
S01013390,251,48,203
S01013391,435,105,330
S01013392,394,32,362
S01013393,748,101,647
S01013394,322,52,270
S01013395,661,47,614
S01013396,471,17,454
S01013397,421,91,330
S01013398,90,17,73
S01013399,439,51,388
S01013400,314,44,270
S01013401,1370,33,1337
S01013402,112,9,103
S01013403,41,20,21
S01013404,1619,75,1544
S01013405,329,100,229
S01013406,318,60,258
S01013407,711,103,608
S01013408,367,100,267
S01013409,532,67,465
S01013410,272,36,236
S01013411,414,73,341
S01013412,364,64,300
S01013413,479,145,334
S01013414,533,166,367
S01013415,502,140,362
S01013416,276,53,223
S01013417,442,81,361
S01013418,198,30,168
S01013419,221,46,175
S01013420,539,85,454
S01013421,334,20,314
S01013422,409,82,327
S01013423,375,87,288
S01013424,320,54,266
S01013425,199,45,154
S01013426,393,83,310
S01013427,297,38,259
S01013428,642,74,568
S01013429,645,99,546
S01013430,688,73,615
S01013431,438,87,351
S01013432,329,47,282
S01013433,309,75,234
S01013434,207,37,170
S01013435,272,27,245
S01013436,390,80,310
S01013437,363,52,311
S01013438,354,86,268
S01013439,351,91,260
S01013440,481,102,379
S01013441,383,88,295
S01013442,378,51,327
S01013443,295,64,231
S01013444,654,173,481
S01013445,252,86,166
S01013446,309,77,232
S01013447,198,5,193
S01013448,515,168,347
S01013449,328,67,261
S01013450,332,45,287
S01013451,296,16,280
S01013452,261,28,233
S01013453,451,93,358
S01013454,317,61,256
S01013455,262,54,208
S01013456,509,125,384
S01013457,426,94,332
S01013458,378,67,311
S01013459,496,122,374
S01013460,418,82,336
S01013461,483,64,419
S01013462,412,40,372
S01013463,378,37,341
S01013464,362,100,262
S01013465,395,121,274
S01013466,116,26,90
S01013467,364,67,297
S01013468,303,69,234
S01013469,480,137,343
S01013470,416,61,355
S01013471,383,67,316
S01013472,417,39,378
S01013473,227,49,178
S01013474,297,28,269
S01013475,582,65,517
S01013476,271,69,202
S01013477,492,139,353
S01013478,380,39,341
S01013479,528,130,398
S01013480,302,104,198
S01013481,447,53,394
