"output_area","All people in households","Owned","Owned: Owned outright","Owned: Owned with a mortgage or loan","Owned: Shared ownership (part owned and part rented)","Social rented","Social rented: Rented from council (Local authority)","Social rented: Other social rented","Private rented","Private rented: Private landlord or letting agency","Private rented: Employer of a household member","Private rented: Relative or friend of a household member","Private rented: Other","Living rent free"
"S00100625",126,109,23,86,0,0,0,0,17,11,0,6,0,0
"S00100626",83,35,9,26,0,47,47,0,0,0,0,0,0,1
"S00100627",108,60,20,40,0,45,44,1,3,2,0,1,0,0
"S00100628",99,69,23,46,0,14,6,8,16,16,0,0,0,0
"S00100629",88,59,19,40,0,25,17,8,4,4,0,0,0,0
"S00100630",83,75,28,47,0,1,1,0,7,5,0,2,0,0
"S00100631",133,92,38,54,0,32,32,0,9,6,0,0,3,0
"S00100632",87,80,35,45,0,0,0,0,7,7,0,0,0,0
"S00100633",132,51,30,21,0,78,52,26,2,2,0,0,0,1
"S00100634",133,125,45,80,0,5,3,2,3,3,0,0,0,0
"S00100635",124,115,65,50,0,3,3,0,6,6,0,0,0,0
"S00100636",190,168,30,138,0,17,2,15,5,5,0,0,0,0
"S00100637",119,56,18,38,0,55,55,0,6,6,0,0,0,2
"S00100638",155,119,52,67,0,6,6,0,16,16,0,0,0,14
"S00100639",94,94,37,57,0,0,0,0,0,0,0,0,0,0
"S00100640",110,103,56,47,0,5,1,4,2,0,0,2,0,0
"S00100641",74,70,18,52,0,0,0,0,4,4,0,0,0,0
"S00100642",65,36,20,16,0,26,25,1,0,0,0,0,0,3
"S00100643",119,70,24,46,0,43,43,0,6,6,0,0,0,0
"S00100644",82,58,21,37,0,2,1,1,16,15,0,1,0,6
"S00100645",124,103,53,50,0,9,9,0,12,11,0,1,0,0
"S00100646",147,118,23,95,0,1,0,1,27,26,0,1,0,1
"S00100647",179,149,46,103,0,7,5,2,16,16,0,0,0,7
"S00100648",144,129,12,117,0,5,1,4,10,8,0,2,0,0
"S00100649",106,84,19,65,0,14,10,4,8,8,0,0,0,0
"S00100650",126,112,18,94,0,3,3,0,11,11,0,0,0,0
"S00100651",164,142,47,95,0,8,8,0,14,10,3,1,0,0
"S00100652",118,95,43,52,0,8,8,0,12,8,0,4,0,3
"S00100653",122,118,51,67,0,0,0,0,4,4,0,0,0,0
"S00100654",110,110,20,90,0,0,0,0,0,0,0,0,0,0
"S00100655",137,120,72,48,0,6,6,0,6,4,0,2,0,5
"S00100656",189,136,68,68,0,0,0,0,46,46,0,0,0,7
"S00100657",111,88,47,41,0,4,4,0,13,13,0,0,0,6
"S00100658",101,86,17,69,0,4,2,2,6,6,0,0,0,5
"S00100659",118,107,63,44,0,6,6,0,0,0,0,0,0,5
"S00100660",123,88,6,82,0,0,0,0,14,14,0,0,0,21
"S00100661",81,23,12,11,0,58,37,21,0,0,0,0,0,0
"S00100662",61,24,2,21,1,33,33,0,4,4,0,0,0,0
"S00100663",122,106,50,56,0,2,2,0,13,13,0,0,0,1
"S00100664",110,80,27,53,0,26,26,0,4,4,0,0,0,0
"S00100665",100,97,20,77,0,0,0,0,3,3,0,0,0,0
"S00100666",122,73,14,59,0,39,6,33,10,10,0,0,0,0
"S00100667",100,18,2,16,0,78,74,4,0,0,0,0,0,4
"S00100668",93,53,35,18,0,37,35,2,3,0,0,3,0,0
"S00100669",209,196,44,152,0,10,10,0,0,0,0,0,0,3
"S00100670",59,31,8,23,0,24,21,3,3,0,0,3,0,1
"S00100671",109,28,3,25,0,55,55,0,26,26,0,0,0,0
"S00100672",78,55,26,29,0,22,22,0,0,0,0,0,0,1
"S00100673",92,79,18,61,0,1,0,1,12,12,0,0,0,0
"S00100674",78,66,23,43,0,0,0,0,12,12,0,0,0,0
"S00100675",64,44,6,38,0,12,0,12,8,8,0,0,0,0
"S00100676",67,24,7,17,0,37,7,30,6,6,0,0,0,0
"S00100677",113,86,27,59,0,18,4,14,9,9,0,0,0,0
"S00100678",97,50,17,33,0,19,4,15,26,25,0,1,0,2
"S00100679",129,52,18,34,0,37,7,30,40,38,2,0,0,0
"S00100680",145,133,74,59,0,1,1,0,11,11,0,0,0,0
"S00100681",170,109,39,70,0,44,44,0,17,17,0,0,0,0
"S00100682",112,82,53,29,0,15,11,4,15,15,0,0,0,0
"S00100683",67,67,20,47,0,0,0,0,0,0,0,0,0,0
"S00100684",99,76,40,36,0,8,8,0,15,15,0,0,0,0
"S00100685",119,114,43,71,0,0,0,0,5,5,0,0,0,0
"S00100686",73,58,36,22,0,2,1,1,13,11,0,2,0,0
"S00100687",98,95,16,79,0,0,0,0,3,3,0,0,0,0
"S00100688",143,130,74,56,0,2,2,0,11,11,0,0,0,0
"S00100689",84,60,41,19,0,1,1,0,17,17,0,0,0,6
"S00100690",107,68,28,40,0,33,23,10,6,6,0,0,0,0
"S00100691",62,35,12,23,0,20,18,2,7,5,0,2,0,0
"S00100692",54,10,5,5,0,19,0,19,25,25,0,0,0,0
"S00100693",115,100,25,75,0,6,4,2,9,5,0,2,2,0
"S00100694",80,47,9,38,0,1,1,0,31,28,0,3,0,1
"S00100695",113,45,12,33,0,58,9,49,10,10,0,0,0,0
"S00100696",63,54,18,36,0,0,0,0,9,9,0,0,0,0
"S00100697",51,51,23,28,0,0,0,0,0,0,0,0,0,0
"S00100698",51,51,19,32,0,0,0,0,0,0,0,0,0,0
"S00100699",93,92,43,49,0,0,0,0,0,0,0,0,0,1
"S00100700",106,61,15,46,0,40,40,0,5,5,0,0,0,0
"S00100701",69,34,11,23,0,3,1,2,32,31,0,1,0,0
"S00100702",113,53,18,35,0,43,10,33,17,12,0,3,2,0
"S00100703",114,88,56,32,0,5,5,0,18,18,0,0,0,3
"S00100704",74,57,3,54,0,4,3,1,13,13,0,0,0,0
"S00100705",59,51,13,38,0,2,2,0,6,4,0,0,2,0
"S00100706",102,9,0,9,0,86,9,77,7,5,0,2,0,0
"S00100707",110,31,0,31,0,64,6,58,15,15,0,0,0,0
"S00100708",51,41,6,35,0,4,2,2,6,6,0,0,0,0
"S00100709",99,51,17,34,0,31,27,4,17,17,0,0,0,0
"S00100710",145,103,59,44,0,6,6,0,30,25,0,2,3,6
"S00100711",85,74,44,30,0,5,0,5,6,6,0,0,0,0
"S00100712",51,39,16,23,0,1,1,0,11,11,0,0,0,0
"S00100713",97,42,15,27,0,0,0,0,50,40,10,0,0,5
"S00100714",74,40,19,21,0,16,16,0,16,2,0,0,14,2
"S00100715",76,62,12,50,0,8,8,0,6,6,0,0,0,0
"S00100716",67,43,12,31,0,19,6,13,5,5,0,0,0,0
"S00100717",95,47,14,33,0,31,0,31,17,17,0,0,0,0
"S00100718",91,54,14,40,0,26,26,0,5,2,0,3,0,6
"S00100719",128,91,33,58,0,7,7,0,30,30,0,0,0,0
"S00100720",64,44,18,26,0,5,4,1,15,15,0,0,0,0
"S00100721",126,107,40,67,0,8,8,0,11,11,0,0,0,0
"S00100722",188,109,46,63,0,63,27,36,16,16,0,0,0,0
"S00100723",93,71,28,43,0,14,5,9,6,0,0,0,6,2
"S00100724",50,6,3,3,0,44,38,6,0,0,0,0,0,0
"S00100725",53,6,2,4,0,46,46,0,0,0,0,0,0,1
"S00100726",81,27,10,17,0,47,44,3,7,7,0,0,0,0
"S00100727",116,82,26,56,0,31,28,3,3,3,0,0,0,0
"S00100728",76,57,21,36,0,1,1,0,18,18,0,0,0,0
"S00100729",118,107,11,96,0,4,2,2,7,7,0,0,0,0
"S00100730",85,61,13,48,0,19,5,14,4,4,0,0,0,1
"S00100731",95,51,12,39,0,37,35,2,7,7,0,0,0,0
"S00100732",122,47,9,38,0,61,57,4,14,14,0,0,0,0
"S00100733",71,22,8,14,0,43,43,0,4,2,0,2,0,2
"S00100734",51,43,21,22,0,6,6,0,2,0,0,2,0,0
"S00100735",51,26,12,14,0,13,13,0,12,12,0,0,0,0
"S00100736",109,31,8,14,9,78,15,63,0,0,0,0,0,0
"S00100737",87,47,3,44,0,33,33,0,7,5,0,2,0,0
"S00100738",101,64,16,45,3,33,33,0,1,1,0,0,0,3
"S00100739",147,147,58,89,0,0,0,0,0,0,0,0,0,0
"S00100740",98,73,31,42,0,0,0,0,11,11,0,0,0,14
"S00100741",60,52,29,23,0,2,2,0,2,2,0,0,0,4
"S00100742",55,30,11,19,0,25,22,3,0,0,0,0,0,0
"S00100743",201,147,84,63,0,4,3,1,30,27,0,3,0,20
"S00100744",101,80,47,33,0,8,8,0,5,4,0,1,0,8
"S00100745",129,103,45,58,0,11,11,0,15,7,0,8,0,0
"S00100746",133,114,52,62,0,16,12,4,3,3,0,0,0,0
"S00100747",168,152,42,110,0,16,16,0,0,0,0,0,0,0
"S00100748",126,103,42,61,0,2,2,0,7,4,1,2,0,14
"S00100749",82,11,4,7,0,70,66,4,1,1,0,0,0,0
"S00100750",146,49,19,30,0,93,93,0,4,4,0,0,0,0
"S00100751",128,87,39,48,0,27,10,17,14,11,0,2,1,0
"S00100752",59,50,22,28,0,6,6,0,1,1,0,0,0,2
"S00100753",92,33,10,23,0,54,31,23,1,1,0,0,0,4
"S00100754",123,45,16,29,0,62,15,47,16,11,0,0,5,0
"S00100755",68,26,11,15,0,36,28,8,4,0,0,4,0,2
"S00100756",53,25,13,12,0,24,24,0,4,2,0,2,0,0
"S00100757",126,116,18,98,0,5,5,0,5,0,0,2,3,0
"S00100758",98,70,24,46,0,25,21,4,3,2,0,1,0,0
"S00100759",93,65,11,54,0,18,15,3,10,10,0,0,0,0
"S00100760",86,79,26,53,0,5,1,4,0,0,0,0,0,2
"S00100761",129,113,50,63,0,5,5,0,10,10,0,0,0,1
"S00100762",82,26,9,17,0,54,54,0,2,2,0,0,0,0
"S00100763",59,26,10,16,0,18,18,0,15,13,0,2,0,0
"S00100764",58,15,12,3,0,31,10,21,12,10,0,0,2,0
"S00100765",58,46,13,33,0,3,3,0,9,9,0,0,0,0
"S00100766",104,102,52,50,0,0,0,0,0,0,0,0,0,2
"S00100767",114,94,42,52,0,12,12,0,8,4,0,4,0,0
"S00100768",63,63,28,35,0,0,0,0,0,0,0,0,0,0
"S00100769",199,182,47,135,0,9,9,0,7,7,0,0,0,1
"S00100770",65,47,22,25,0,18,18,0,0,0,0,0,0,0
"S00100771",132,72,28,41,3,41,41,0,17,14,0,3,0,2
"S00100772",142,117,46,71,0,17,17,0,4,4,0,0,0,4
"S00100773",118,110,49,61,0,2,2,0,5,5,0,0,0,1
"S00100774",64,58,41,17,0,0,0,0,4,4,0,0,0,2
"S00100775",127,110,65,45,0,5,5,0,6,6,0,0,0,6
"S00100776",153,130,72,58,0,7,3,4,14,13,1,0,0,2
"S00100777",91,43,19,24,0,18,4,14,30,30,0,0,0,0
"S00100778",132,115,71,44,0,2,2,0,15,15,0,0,0,0
"S00100779",189,183,79,103,1,2,2,0,4,4,0,0,0,0
"S00100780",173,153,31,122,0,2,2,0,18,17,0,0,1,0
"S00100781",55,48,15,33,0,6,6,0,0,0,0,0,0,1
"S00100782",154,90,14,76,0,47,47,0,15,12,0,3,0,2
"S00100783",105,48,12,36,0,43,43,0,12,9,0,3,0,2
"S00100784",85,31,11,20,0,48,45,3,6,6,0,0,0,0
"S00100785",69,40,16,24,0,3,2,1,26,26,0,0,0,0
"S00100786",89,72,21,51,0,0,0,0,14,8,2,4,0,3
"S00100787",125,49,10,39,0,46,46,0,30,28,0,2,0,0
"S00100788",54,34,11,21,2,10,10,0,10,7,0,3,0,0
"S00100789",104,62,14,48,0,6,6,0,35,30,0,3,2,1
"S00100790",76,49,16,33,0,4,0,4,22,20,0,2,0,1
"S00100791",89,34,15,19,0,38,38,0,14,14,0,0,0,3
"S00100792",88,30,6,24,0,4,4,0,54,52,0,2,0,0
"S00100793",113,50,15,35,0,44,14,30,19,18,0,1,0,0
"S00100794",93,58,16,42,0,3,3,0,32,31,0,1,0,0
"S00100795",68,33,9,24,0,5,5,0,30,30,0,0,0,0
"S00100796",67,33,30,3,0,33,2,31,1,1,0,0,0,0
"S00100797",104,12,3,9,0,57,21,36,35,35,0,0,0,0
"S00100798",104,29,9,20,0,5,0,5,67,67,0,0,0,3
"S00100799",94,32,6,26,0,54,53,1,6,6,0,0,0,2
"S00100800",165,126,15,111,0,9,9,0,30,25,5,0,0,0
"S00100801",130,104,10,94,0,3,3,0,23,23,0,0,0,0
"S00100802",128,62,15,47,0,48,45,3,11,11,0,0,0,7
"S00100803",105,51,18,33,0,54,54,0,0,0,0,0,0,0
"S00100804",91,29,10,19,0,57,50,7,5,5,0,0,0,0
"S00100805",123,42,3,39,0,68,20,48,13,13,0,0,0,0
"S00100806",104,47,5,42,0,57,52,5,0,0,0,0,0,0
"S00100807",58,28,2,26,0,24,24,0,6,6,0,0,0,0
"S00100808",118,37,6,31,0,76,64,12,5,5,0,0,0,0
"S00100809",145,49,14,34,1,91,57,34,5,4,0,0,1,0
"S00100810",205,174,62,112,0,10,10,0,21,18,0,3,0,0
"S00100811",152,143,57,86,0,2,2,0,7,7,0,0,0,0
"S00100812",90,90,41,49,0,0,0,0,0,0,0,0,0,0
"S00100813",144,134,2,132,0,2,2,0,8,8,0,0,0,0
"S00100814",135,131,16,115,0,2,2,0,2,2,0,0,0,0
"S00100815",170,161,13,148,0,0,0,0,9,9,0,0,0,0
"S00100816",113,101,11,90,0,6,6,0,6,4,0,2,0,0
"S00100817",262,249,30,219,0,6,6,0,3,3,0,0,0,4
"S00100818",202,191,30,161,0,4,4,0,7,6,0,1,0,0
"S00100819",133,115,34,81,0,7,7,0,10,10,0,0,0,1
"S00100820",138,121,29,92,0,6,0,6,11,11,0,0,0,0
"S00100821",130,107,20,87,0,3,3,0,20,20,0,0,0,0
"S00100822",92,83,8,75,0,1,0,1,8,6,0,2,0,0
"S00100823",193,167,38,127,2,0,0,0,26,16,0,10,0,0
"S00100824",122,120,29,91,0,0,0,0,2,2,0,0,0,0
"S00100825",98,91,22,69,0,2,2,0,5,5,0,0,0,0
"S00100826",87,78,12,66,0,0,0,0,9,9,0,0,0,0
"S00100827",140,127,28,99,0,4,4,0,7,5,0,2,0,2
"S00100828",110,68,20,48,0,31,23,8,11,10,0,1,0,0
"S00100829",138,125,47,78,0,0,0,0,12,10,0,2,0,1
"S00100830",111,69,14,55,0,25,25,0,17,17,0,0,0,0
"S00100831",110,15,0,15,0,90,88,2,3,3,0,0,0,2
"S00100832",79,79,14,65,0,0,0,0,0,0,0,0,0,0
"S00100833",165,141,23,118,0,4,0,4,20,20,0,0,0,0
"S00100834",135,72,15,57,0,41,11,30,22,22,0,0,0,0
"S00100835",88,67,14,53,0,17,4,13,4,0,0,4,0,0
"S00100836",194,63,18,45,0,123,123,0,8,8,0,0,0,0
"S00100837",100,33,8,25,0,59,51,8,8,8,0,0,0,0
"S00100838",122,68,10,58,0,43,38,5,11,11,0,0,0,0
"S00100839",191,173,51,122,0,6,6,0,10,9,0,1,0,2
"S00100840",126,94,44,50,0,12,8,4,19,19,0,0,0,1
"S00100841",110,87,19,68,0,8,8,0,14,14,0,0,0,1
"S00100842",147,83,40,43,0,5,5,0,57,46,0,11,0,2
"S00100843",106,93,40,53,0,4,0,4,7,5,0,0,2,2
"S00100844",129,125,55,70,0,2,2,0,2,2,0,0,0,0
"S00100845",104,59,19,40,0,1,1,0,44,42,0,2,0,0
"S00100846",72,23,10,13,0,31,1,30,18,18,0,0,0,0
"S00100847",144,108,43,65,0,8,8,0,23,21,0,2,0,5
"S00100848",69,64,23,41,0,0,0,0,5,3,0,2,0,0
"S00100849",123,70,8,62,0,33,5,28,19,16,0,3,0,1
"S00100850",219,212,39,173,0,2,2,0,5,5,0,0,0,0
"S00100851",177,163,34,129,0,2,2,0,12,12,0,0,0,0
"S00100852",162,153,64,89,0,4,4,0,2,0,0,0,2,3
"S00100853",121,104,29,75,0,9,9,0,7,7,0,0,0,1
"S00100854",85,38,4,34,0,41,41,0,6,4,0,2,0,0
"S00100855",98,22,9,13,0,76,21,55,0,0,0,0,0,0
"S00100856",99,26,7,19,0,66,13,53,7,7,0,0,0,0
"S00100857",149,22,7,15,0,120,27,93,7,7,0,0,0,0
"S00100858",124,67,26,41,0,5,4,1,46,46,0,0,0,6
"S00100859",75,61,19,42,0,1,1,0,13,11,0,2,0,0
"S00100860",57,25,9,16,0,31,31,0,1,1,0,0,0,0
"S00100861",163,145,21,124,0,9,3,6,9,9,0,0,0,0
"S00100862",104,74,13,61,0,26,25,1,4,4,0,0,0,0
"S00100863",72,59,28,31,0,2,0,2,10,10,0,0,0,1
"S00100864",79,75,20,53,2,1,1,0,3,3,0,0,0,0
"S00100865",118,100,42,58,0,5,5,0,13,13,0,0,0,0
"S00100866",240,234,36,198,0,0,0,0,6,4,0,2,0,0
"S00100867",139,134,37,97,0,1,1,0,4,4,0,0,0,0
"S00100868",150,133,20,113,0,8,6,2,9,9,0,0,0,0
"S00100869",129,103,4,99,0,7,7,0,19,19,0,0,0,0
"S00100870",222,211,16,195,0,6,6,0,5,5,0,0,0,0
"S00100871",184,165,23,142,0,9,9,0,10,10,0,0,0,0
"S00100872",188,181,27,154,0,1,1,0,6,6,0,0,0,0
"S00100873",78,77,13,64,0,0,0,0,0,0,0,0,0,1
"S00100874",89,85,25,60,0,0,0,0,4,0,4,0,0,0
"S00100875",173,163,88,75,0,5,0,5,5,5,0,0,0,0
"S00100876",128,116,69,47,0,6,6,0,4,4,0,0,0,2
"S00100877",180,142,59,83,0,7,7,0,26,22,4,0,0,5
"S00100878",89,75,23,52,0,10,10,0,3,3,0,0,0,1
"S00100879",164,119,9,110,0,30,3,27,12,12,0,0,0,3
"S00100880",161,131,66,65,0,6,5,1,19,19,0,0,0,5
"S00100881",99,91,16,75,0,4,0,4,4,4,0,0,0,0
"S00100882",81,70,27,43,0,2,2,0,8,8,0,0,0,1
"S00100883",166,139,64,75,0,12,6,6,6,2,0,4,0,9
"S00100884",81,69,41,28,0,1,1,0,8,8,0,0,0,3
"S00100885",72,55,16,39,0,10,10,0,5,5,0,0,0,2
"S00100886",74,60,27,33,0,13,7,6,1,0,0,1,0,0
"S00100887",159,154,61,93,0,5,5,0,0,0,0,0,0,0
"S00100888",114,108,47,61,0,0,0,0,6,3,0,3,0,0
"S00100889",122,113,63,50,0,0,0,0,0,0,0,0,0,9
"S00100890",111,105,53,52,0,3,3,0,3,3,0,0,0,0
"S00100891",123,123,58,65,0,0,0,0,0,0,0,0,0,0
"S00100892",131,128,56,72,0,0,0,0,3,3,0,0,0,0
"S00100893",104,95,47,48,0,0,0,0,7,7,0,0,0,2
"S00100894",104,94,60,34,0,0,0,0,5,0,5,0,0,5
"S00100895",148,147,56,91,0,1,1,0,0,0,0,0,0,0
"S00100896",127,127,63,64,0,0,0,0,0,0,0,0,0,0
"S00100897",97,93,34,59,0,4,4,0,0,0,0,0,0,0
"S00100898",130,129,34,95,0,0,0,0,0,0,0,0,0,1
"S00100899",116,113,37,76,0,3,3,0,0,0,0,0,0,0
"S00100900",120,115,39,76,0,5,5,0,0,0,0,0,0,0
"S00100901",95,87,34,50,3,0,0,0,7,6,0,1,0,1
"S00100902",117,99,30,69,0,10,10,0,8,8,0,0,0,0
"S00100903",213,207,55,152,0,0,0,0,6,6,0,0,0,0
"S00100904",155,150,75,75,0,0,0,0,5,3,0,2,0,0
"S00100905",142,133,51,82,0,2,2,0,7,4,0,3,0,0
"S00100906",160,158,56,102,0,0,0,0,2,2,0,0,0,0
"S00100907",103,100,36,64,0,3,3,0,0,0,0,0,0,0
"S00100908",63,62,17,45,0,0,0,0,1,1,0,0,0,0
"S00100909",140,121,33,88,0,4,4,0,15,13,0,2,0,0
"S00100910",97,91,41,50,0,2,0,2,4,4,0,0,0,0
"S00100911",110,108,44,64,0,0,0,0,2,2,0,0,0,0
"S00100912",125,114,27,87,0,1,1,0,10,10,0,0,0,0
"S00100913",138,135,52,83,0,0,0,0,3,3,0,0,0,0
"S00100914",100,100,40,60,0,0,0,0,0,0,0,0,0,0
"S00100915",76,73,34,39,0,0,0,0,3,3,0,0,0,0
"S00100916",108,106,34,72,0,0,0,0,2,2,0,0,0,0
"S00100917",158,147,36,111,0,8,8,0,3,3,0,0,0,0
"S00100918",100,100,35,65,0,0,0,0,0,0,0,0,0,0
"S00100919",112,112,29,83,0,0,0,0,0,0,0,0,0,0
"S00100920",162,155,60,95,0,1,1,0,6,6,0,0,0,0
"S00100921",151,117,36,81,0,20,20,0,11,11,0,0,0,3
"S00100922",134,125,54,71,0,1,1,0,8,6,0,2,0,0
"S00100923",93,91,56,35,0,0,0,0,2,2,0,0,0,0
"S00100924",127,127,41,86,0,0,0,0,0,0,0,0,0,0
"S00100925",58,58,24,34,0,0,0,0,0,0,0,0,0,0
"S00100926",138,136,45,91,0,0,0,0,2,2,0,0,0,0
"S00100927",110,103,75,28,0,1,1,0,6,6,0,0,0,0
"S00100928",124,116,45,71,0,0,0,0,4,4,0,0,0,4
"S00100929",78,72,39,33,0,0,0,0,6,6,0,0,0,0
"S00100930",141,141,64,77,0,0,0,0,0,0,0,0,0,0
"S00100931",132,132,69,63,0,0,0,0,0,0,0,0,0,0
"S00100932",107,91,32,59,0,0,0,0,16,16,0,0,0,0
"S00100933",149,145,63,82,0,0,0,0,4,4,0,0,0,0
"S00100934",88,80,47,33,0,1,1,0,7,7,0,0,0,0
"S00100935",131,128,61,67,0,0,0,0,3,3,0,0,0,0
"S00100936",124,119,36,83,0,0,0,0,5,5,0,0,0,0
"S00100937",155,145,74,71,0,0,0,0,8,8,0,0,0,2
"S00100938",176,156,74,81,1,6,6,0,12,12,0,0,0,2
"S00100939",119,119,61,58,0,0,0,0,0,0,0,0,0,0
"S00100940",99,98,59,39,0,1,0,1,0,0,0,0,0,0
"S00100941",137,125,43,82,0,4,4,0,8,8,0,0,0,0
"S00100942",139,131,51,80,0,0,0,0,5,5,0,0,0,3
"S00100943",141,132,63,69,0,5,5,0,4,4,0,0,0,0
"S00100944",105,105,54,51,0,0,0,0,0,0,0,0,0,0
"S00100945",112,112,73,39,0,0,0,0,0,0,0,0,0,0
"S00100946",184,160,44,116,0,6,6,0,16,16,0,0,0,2
"S00100947",120,111,55,56,0,0,0,0,9,9,0,0,0,0
"S00100948",124,117,48,69,0,1,1,0,6,6,0,0,0,0
"S00100949",122,120,41,79,0,0,0,0,2,2,0,0,0,0
"S00100950",111,80,47,33,0,10,10,0,19,16,0,3,0,2
"S00100951",127,122,63,59,0,5,5,0,0,0,0,0,0,0
"S00100952",87,81,47,34,0,0,0,0,6,6,0,0,0,0
"S00100953",175,167,83,84,0,0,0,0,8,8,0,0,0,0
"S00100954",120,112,36,76,0,3,3,0,0,0,0,0,0,5
"S00100955",111,99,58,41,0,0,0,0,12,12,0,0,0,0
"S00100956",113,113,63,47,3,0,0,0,0,0,0,0,0,0
"S00100957",109,106,63,43,0,3,3,0,0,0,0,0,0,0
"S00100958",150,150,53,97,0,0,0,0,0,0,0,0,0,0
"S00100959",202,194,74,120,0,0,0,0,8,8,0,0,0,0
"S00100960",153,145,62,83,0,4,0,4,4,4,0,0,0,0
"S00100961",125,124,64,60,0,1,1,0,0,0,0,0,0,0
"S00100962",56,50,24,26,0,0,0,0,6,3,0,0,3,0
"S00100963",70,70,29,41,0,0,0,0,0,0,0,0,0,0
"S00100964",130,123,60,63,0,2,2,0,5,5,0,0,0,0
"S00100965",67,56,33,21,2,0,0,0,10,8,0,2,0,1
"S00100966",61,59,15,44,0,0,0,0,2,2,0,0,0,0
"S00100967",90,87,25,62,0,0,0,0,3,3,0,0,0,0
"S00100968",106,99,67,32,0,0,0,0,5,5,0,0,0,2
"S00100969",86,76,65,11,0,2,2,0,7,7,0,0,0,1
"S00100970",67,52,32,20,0,1,0,1,14,12,0,2,0,0
"S00100971",100,83,67,16,0,0,0,0,16,16,0,0,0,1
"S00100972",155,155,74,81,0,0,0,0,0,0,0,0,0,0
"S00100973",103,98,44,54,0,1,0,1,4,4,0,0,0,0
"S00100974",161,159,73,86,0,0,0,0,2,2,0,0,0,0
"S00100975",133,133,48,85,0,0,0,0,0,0,0,0,0,0
"S00100976",97,95,30,65,0,2,2,0,0,0,0,0,0,0
"S00100977",82,77,14,63,0,1,1,0,4,4,0,0,0,0
"S00100978",137,133,55,78,0,0,0,0,3,3,0,0,0,1
"S00100979",71,58,50,8,0,0,0,0,10,10,0,0,0,3
"S00100980",102,91,28,63,0,4,4,0,2,2,0,0,0,5
"S00100981",77,44,11,29,4,21,21,0,11,11,0,0,0,1
"S00100982",85,31,16,15,0,40,39,1,13,13,0,0,0,1
"S00100983",120,118,58,60,0,0,0,0,2,2,0,0,0,0
"S00100984",177,164,64,100,0,1,1,0,9,7,2,0,0,3
"S00100985",156,156,78,73,5,0,0,0,0,0,0,0,0,0
"S00100986",145,135,76,59,0,0,0,0,5,5,0,0,0,5
"S00100987",136,128,82,46,0,1,1,0,6,6,0,0,0,1
"S00100988",101,96,33,63,0,0,0,0,4,0,0,4,0,1
"S00100989",104,104,58,46,0,0,0,0,0,0,0,0,0,0
"S00100990",119,119,47,72,0,0,0,0,0,0,0,0,0,0
"S00100991",114,104,57,47,0,10,0,10,0,0,0,0,0,0
"S00100992",135,135,40,95,0,0,0,0,0,0,0,0,0,0
"S00100993",188,184,86,98,0,0,0,0,4,4,0,0,0,0
"S00100994",169,167,96,71,0,2,2,0,0,0,0,0,0,0
"S00100995",55,39,24,15,0,4,4,0,11,11,0,0,0,1
"S00100996",85,53,12,41,0,30,29,1,2,0,0,2,0,0
"S00100997",160,142,65,77,0,9,9,0,9,9,0,0,0,0
"S00100998",65,61,25,36,0,0,0,0,0,0,0,0,0,4
"S00100999",141,138,38,100,0,2,2,0,0,0,0,0,0,1
"S00101000",99,73,28,45,0,7,7,0,14,13,0,1,0,5
"S00101001",123,114,46,68,0,4,4,0,5,5,0,0,0,0
"S00101002",125,122,56,66,0,0,0,0,3,3,0,0,0,0
"S00101003",123,123,29,94,0,0,0,0,0,0,0,0,0,0
"S00101004",132,128,47,81,0,0,0,0,4,4,0,0,0,0
"S00101005",123,116,52,64,0,0,0,0,7,7,0,0,0,0
"S00101006",172,168,52,116,0,0,0,0,4,4,0,0,0,0
"S00101007",122,117,55,62,0,0,0,0,5,5,0,0,0,0
"S00101008",114,112,35,77,0,0,0,0,2,2,0,0,0,0
"S00101009",108,95,56,39,0,0,0,0,13,13,0,0,0,0
"S00101010",146,145,67,78,0,0,0,0,0,0,0,0,0,1
"S00101011",100,94,26,68,0,2,0,2,4,4,0,0,0,0
"S00101012",125,121,34,87,0,0,0,0,4,4,0,0,0,0
"S00101013",142,135,87,48,0,0,0,0,5,4,0,1,0,2
"S00101014",93,88,24,64,0,5,5,0,0,0,0,0,0,0
"S00101015",94,87,40,47,0,3,3,0,1,0,0,1,0,3
"S00101016",125,125,57,68,0,0,0,0,0,0,0,0,0,0
"S00101017",120,118,44,74,0,0,0,0,0,0,0,0,0,2
"S00101018",106,106,55,51,0,0,0,0,0,0,0,0,0,0
"S00101019",100,95,30,65,0,0,0,0,5,5,0,0,0,0
"S00101020",127,126,64,62,0,1,1,0,0,0,0,0,0,0
"S00101021",82,77,31,46,0,1,1,0,4,4,0,0,0,0
"S00101022",165,158,54,104,0,1,1,0,6,6,0,0,0,0
"S00101023",170,156,52,104,0,0,0,0,9,6,0,3,0,5
"S00101024",169,160,41,119,0,0,0,0,9,9,0,0,0,0
"S00101025",141,130,79,51,0,0,0,0,10,10,0,0,0,1
"S00101026",107,103,41,62,0,2,1,1,2,2,0,0,0,0
"S00101027",172,160,75,85,0,0,0,0,12,12,0,0,0,0
"S00101028",55,52,13,39,0,0,0,0,3,3,0,0,0,0
"S00101029",91,85,34,51,0,0,0,0,6,6,0,0,0,0
"S00101030",141,139,62,77,0,0,0,0,2,1,0,1,0,0
"S00101031",119,115,52,63,0,0,0,0,4,4,0,0,0,0
