"output_area","ALL PEOPLE AGED 16 - 74","Number of people aged 16 - 74: Large employers and higher managers","Number of people aged 16 - 74: Higher professional occupations","Number of people aged 16 - 74: Lower managerial and professional occupations","Number of people aged 16 - 74: Intermediate occupations","Number of people aged 16 - 74: Small employers and own account workers","Number of people aged 16 - 74: Lower supervisory and technical occupations","Number of people aged 16 - 74: Semi-routine occupations","Number of people aged 16 - 74: Routine occupations","Number of people aged 16 - 74: Never worked","Number of people aged 16 - 74: Long-term unemployed","Number of people aged 16 - 74: Full-time students","Number of people aged 16 - 74: Not classifiable for other reasons"
"60QC000406",97,1.03,4.12,20.62,5.15,7.22,11.34,16.49,15.46,3.09,0,7.22,8.25
"60QC000407",103,2.91,2.91,17.48,8.74,11.65,3.88,16.5,13.59,0,0,6.8,15.53
"60QC000408",97,1.03,3.09,15.46,11.34,5.15,10.31,13.4,17.53,2.06,1.03,5.15,14.43
"60QC000409",113,1.77,4.42,9.73,7.96,6.19,13.27,14.16,18.58,0,0.88,5.31,17.7
"60QC000410",125,3.2,5.6,29.6,7.2,11.2,3.2,7.2,5.6,0.8,0,4,22.4
"60QC000411",137,2.92,2.19,17.52,10.22,8.76,5.84,10.95,10.95,1.46,2.19,6.57,20.44
"60QC000412",92,3.26,3.26,22.83,16.3,7.61,5.43,8.7,3.26,0,0,7.61,21.74
"60QC000413",84,2.38,7.14,17.86,8.33,4.76,8.33,15.48,3.57,3.57,0,11.9,16.67
"60QC000414",93,2.15,2.15,20.43,13.98,10.75,6.45,9.68,13.98,0,0,7.53,12.9
"60QC000415",32,3.13,3.13,21.88,6.25,9.38,6.25,6.25,15.63,0,0,6.25,21.88
"60QC000416",83,0,1.2,7.23,8.43,3.61,9.64,14.46,22.89,3.61,2.41,4.82,21.69
"60QC000417",99,0,2.02,12.12,5.05,6.06,6.06,16.16,20.2,3.03,0,4.04,25.25
"60QC000418",101,0.99,1.98,13.86,9.9,3.96,14.85,13.86,23.76,4.95,1.98,0.99,8.91
"60QC000419",58,0,1.72,8.62,3.45,3.45,8.62,27.59,24.14,0,3.45,5.17,13.79
"60QC000420",110,1.82,0,3.64,2.73,6.36,21.82,16.36,18.18,1.82,0,4.55,22.73
"60QC000421",116,0,1.72,12.07,2.59,2.59,12.93,26.72,18.1,0,0.86,3.45,18.97
"60QC000422",82,0,0,13.41,8.54,6.1,8.54,19.51,29.27,1.22,0,6.1,7.32
"60QC000423",126,6.35,1.59,19.05,10.32,6.35,11.9,9.52,12.7,0.79,0.79,4.76,15.87
"60QC000424",63,7.94,3.17,19.05,9.52,6.35,3.17,9.52,9.52,0,1.59,9.52,20.63
"60QC000425",80,5,2.5,26.25,8.75,3.75,7.5,13.75,3.75,0,0,7.5,21.25
"60QC000426",64,4.69,3.13,18.75,1.56,10.94,7.81,26.56,7.81,3.13,0,9.38,6.25
"60QC000427",160,5,5,20.63,10.63,8.75,4.38,10.63,10,1.25,0,5,18.75
"60QC000428",146,5.48,5.48,21.23,6.16,6.16,6.16,9.59,5.48,0.68,0,6.85,26.71
"60QC000429",119,1.68,3.36,9.24,7.56,5.88,6.72,10.08,16.81,5.04,0.84,9.24,23.53
"60QC000430",100,1,0,5,4,6,6,16,24,1,1,3,33
"60QC000431",104,0,1.92,9.62,11.54,0.96,10.58,22.12,22.12,0,0,2.88,18.27
"60QC000432",60,0,1.67,13.33,1.67,3.33,5,13.33,21.67,5,1.67,10,23.33
"60QC000433",45,2.22,0,13.33,6.67,17.78,15.56,13.33,11.11,2.22,0,0,17.78
"60QC000434",18,5.56,0,16.67,NA,5.56,11.11,0,16.67,0,0,16.67,27.78
"60QC000435",49,0,4.08,10.2,18.37,6.12,10.2,10.2,10.2,0,0,14.29,16.33
"60QC000436",94,2.13,0,8.51,5.32,4.26,6.38,15.96,23.4,2.13,0,4.26,27.66
"60QC000437",105,1.9,1.9,18.1,6.67,5.71,8.57,10.48,20.95,0,0,1.9,23.81
"60QC000438",122,1.64,1.64,9.84,5.74,4.92,5.74,14.75,27.87,1.64,0.82,11.48,13.93
"60QC000439",82,1.22,1.22,7.32,8.54,3.66,9.76,21.95,13.41,2.44,1.22,4.88,24.39
"60QC000440",37,0,0,8.11,NA,0,10.81,18.92,32.43,8.11,2.7,2.7,16.22
"60QC000441",87,0,4.6,8.05,9.2,1.15,6.9,16.09,25.29,0,0,6.9,21.84
"60QC000442",115,0,1.74,7.83,6.09,5.22,8.7,21.74,20,5.22,0.87,5.22,17.39
"60QC000443",117,0,2.56,4.27,5.98,3.42,6.84,10.26,22.22,5.13,2.56,5.98,30.77
"60QC000444",103,0.97,0.97,5.83,2.91,0,7.77,19.42,32.04,1.94,4.85,6.8,16.5
"60QC000445",74,0,0,2.7,1.35,1.35,6.76,18.92,33.78,8.11,1.35,5.41,20.27
"60QC000446",93,0,1.08,12.9,3.23,6.45,5.38,15.05,19.35,2.15,0,6.45,27.96
"60QC000447",80,2.5,2.5,10,8.75,1.25,13.75,11.25,18.75,1.25,1.25,2.5,26.25
"60QC000448",145,1.38,0.69,13.1,10.34,4.83,13.1,20.69,17.24,0.69,1.38,2.07,14.48
"60QC000449",48,0,2.08,12.5,12.5,2.08,14.58,16.67,20.83,4.17,0,2.08,12.5
"60QC000450",71,0,0,8.45,7.04,2.82,11.27,18.31,28.17,2.82,1.41,7.04,12.68
"60QC000451",130,0.77,1.54,12.31,3.85,2.31,6.15,26.15,23.08,3.08,3.08,4.62,13.08
"60QC000452",121,0.83,2.48,10.74,6.61,2.48,5.79,17.36,17.36,4.13,0.83,8.26,23.14
"60QC000453",65,0,1.54,15.38,6.15,7.69,7.69,16.92,4.62,1.54,0,3.08,35.38
"60QC000454",57,1.75,1.75,19.3,12.28,3.51,10.53,19.3,12.28,3.51,0,5.26,10.53
"60QC000455",53,1.89,3.77,24.53,9.43,5.66,7.55,15.09,11.32,3.77,0,3.77,13.21
"60QC000456",42,4.76,2.38,30.95,9.52,7.14,9.52,11.9,14.29,0,0,2.38,7.14
"60QC000457",117,3.42,4.27,26.5,8.55,7.69,2.56,10.26,5.13,0.85,0.85,7.69,22.22
"60QC000458",47,0,0,10.64,4.26,8.51,8.51,10.64,2.13,4.26,6.38,6.38,38.3
"60QC000459",60,1.67,5,11.67,6.67,6.67,13.33,15,10,3.33,1.67,5,20
"60QC000460",38,2.63,13.16,21.05,2.63,7.89,5.26,2.63,10.53,2.63,0,7.89,23.68
"60QC000461",84,1.19,1.19,15.48,8.33,1.19,9.52,14.29,23.81,3.57,4.76,9.52,7.14
"60QC000462",71,4.23,0,29.58,7.04,8.45,9.86,9.86,11.27,0,0,8.45,11.27
"60QC000463",70,0,1.43,20,10,11.43,12.86,20,10,0,1.43,10,2.86
"60QC000464",50,2,6,12,14,8,10,26,10,0,6,6,0
"60QC000465",67,0,0,10.45,7.46,4.48,4.48,5.97,8.96,0,4.48,5.97,47.76
"60QC000466",57,3.51,3.51,21.05,8.77,10.53,3.51,8.77,5.26,8.77,1.75,0,24.56
"60QC000467",89,3.37,1.12,5.62,10.11,3.37,13.48,16.85,20.22,2.25,0,6.74,16.85
"60QC000468",102,2.94,3.92,21.57,5.88,11.76,6.86,13.73,12.75,0,0,5.88,14.71
"60QC000469",93,2.15,1.08,20.43,9.68,10.75,10.75,15.05,5.38,1.08,0,6.45,17.2
"60QC000470",93,0,1.08,3.23,6.45,5.38,3.23,13.98,18.28,4.3,3.23,0,40.86
"60QC000471",69,0,1.45,17.39,17.39,1.45,5.8,8.7,14.49,0,0,8.7,24.64
"60QC000472",85,1.18,0,15.29,10.59,2.35,10.59,24.71,14.12,2.35,0,3.53,15.29
"60QC000473",68,1.47,1.47,14.71,5.88,2.94,8.82,16.18,16.18,2.94,0,4.41,25
"60QC000474",82,1.22,3.66,9.76,6.1,1.22,7.32,10.98,9.76,23.17,0,3.66,23.17
"60QC000475",81,0,0,7.41,7.41,2.47,13.58,19.75,19.75,0,7.41,7.41,14.81
"60QC000476",115,0,0,7.83,6.96,5.22,10.43,16.52,20.87,0.87,0,5.22,26.09
"60QC000477",130,0.77,0,7.69,5.38,6.15,12.31,13.85,32.31,5.38,1.54,3.85,10.77
"60QC000478",77,1.3,1.3,14.29,10.39,9.09,9.09,16.88,7.79,0,1.3,2.6,25.97
"60QC000479",133,1.5,3.01,30.83,11.28,3.76,7.52,12.78,3.01,1.5,1.5,6.02,17.29
"60QC000480",90,2.22,0,20,10,6.67,6.67,16.67,5.56,0,0,3.33,28.89
"60QC000481",102,3.92,3.92,23.53,8.82,12.75,5.88,16.67,4.9,0,0,6.86,12.75
"60QC000482",80,1.25,3.75,20,12.5,8.75,8.75,15,16.25,0,0,3.75,10
"60QC000483",101,0,1.98,19.8,11.88,4.95,5.94,16.83,16.83,2.97,1.98,3.96,12.87
"60QC000484",80,6.25,5,13.75,8.75,8.75,5,15,7.5,2.5,0,2.5,25
"60QC000485",101,1.98,2.97,14.85,7.92,7.92,12.87,9.9,6.93,3.96,0,8.91,21.78
"60QC000486",63,0,7.94,22.22,9.52,12.7,11.11,15.87,3.17,0,0,6.35,11.11
"60QC000487",47,0,2.13,8.51,6.38,8.51,8.51,27.66,14.89,4.26,2.13,0,17.02
"60QC000488",58,1.72,0,15.52,8.62,12.07,17.24,12.07,5.17,3.45,1.72,12.07,10.34
"60QC000489",55,0,0,10.91,3.64,1.82,5.45,23.64,20,1.82,3.64,5.45,23.64
"60QC000490",44,2.27,2.27,13.64,4.55,2.27,6.82,9.09,20.45,2.27,4.55,9.09,22.73
"60QC000491",89,1.12,1.12,13.48,5.62,7.87,13.48,21.35,19.1,1.12,3.37,6.74,5.62
"60QC000492",45,0,4.44,20,11.11,8.89,8.89,15.56,13.33,4.44,0,2.22,11.11
"60QC000493",55,0,0,14.55,5.45,5.45,12.73,16.36,32.73,0,1.82,3.64,7.27
"60QC000494",114,1.75,0.88,19.3,7.89,6.14,11.4,13.16,9.65,7.02,0,5.26,17.54
"60QC000495",103,2.91,3.88,18.45,8.74,4.85,7.77,15.53,6.8,0.97,0,4.85,25.24
"60QC000496",89,0,4.49,23.6,14.61,4.49,8.99,15.73,19.1,0,0,4.49,4.49
"60QC000497",91,0,1.1,9.89,4.4,6.59,6.59,9.89,15.38,0,2.2,8.79,35.16
"60QC000498",60,1.67,1.67,18.33,13.33,5,5,13.33,13.33,3.33,3.33,1.67,20
"60QC000499",103,0.97,0.97,13.59,6.8,12.62,10.68,17.48,7.77,0,0,6.8,22.33
"60QC000500",93,0,4.3,15.05,7.53,4.3,5.38,13.98,17.2,0,1.08,1.08,30.11
"60QC000501",73,1.37,1.37,26.03,5.48,8.22,6.85,10.96,10.96,4.11,1.37,2.74,20.55
"60QC000502",60,0,1.67,23.33,11.67,11.67,8.33,10,5,0,3.33,5,20
"60QC000503",81,2.47,3.7,14.81,11.11,3.7,11.11,11.11,11.11,1.23,0,8.64,20.99
"60QC000504",89,2.25,3.37,10.11,7.87,8.99,8.99,10.11,12.36,3.37,3.37,5.62,23.6
"60QC000505",70,0,0,11.43,11.43,2.86,14.29,11.43,21.43,4.29,0,8.57,14.29
"60QC000506",100,1,0,11,5,5,10,23,21,2,2,3,17
"60QC000507",77,0,2.6,20.78,6.49,10.39,10.39,12.99,6.49,2.6,0,6.49,20.78
"60QC000508",51,1.96,3.92,21.57,5.88,5.88,7.84,5.88,11.76,1.96,3.92,5.88,23.53
"60QC000509",44,2.27,2.27,27.27,4.55,9.09,6.82,6.82,13.64,2.27,2.27,9.09,13.64
"60QC000510",87,0,1.15,6.9,3.45,3.45,8.05,22.99,17.24,3.45,5.75,8.05,19.54
"60QC000511",104,0.96,10.58,16.35,0.96,3.85,4.81,7.69,15.38,1.92,0.96,12.5,24.04
"60QC000512",42,0,7.14,16.67,4.76,9.52,19.05,7.14,2.38,0,0,7.14,26.19
"60QC000513",93,7.53,7.53,25.81,5.38,5.38,2.15,11.83,6.45,0,0,6.45,21.51
"60QC000514",85,1.18,4.71,21.18,9.41,11.76,4.71,16.47,11.76,1.18,0,8.24,9.41
"60QC000515",35,0,5.71,17.14,2.86,5.71,0,8.57,2.86,5.71,0,14.29,37.14
"60QC000516",60,0,5,13.33,8.33,10,10,11.67,11.67,3.33,1.67,5,20
"60QC000517",65,3.08,7.69,18.46,4.62,9.23,4.62,10.77,18.46,0,0,7.69,15.38
"60QC000518",102,1.96,3.92,21.57,7.84,9.8,12.75,6.86,9.8,2.94,1.96,4.9,15.69
"60QC000519",72,1.39,1.39,11.11,4.17,8.33,15.28,15.28,18.06,2.78,1.39,12.5,8.33
"60QC000520",99,3.03,7.07,19.19,7.07,7.07,7.07,8.08,6.06,1.01,0,11.11,23.23
"60QC000521",87,0,3.45,8.05,1.15,4.6,4.6,26.44,21.84,4.6,5.75,6.9,12.64
"60QC000522",73,5.48,5.48,30.14,10.96,10.96,5.48,6.85,8.22,1.37,0,6.85,8.22
"60QC000523",102,0.98,2.94,19.61,10.78,3.92,8.82,9.8,12.75,1.96,0.98,12.75,14.71
"60QC000524",91,3.3,5.49,35.16,8.79,6.59,3.3,7.69,5.49,1.1,0,8.79,14.29
"60QC000525",99,2.02,2.02,15.15,5.05,10.1,4.04,11.11,11.11,2.02,0,10.1,27.27
"60QC000526",103,3.88,4.85,17.48,11.65,2.91,13.59,14.56,9.71,0.97,1.94,6.8,11.65
"60QC000527",112,0,0.89,24.11,8.04,4.46,6.25,16.96,22.32,0.89,0,5.36,10.71
"60QC000528",63,6.35,3.17,22.22,14.29,3.17,1.59,9.52,1.59,3.17,1.59,3.17,30.16
"60QC000529",81,2.47,2.47,20.99,13.58,9.88,7.41,8.64,13.58,1.23,1.23,2.47,16.05
"60QC000530",71,1.41,5.63,26.76,2.82,9.86,12.68,14.08,7.04,1.41,2.82,7.04,8.45
"60QC000531",62,3.23,3.23,22.58,8.06,3.23,8.06,12.9,11.29,0,0,8.06,19.35
"60QC000532",64,0,4.69,14.06,7.81,4.69,12.5,17.19,17.19,1.56,0,6.25,14.06
"60QC000533",96,0,3.13,12.5,8.33,12.5,7.29,11.46,15.63,2.08,3.13,2.08,21.88
"60QC000534",62,0,4.84,12.9,4.84,8.06,9.68,8.06,16.13,0,0,12.9,22.58
"60QC000535",130,3.08,3.85,20,5.38,12.31,13.08,11.54,10,1.54,1.54,9.23,8.46
"60QC000536",95,0,1.05,9.47,7.37,2.11,14.74,10.53,23.16,3.16,3.16,10.53,14.74
"60QC000537",87,1.15,0,5.75,3.45,6.9,11.49,17.24,19.54,3.45,1.15,8.05,21.84
"60QC000538",79,1.27,1.27,11.39,8.86,5.06,6.33,15.19,18.99,0,1.27,1.27,29.11
"60QC000539",72,0,0,2.78,4.17,4.17,5.56,20.83,15.28,4.17,2.78,5.56,34.72
"60QC000540",113,1.77,3.54,15.93,7.08,5.31,10.62,9.73,15.93,1.77,0,4.42,23.89
"60QC000541",74,1.35,0,8.11,4.05,8.11,8.11,14.86,14.86,4.05,1.35,6.76,28.38
"60QC000542",102,0.98,1.96,14.71,11.76,4.9,9.8,11.76,13.73,0.98,0.98,11.76,16.67
"60QC000543",79,0,0,11.39,NA,7.59,11.39,13.92,27.85,1.27,0,1.27,25.32
"60QC000544",80,1.25,1.25,17.5,5,7.5,13.75,10,13.75,2.5,1.25,3.75,22.5
"60QC000545",103,0,0.97,12.62,4.85,2.91,7.77,20.39,17.48,5.83,0.97,7.77,18.45
"60QC000546",48,0,2.08,20.83,4.17,2.08,6.25,16.67,8.33,8.33,2.08,2.08,27.08
"60QC000547",68,1.47,0,11.76,2.94,2.94,13.24,17.65,14.71,0,1.47,8.82,25
"60QC000548",94,0,1.06,12.77,4.26,10.64,6.38,14.89,13.83,0,3.19,5.32,27.66
"60QC000549",67,2.99,2.99,29.85,4.48,4.48,10.45,14.93,16.42,0,1.49,4.48,7.46
"60QC000550",124,1.61,2.42,21.77,11.29,5.65,12.9,15.32,7.26,1.61,0,9.68,10.48
"60QC000551",57,0,5.26,21.05,7.02,1.75,14.04,17.54,14.04,0,5.26,1.75,12.28
"60QC000552",83,1.2,2.41,21.69,6.02,4.82,2.41,13.25,8.43,2.41,2.41,3.61,31.33
"60QC000553",56,0,1.79,8.93,7.14,7.14,7.14,16.07,10.71,8.93,3.57,5.36,23.21
"60QC000554",81,0,0,8.64,2.47,1.23,8.64,29.63,14.81,3.7,8.64,3.7,18.52
"60QC000555",48,2.08,0,8.33,2.08,6.25,10.42,18.75,27.08,2.08,2.08,10.42,10.42
"60QC000556",47,0,2.13,19.15,4.26,2.13,17.02,17.02,10.64,0,0,4.26,23.4
"60QC000557",48,0,4.17,18.75,8.33,4.17,8.33,8.33,18.75,0,12.5,2.08,14.58
"60QC000558",72,1.39,0,13.89,12.5,0,12.5,16.67,19.44,2.78,0,2.78,18.06
"60QC000559",81,2.47,4.94,19.75,11.11,7.41,8.64,17.28,13.58,0,0,2.47,12.35
"60QC000560",53,1.89,0,16.98,9.43,5.66,13.21,9.43,16.98,0,3.77,5.66,16.98
"60QC000561",40,5,5,20,10,7.5,20,10,2.5,0,2.5,2.5,15
"60QC000562",62,1.61,1.61,8.06,3.23,1.61,6.45,16.13,19.35,9.68,3.23,3.23,25.81
"60QC000563",75,1.33,4,18.67,5.33,9.33,14.67,14.67,12,2.67,4,2.67,10.67
"60QC000564",80,0,3.75,25,12.5,7.5,6.25,15,10,0,3.75,6.25,10
"60QC000565",29,0,3.45,3.45,3.45,3.45,10.34,24.14,13.79,3.45,6.9,0,27.59
"60QC000566",85,2.35,0,12.94,5.88,3.53,10.59,20,14.12,0,7.06,9.41,14.12
"60QC000567",86,1.16,2.33,10.47,11.63,0,10.47,15.12,20.93,1.16,6.98,5.81,13.95
"60QC000568",85,0,0,8.24,8.24,4.71,4.71,20,15.29,7.06,7.06,4.71,20
"60QC000569",90,4.44,3.33,20,8.89,10,10,10,8.89,2.22,0,7.78,14.44
"60QC000570",37,2.7,5.41,18.92,8.11,0,0,35.14,16.22,0,2.7,0,10.81
"60QC000571",111,0.9,4.5,18.92,4.5,9.91,9.91,11.71,12.61,3.6,2.7,7.21,13.51
"60QC000572",69,5.8,7.25,17.39,2.9,8.7,7.25,21.74,5.8,1.45,2.9,5.8,13.04
"60QC000573",60,1.67,10,21.67,8.33,1.67,10,11.67,11.67,0,0,8.33,15
"60QC000574",124,2.42,0,9.68,6.45,5.65,8.87,23.39,16.13,4.03,1.61,4.03,17.74
"60QC000575",44,2.27,2.27,25,4.55,4.55,6.82,18.18,9.09,0,0,6.82,20.45
"60QC000576",78,0,2.56,19.23,8.97,5.13,5.13,11.54,11.54,3.85,5.13,6.41,20.51
"60QC000577",121,4.96,7.44,24.79,4.96,8.26,2.48,10.74,2.48,4.13,0,7.44,22.31
"60QC000578",72,4.17,0,18.06,9.72,2.78,13.89,12.5,1.39,1.39,4.17,5.56,26.39
"60QC000579",78,0,3.85,14.1,6.41,1.28,10.26,11.54,7.69,3.85,1.28,7.69,32.05
"60QC000580",103,1.94,4.85,13.59,7.77,5.83,15.53,9.71,10.68,3.88,3.88,4.85,17.48
"60QC000581",71,2.82,2.82,19.72,9.86,5.63,12.68,2.82,11.27,2.82,0,7.04,22.54
"60QC000582",77,2.6,1.3,27.27,7.79,3.9,7.79,9.09,14.29,1.3,1.3,5.19,18.18
"60QC000583",79,0,2.53,20.25,5.06,2.53,3.8,13.92,15.19,2.53,2.53,3.8,27.85
"60QC000584",54,0,1.85,9.26,5.56,0,14.81,14.81,12.96,12.96,1.85,3.7,22.22
"60QC000585",79,3.8,1.27,8.86,7.59,15.19,6.33,15.19,10.13,5.06,2.53,8.86,15.19
"60QC000586",40,0,0,15,7.5,7.5,10,22.5,5,2.5,2.5,5,22.5
"60QC000587",79,0,8.86,21.52,8.86,10.13,7.59,15.19,8.86,1.27,0,11.39,6.33
"60QC000588",52,1.92,1.92,28.85,11.54,7.69,3.85,11.54,5.77,0,0,7.69,19.23
"60QC000589",58,0,0,10.34,10.34,3.45,10.34,15.52,17.24,6.9,1.72,5.17,18.97
"60QC000590",84,1.19,2.38,13.1,10.71,4.76,11.9,8.33,8.33,2.38,2.38,4.76,29.76
"60QC000591",102,7.84,3.92,20.59,6.86,3.92,9.8,13.73,6.86,0.98,0.98,8.82,15.69
"60QC000592",30,3.33,3.33,13.33,20,6.67,10,6.67,6.67,0,6.67,10,13.33
"60QC000593",57,0,3.51,7.02,3.51,3.51,7.02,12.28,7.02,0,3.51,8.77,43.86
"60QC000594",33,3.03,12.12,21.21,3.03,6.06,12.12,0,6.06,3.03,0,9.09,24.24
"60QC000595",81,1.23,1.23,9.88,6.17,2.47,8.64,11.11,9.88,4.94,3.7,6.17,34.57
"60QC000596",74,2.7,2.7,13.51,6.76,2.7,8.11,4.05,18.92,1.35,0,5.41,33.78
"60QC000597",62,0,1.61,8.06,3.23,4.84,11.29,11.29,25.81,4.84,0,0,29.03
"60QC000598",50,2,0,12,18,2,2,18,20,2,2,4,18
"60QC000599",77,1.3,1.3,14.29,7.79,1.3,7.79,23.38,20.78,1.3,0,6.49,14.29
"60QC000600",115,4.35,6.96,24.35,6.09,4.35,3.48,6.96,9.57,3.48,0,6.96,23.48
"60QC000601",79,0,6.33,13.92,10.13,13.92,7.59,11.39,6.33,2.53,0,7.59,20.25
"60QC000602",120,3.33,2.5,16.67,2.5,10,6.67,15.83,8.33,5.83,0.83,4.17,23.33
"60QC000603",122,2.46,4.92,22.95,7.38,7.38,15.57,11.48,3.28,2.46,1.64,4.92,15.57
"60QC000604",114,0.88,2.63,8.77,7.89,5.26,14.04,14.04,14.91,0.88,2.63,8.77,19.3
"60QC000605",70,0,0,15.71,7.14,5.71,12.86,22.86,11.43,1.43,0,5.71,17.14
"60QC000606",101,1.98,1.98,18.81,7.92,9.9,11.88,8.91,11.88,1.98,0,7.92,16.83
"60QC000607",76,0,0,10.53,9.21,2.63,9.21,9.21,9.21,2.63,5.26,3.95,38.16
"60QC000608",104,0.96,0,13.46,7.69,4.81,13.46,21.15,10.58,0.96,0.96,3.85,22.12
"60QC000609",66,3.03,6.06,13.64,10.61,1.52,12.12,19.7,7.58,1.52,3.03,3.03,18.18
"60QC000610",78,0,1.28,10.26,12.82,11.54,7.69,16.67,24.36,0,0,6.41,8.97
"60QC000611",77,1.3,1.3,9.09,3.9,1.3,9.09,24.68,16.88,2.6,2.6,7.79,19.48
"60QC000612",93,0,0,4.3,5.38,5.38,8.6,21.51,19.35,3.23,3.23,6.45,22.58
"60QC000613",69,1.45,4.35,18.84,7.25,5.8,1.45,11.59,11.59,4.35,1.45,4.35,27.54
"60QC000614",84,0,0,4.76,4.76,4.76,5.95,14.29,21.43,7.14,3.57,3.57,29.76
"60QC000615",102,4.9,7.84,24.51,11.76,3.92,6.86,10.78,3.92,3.92,0,3.92,17.65
"60QC000616",138,3.62,5.07,23.91,6.52,4.35,7.25,10.87,1.45,0.72,0,8.7,27.54
"60QC000617",101,2.97,1.98,22.77,15.84,5.94,6.93,9.9,3.96,0,0.99,6.93,21.78
"60QC000618",122,0,0,13.93,9.02,5.74,12.3,18.03,15.57,2.46,2.46,6.56,13.93
"60QC000619",89,0,1.12,20.22,7.87,6.74,14.61,16.85,11.24,2.25,1.12,4.49,13.48
"60QC000620",84,0,2.38,10.71,7.14,0,10.71,27.38,20.24,1.19,0,2.38,17.86
"60QC000621",106,0,0.94,5.66,5.66,2.83,14.15,19.81,17.92,2.83,0.94,1.89,27.36
"60QC000622",110,0,0.91,14.55,10,3.64,9.09,21.82,16.36,0.91,1.82,2.73,18.18
"60QC000623",92,0,1.09,5.43,6.52,4.35,10.87,15.22,14.13,1.09,2.17,3.26,35.87
"60QC000624",113,0.88,2.65,16.81,4.42,7.96,12.39,20.35,16.81,4.42,0,2.65,10.62
"60QC000625",120,0,1.67,9.17,9.17,4.17,5,23.33,10.83,7.5,5,8.33,15.83
"60QC000626",63,1.59,0,6.35,6.35,7.94,6.35,23.81,19.05,3.17,3.17,9.52,12.7
"60QC000627",145,0.69,2.07,18.62,8.97,4.14,13.79,13.79,13.1,0,2.76,7.59,14.48
"60QC000628",167,3.59,1.2,16.77,13.77,7.78,11.38,18.56,10.18,1.2,0,5.99,9.58
"60QC000629",74,0,4.05,2.7,6.76,2.7,14.86,16.22,14.86,2.7,2.7,4.05,28.38
"60QC000630",110,0,7.27,21.82,10,3.64,11.82,7.27,10.91,3.64,0,6.36,17.27
"60QC000631",94,8.51,6.38,15.96,13.83,5.32,9.57,17.02,5.32,0,2.13,4.26,11.7
"60QC000632",37,0,0,NA,13.51,0,10.81,10.81,16.22,5.41,2.7,0,40.54
"60QC000633",47,0,2.13,6.38,6.38,2.13,6.38,8.51,25.53,4.26,2.13,2.13,34.04
"60QC000634",54,0,0,12.96,3.7,3.7,12.96,20.37,16.67,3.7,3.7,0,22.22
"60QC000635",73,2.74,1.37,16.44,8.22,4.11,15.07,23.29,8.22,0,1.37,4.11,15.07
"60QC000636",97,5.15,5.15,22.68,11.34,6.19,4.12,12.37,10.31,1.03,0,6.19,15.46
"60QC000637",103,0,0,11.65,4.85,3.88,11.65,11.65,19.42,3.88,0,5.83,27.18
"60QC000638",101,2.97,5.94,19.8,3.96,6.93,10.89,12.87,7.92,1.98,3.96,7.92,14.85
"60QC000639",71,2.82,1.41,18.31,8.45,12.68,11.27,15.49,8.45,0,0,8.45,12.68
"60QC000640",64,0,1.56,12.5,9.38,7.81,7.81,23.44,18.75,4.69,4.69,0,9.38
"60QC000641",80,2.5,1.25,21.25,7.5,11.25,13.75,11.25,10,2.5,3.75,3.75,11.25
"60QC000642",86,1.16,3.49,13.95,6.98,13.95,4.65,19.77,15.12,0,2.33,2.33,16.28
"60QC000643",94,3.19,12.77,15.96,7.45,4.26,8.51,10.64,1.06,1.06,1.06,5.32,28.72
"60QC000644",41,0,4.88,9.76,4.88,2.44,4.88,12.2,12.2,0,2.44,0,46.34
"60QC000645",80,6.25,10,18.75,11.25,2.5,11.25,10,3.75,1.25,0,3.75,21.25
"60QC000646",102,2.94,6.86,26.47,5.88,8.82,8.82,8.82,7.84,1.96,0,3.92,17.65
"60QC000647",86,5.81,6.98,17.44,9.3,4.65,6.98,8.14,2.33,4.65,0,5.81,27.91
"60QC000648",94,0,0,15.96,3.19,2.13,15.96,19.15,12.77,1.06,1.06,5.32,23.4
"60QC000649",90,1.11,1.11,16.67,10,4.44,11.11,18.89,17.78,1.11,1.11,4.44,12.22
"60QC000650",153,3.27,1.96,13.73,12.42,3.92,15.03,17.65,9.15,3.92,0,6.54,12.42
"60QC000651",38,0,0,5.26,5.26,0,5.26,26.32,5.26,2.63,0,0,50
"60QC000652",65,0,0,15.38,10.77,1.54,6.15,24.62,7.69,1.54,0,3.08,29.23
"60QC000653",112,3.57,2.68,18.75,10.71,3.57,9.82,12.5,10.71,0.89,0,3.57,23.21
"60QC000654",133,2.26,0.75,22.56,11.28,6.02,11.28,12.78,11.28,0,0,6.02,15.79
"60QC000655",90,1.11,1.11,13.33,4.44,2.22,11.11,17.78,17.78,1.11,0,2.22,27.78
"60QC000656",65,1.54,3.08,10.77,7.69,3.08,3.08,16.92,9.23,0,1.54,0,43.08
"60QC000657",93,4.3,2.15,15.05,13.98,8.6,6.45,17.2,11.83,1.08,0,2.15,17.2
"60QC000658",66,1.52,1.52,9.09,10.61,4.55,13.64,16.67,12.12,4.55,0,3.03,22.73
"60QC000659",99,4.04,10.1,18.18,9.09,7.07,8.08,9.09,3.03,2.02,0,7.07,22.22
"60QC000660",69,1.45,2.9,18.84,5.8,7.25,8.7,8.7,11.59,0,1.45,11.59,21.74
"60QC000661",95,0,1.05,6.32,3.16,1.05,12.63,9.47,26.32,12.63,3.16,1.05,23.16
"60QC000662",71,0,0,5.63,14.08,5.63,14.08,16.9,14.08,4.23,2.82,1.41,21.13
