dz_2011,total,pensioner,student,other
S01011872,436,86,0,350
S01011873,339,46,0,293
S01011874,357,65,0,292
S01011875,506,159,0,347
S01011876,447,93,0,354
S01011877,361,107,0,254
S01011878,529,111,0,418
S01011879,314,63,0,251
S01011880,488,87,0,401
S01011881,388,109,0,279
S01011882,450,167,0,283
S01011883,625,148,0,477
S01011884,311,47,0,264
S01011885,303,55,0,248
S01011886,545,111,1,433
S01011887,290,63,0,227
S01011888,593,113,0,480
S01011889,474,156,0,318
S01011890,418,96,0,322
S01011891,378,93,1,284
S01011892,616,85,3,528
S01011893,585,135,1,449
S01011894,437,76,3,358
S01011895,536,174,0,362
S01011896,478,144,0,334
S01011897,480,147,0,333
S01011898,398,83,1,314
S01011899,441,130,0,311
S01011900,293,75,0,218
S01011901,491,120,0,371
S01011902,507,178,2,327
S01011903,406,148,0,258
S01011904,368,101,0,267
S01011905,339,83,0,256
S01011906,161,51,0,110
S01011907,378,69,0,309
S01011908,233,36,0,197
S01011909,342,11,0,331
S01011910,587,127,0,460
S01011911,324,88,0,236
S01011912,383,74,0,309
S01011913,414,66,0,348
S01011914,410,51,0,359
S01011915,376,76,3,297
S01011916,367,72,0,295
S01011917,281,59,0,222
S01011918,414,48,0,366
S01011919,496,62,3,431
S01011920,325,72,1,252
S01011921,285,62,0,223
S01011922,403,64,0,339
S01011923,451,71,0,380
S01011924,424,87,0,337
S01011925,337,25,1,311
S01011926,376,66,0,310
S01011927,285,53,0,232
S01011928,379,78,0,301
S01011929,319,90,0,229
S01011930,333,77,0,256
S01011931,278,34,0,244
S01011932,142,19,1,122
S01011933,830,89,21,720
S01011934,443,117,13,313
S01011935,567,96,17,454
S01011936,380,58,6,316
S01011937,408,87,8,313
S01011938,282,64,1,217
S01011939,600,75,10,515
S01011940,575,78,8,489
S01011941,687,84,6,597
S01011942,625,139,7,479
S01011943,914,195,12,707
S01011944,218,60,1,157
S01011945,575,169,0,406
S01011946,465,162,0,303
S01011947,260,95,0,165
S01011948,527,193,0,334
S01011949,445,177,0,268
S01011950,431,182,0,249
S01011951,377,133,0,244
S01011952,385,98,0,287
S01011953,405,127,0,278
S01011954,283,99,0,184
S01011955,529,166,0,363
S01011956,424,86,0,338
S01011957,398,89,0,309
S01011958,858,210,0,648
S01011959,365,88,0,277
S01011960,476,72,0,404
S01011961,502,87,0,415
S01011962,413,71,0,342
S01011963,342,90,0,252
S01011964,493,123,0,370
S01011965,458,160,1,297
S01011966,351,96,1,254
S01011967,420,84,0,336
S01011968,664,166,0,498
S01011969,733,174,0,559
S01011970,800,188,0,612
S01011971,280,72,0,208
S01011972,786,200,0,586
S01011973,272,71,0,201
S01011974,358,84,0,274
S01011975,199,47,0,152
S01011976,452,130,0,322
S01011977,567,143,0,424
S01011978,589,207,0,382
S01011979,501,142,0,359
S01011980,230,53,0,177
S01011981,488,114,1,373
S01011982,619,144,0,475
S01011983,542,171,1,370
S01011984,315,90,0,225
S01011985,293,85,0,208
S01011986,461,91,0,370
S01011987,500,125,0,375
S01011988,326,112,1,213
S01011989,379,116,0,263
S01011990,364,150,0,214
S01011991,421,120,0,301
S01011992,535,170,0,365
S01011993,541,175,0,366
S01011994,358,136,0,222
S01011995,399,66,0,333
S01011996,333,89,0,244
S01011997,561,134,0,427
S01011998,389,89,0,300
S01011999,291,67,0,224
S01012000,244,56,0,188
S01012001,403,96,0,307
S01012002,334,113,0,221
S01012003,381,105,0,276
S01012004,727,198,1,528
S01012005,593,125,0,468
S01012006,340,67,1,272
S01012007,450,143,0,307
S01012008,632,182,0,450
S01012009,300,75,0,225
S01012010,657,220,0,437
S01012011,692,226,4,462
S01012012,320,130,0,190
S01012013,357,97,0,260
S01012014,833,226,0,607
S01012015,604,170,0,434
S01012016,360,87,0,273
S01012017,252,65,0,187
S01012018,374,94,0,280
S01012019,394,66,0,328
S01012020,489,134,0,355
S01012021,340,70,0,270
S01012022,471,71,0,400
S01012023,283,63,0,220
S01012024,484,84,1,399
S01012025,288,65,0,223
S01012026,348,58,0,290
S01012027,720,91,2,627
S01012028,440,92,0,348
S01012029,526,85,0,441
S01012030,512,103,0,409
S01012031,231,76,0,155
S01012032,142,31,0,111
S01012033,435,127,0,308
S01012034,447,100,0,347
S01012035,532,127,0,405
S01012036,536,145,0,391
S01012037,546,110,0,436
S01012038,519,55,2,462
S01012039,453,110,5,338
S01012040,255,36,2,217
S01012041,528,116,0,412
S01012042,489,125,0,364
S01012043,380,44,1,335
S01012044,519,153,3,363
S01012045,659,119,5,535
S01012046,445,127,4,314
S01012047,611,194,2,415
S01012048,433,116,2,315
S01012049,391,78,0,313
S01012050,478,54,1,423
S01012051,255,84,0,171
S01012052,497,140,0,357
S01012053,491,103,0,388
S01012054,596,71,2,523
S01012055,493,146,0,347
S01012056,394,122,6,266
S01012057,316,87,0,229
S01012058,416,111,0,305
S01012059,467,110,0,357
S01012060,466,136,0,330
S01012061,643,111,0,532
S01012062,420,59,0,361
S01012063,297,18,1,278
S01012064,366,26,0,340
S01012065,289,22,0,267
S01012066,382,25,0,357
S01012067,319,30,0,289
S01012068,385,55,1,329
S01012069,375,53,2,320
S01012070,603,118,4,481
S01012071,785,140,1,644
S01012072,740,128,4,608
S01012073,335,39,0,296
S01012074,297,42,1,254
S01012075,445,81,0,364
S01012076,501,120,0,381
S01012077,511,81,0,430
S01012078,367,30,0,337
S01012079,627,133,0,494
S01012080,487,72,0,415
S01012081,387,58,0,329
S01012082,495,88,0,407
S01012083,562,125,0,437
S01012084,274,63,0,211
S01012085,345,87,0,258
S01012086,448,93,0,355
S01012087,394,115,0,279
S01012088,256,24,0,232
S01012089,357,63,0,294
S01012090,433,97,0,336
S01012091,367,82,0,285
S01012092,269,63,0,206
S01012093,295,72,0,223
S01012094,355,91,0,264
S01012095,545,83,0,462
S01012096,388,97,0,291
S01012097,279,62,0,217
S01012098,431,88,0,343
S01012099,425,89,0,336
S01012100,722,161,0,561
S01012101,371,94,0,277
S01012102,424,50,4,370
S01012103,482,62,4,416
S01012104,345,46,0,299
S01012105,671,121,0,550
S01012106,575,93,0,482
S01012107,279,56,0,223
S01012108,697,308,1,388
S01012109,744,82,4,658
S01012110,541,152,0,389
S01012111,673,164,2,507
S01012112,579,234,0,345
S01012113,568,185,1,382
S01012114,567,127,0,440
S01012115,362,110,0,252
S01012116,320,101,1,218
S01012117,260,23,0,237
S01012118,393,32,0,361
S01012119,349,73,0,276
S01012120,256,46,0,210
S01012121,404,93,0,311
S01012122,365,83,0,282
S01012123,314,57,0,257
S01012124,353,59,2,292
S01012125,664,124,1,539
S01012126,477,30,3,444
S01012127,760,57,11,692
S01012128,431,32,3,396
S01012129,602,104,1,497
S01012130,770,234,0,536
S01012131,904,128,10,766
S01012132,547,99,14,434
S01012133,558,41,6,511
S01012134,738,209,8,521
S01012135,732,101,3,628
S01012136,573,39,16,518
S01012137,575,157,1,417
S01012138,550,120,8,422
S01012139,574,159,4,411
S01012140,377,104,3,270
S01012141,511,137,0,374
S01012142,395,125,0,270
S01012143,554,179,1,374
S01012144,449,146,2,301
S01012145,436,120,0,316
S01012146,651,150,13,488
S01012147,537,122,0,415
S01012148,364,61,0,303
S01012149,380,47,0,333
S01012150,359,92,0,267
S01012151,523,159,0,364
S01012152,479,73,0,406
S01012153,453,45,14,394
S01012154,502,78,3,421
S01012155,551,89,4,458
S01012156,691,129,0,562
S01012157,547,93,2,452
S01012158,760,72,2,686
S01012159,229,65,0,164
S01012160,409,86,0,323
S01012161,240,33,0,207
S01012162,428,32,0,396
S01012163,421,47,0,374
S01012164,488,32,0,456
S01012165,452,58,0,394
S01012166,394,48,0,346
S01012167,388,82,0,306
S01012168,477,135,1,341
S01012169,429,109,0,320
S01012170,670,206,0,464
S01012171,576,146,0,430
S01012172,460,119,1,340
S01012173,334,124,0,210
S01012174,429,85,0,344
S01012175,467,64,0,403
S01012176,577,80,0,497
S01012177,335,53,0,282
S01012178,400,74,0,326
S01012179,379,128,0,251
S01012180,339,120,0,219
S01012181,669,216,0,453
S01012182,644,103,1,540
S01012183,1105,96,2,1007
S01012184,451,37,1,413
S01012185,553,56,1,496
S01012186,430,116,0,314
S01012187,471,108,0,363
S01012188,298,94,0,204
S01012189,348,62,0,286
S01012190,311,27,0,284
S01012191,411,83,0,328
S01012192,174,45,0,129
S01012193,249,20,0,229
S01012194,273,18,0,255
S01012195,360,82,0,278
S01012196,211,20,0,191
S01012197,473,120,0,353
S01012198,499,100,0,399
S01012199,375,79,0,296
S01012200,278,59,0,219
S01012201,460,94,0,366
S01012202,241,56,0,185
S01012203,386,84,0,302
S01012204,270,22,0,248
S01012205,358,40,0,318
S01012206,363,45,0,318
S01012207,521,140,0,381
S01012208,599,135,0,464
S01012209,459,109,0,350
S01012210,385,145,0,240
S01012211,503,112,0,391
S01012212,461,92,0,369
S01012213,426,86,0,340
S01012214,338,101,0,237
S01012215,385,71,0,314
S01012216,511,99,0,412
S01012217,267,35,0,232
S01012218,292,65,1,226
S01012219,446,134,0,312
S01012220,531,119,1,411
S01012221,379,129,1,249
S01012222,614,160,3,451
S01012223,399,121,1,277
S01012224,461,113,3,345
S01012225,551,121,3,427
S01012226,320,60,0,260
S01012227,356,63,0,293
S01012228,291,46,3,242
S01012229,385,61,0,324
S01012230,454,90,3,361
S01012231,289,40,0,249
S01012232,433,71,0,362
S01012233,341,59,0,282
S01012234,563,76,0,487
S01012235,362,87,0,275
S01012236,380,88,0,292
S01012237,350,88,1,261
S01012238,309,74,1,234
S01012239,274,56,0,218
S01012240,391,119,0,272
S01012241,301,72,0,229
S01012242,338,79,0,259
S01012243,364,84,1,279
S01012244,403,74,0,329
S01012245,564,149,0,415
S01012246,401,62,0,339
S01012247,303,68,0,235
S01012248,383,66,0,317
S01012249,429,82,0,347
S01012250,367,84,0,283
S01012251,539,142,0,397
S01012252,537,121,1,415
S01012253,563,160,0,403
S01012254,432,113,0,319
S01012255,475,179,2,294
S01012256,556,94,0,462
S01012257,515,128,0,387
S01012258,730,167,0,563
S01012259,388,149,0,239
S01012260,632,154,0,478
S01012261,512,95,0,417
S01012262,786,132,0,654
S01012263,403,80,0,323
S01012264,222,59,0,163
S01012265,525,129,0,396
S01012266,620,193,1,426
S01012267,479,94,0,385
S01012268,657,134,4,519
S01012269,461,145,0,316
S01012270,395,84,2,309
S01012271,624,88,0,536
S01012272,381,82,0,299
S01012273,424,100,1,323
S01012274,566,82,0,484
S01012275,450,64,22,364
S01012276,767,128,4,635
S01012277,639,91,4,544
S01012278,713,182,24,507
S01012279,628,92,10,526
S01012280,488,100,1,387
S01012281,490,115,8,367
S01012282,521,193,5,323
S01012283,437,83,2,352
S01012284,436,126,8,302
S01012285,308,93,1,214
S01012286,590,92,19,479
S01012287,599,113,2,484
S01012288,550,106,4,440
S01012289,580,176,1,403
S01012290,328,109,0,219
S01012291,371,64,0,307
S01012292,630,221,0,409
S01012293,442,65,0,377
S01012294,447,62,0,385
S01012295,280,20,0,260
S01012296,462,50,1,411
S01012297,447,58,1,388
S01012298,591,121,1,469
S01012299,257,44,0,213
S01012300,558,155,0,403
S01012301,441,86,0,355
S01012302,321,60,0,261
S01012303,410,90,0,320
S01012304,522,117,0,405
S01012305,431,141,0,290
S01012306,440,152,0,288
S01012307,451,117,0,334
S01012308,408,88,0,320
S01012309,440,128,1,311
S01012310,702,175,1,526
S01012311,415,138,0,277
S01012312,439,92,3,344
S01012313,384,86,0,298
S01012314,414,108,0,306
S01012315,447,148,3,296
S01012316,353,108,0,245
S01012317,222,63,0,159
S01012318,329,51,0,278
S01012319,485,101,0,384
S01012320,349,89,0,260
S01012321,551,142,0,409
S01012322,551,147,0,404
S01012323,632,164,0,468
S01012324,469,104,0,365
S01012325,437,173,0,264
S01012326,496,160,1,335
S01012327,433,135,1,297
S01012328,408,144,0,264
S01012329,446,121,0,325
S01012330,321,99,0,222
S01012331,537,171,0,366
S01012332,537,115,0,422
S01012333,613,155,0,458
S01012334,411,128,0,283
S01012335,786,148,0,638
S01012336,451,161,0,290
S01012337,520,183,0,337
S01012338,480,181,0,299
S01012339,561,201,1,359
S01012340,523,160,0,363
S01012341,404,72,0,332
S01012342,437,119,0,318
S01012343,498,104,1,393
S01012344,541,123,0,418
S01012345,357,91,0,266
S01012346,575,142,5,428
S01012347,327,123,0,204
S01012348,531,139,0,392
S01012349,503,133,0,370
S01012350,535,141,0,394
S01012351,464,117,0,347
S01012352,552,146,0,406
S01012353,488,140,0,348
S01012354,518,179,1,338
S01012355,468,89,0,379
S01012356,532,148,0,384
S01012357,427,100,0,327
S01012358,376,91,0,285
S01012359,422,91,0,331
S01012360,324,49,1,274
S01012361,371,72,1,298
S01012362,477,66,0,411
S01012363,709,216,10,483
S01012364,487,136,0,351
S01012365,573,157,0,416
S01012366,609,193,0,416
S01012367,492,139,0,353
S01012368,367,101,0,266
S01012369,506,148,0,358
S01012370,708,213,0,495
S01012371,619,186,0,433
S01012372,663,198,0,465
S01012373,608,155,0,453
S01012374,402,92,0,310
S01012375,595,147,0,448
S01012376,407,75,0,332
S01012377,324,80,1,243
S01012378,299,67,0,232
S01012379,263,65,3,195
S01012380,687,133,0,554
S01012381,560,209,0,351
S01012382,489,126,0,363
S01012383,540,183,0,357
S01012384,307,101,0,206
S01012385,370,62,1,307
S01012386,521,90,0,431
S01012387,407,96,0,311
S01012388,306,62,0,244
S01012389,388,54,0,334
S01012390,307,49,0,258
S01012391,593,73,0,520
S01012392,353,55,0,298
S01012393,558,90,0,468
S01012394,426,66,0,360
S01012395,379,100,0,279
S01012396,428,102,0,326
S01012397,418,128,0,290
S01012398,532,106,0,426
S01012399,393,101,0,292
S01012400,441,86,0,355
S01012401,469,63,0,406
S01012402,184,19,0,165
S01012403,437,75,0,362
S01012404,589,105,0,484
S01012405,274,41,0,233
S01012406,303,65,0,238
S01012407,432,85,0,347
S01012408,336,73,0,263
S01012409,483,108,0,375
S01012410,543,81,1,461
S01012411,593,100,0,493
S01012412,281,58,0,223
S01012413,450,131,0,319
S01012414,341,104,0,237
S01012415,278,69,0,209
S01012416,216,65,0,151
S01012417,299,99,0,200
S01012418,343,91,0,252
S01012419,438,120,0,318
S01012420,469,112,0,357
S01012421,471,135,0,336
S01012422,579,138,0,441
S01012423,443,98,0,345
S01012424,414,100,0,314
S01012425,307,85,0,222
S01012426,286,67,0,219
S01012427,336,76,0,260
S01012428,368,90,0,278
S01012429,286,94,0,192
S01012430,491,148,0,343
S01012431,505,177,0,328
S01012432,395,148,1,246
S01012433,422,161,0,261
S01012434,394,87,0,307
S01012435,446,94,0,352
S01012436,410,82,0,328
S01012437,362,92,0,270
S01012438,429,70,0,359
S01012439,414,95,0,319
S01012440,378,78,0,300
S01012441,419,97,0,322
S01012442,423,80,0,343
S01012443,313,68,0,245
S01012444,538,133,0,405
S01012445,39,16,0,23
S01012446,321,69,0,252
S01012447,404,97,0,307
S01012448,361,61,0,300
S01012449,302,57,0,245
S01012450,368,66,0,302
S01012451,397,175,0,222
S01012452,365,146,0,219
S01012453,413,138,0,275
S01012454,462,169,0,293
S01012455,246,79,0,167
S01012456,385,119,0,266
S01012457,561,152,0,409
S01012458,358,116,0,242
S01012459,336,73,0,263
S01012460,331,101,1,229
S01012461,276,74,0,202
S01012462,449,130,0,319
S01012463,329,52,0,277
S01012464,255,19,0,236
S01012465,312,47,0,265
S01012466,453,133,0,320
S01012467,574,174,1,399
S01012468,359,95,0,264
S01012469,466,145,1,320
S01012470,492,149,0,343
S01012471,352,126,0,226
S01012472,359,143,0,216
S01012473,276,65,0,211
S01012474,430,154,1,275
S01012475,344,122,0,222
S01012476,495,137,1,357
S01012477,337,74,0,263
S01012478,368,94,0,274
S01012479,393,74,0,319
S01012480,460,68,7,385
S01012481,419,67,5,347
S01012482,466,208,1,257
S01012483,570,145,4,421
S01012484,515,143,0,372
S01012485,610,227,0,383
S01012486,352,163,0,189
S01012487,306,58,0,248
S01012488,483,137,0,346
S01012489,656,79,0,577
S01012490,731,141,4,586
S01012491,389,44,0,345
S01012492,623,145,7,471
S01012493,478,228,2,248
S01012494,642,157,0,485
S01012495,539,120,3,416
S01012496,314,79,1,234
S01012497,310,88,1,221
S01012498,385,63,0,322
S01012499,501,74,0,427
S01012500,263,52,0,211
S01012501,401,61,0,340
S01012502,471,49,0,422
S01012503,308,76,1,231
S01012504,323,65,0,258
S01012505,547,132,0,415
S01012506,241,78,0,163
S01012507,482,117,0,365
S01012508,446,108,0,338
S01012509,256,78,0,178
S01012510,457,88,0,369
S01012511,388,88,0,300
S01012512,403,92,0,311
S01012513,234,39,0,195
S01012514,335,26,1,308
S01012515,404,122,0,282
S01012516,301,86,0,215
S01012517,482,96,0,386
S01012518,452,149,0,303
S01012519,416,132,0,284
S01012520,345,118,0,227
S01012521,383,104,0,279
S01012522,396,114,0,282
S01012523,488,170,0,318
S01012524,520,216,0,304
S01012525,473,141,0,332
S01012526,421,160,0,261
S01012527,285,90,0,195
S01012528,337,59,0,278
S01012529,403,110,0,293
S01012530,499,182,0,317
S01012531,500,122,0,378
S01012532,481,102,0,379
S01012533,456,124,0,332
S01012534,440,134,0,306
S01012535,408,101,0,307
S01012536,341,74,0,267
S01012537,477,102,7,368
S01012538,527,111,0,416
S01012539,356,93,1,262
S01012540,440,100,0,340
S01012541,495,86,0,409
S01012542,512,135,0,377
S01012543,276,48,0,228
S01012544,388,79,1,308
S01012545,270,71,0,199
S01012546,384,91,0,293
S01012547,312,95,0,217
S01012548,465,130,0,335
S01012549,372,91,0,281
S01012550,416,99,0,317
S01012551,436,94,0,342
S01012552,386,98,0,288
S01012553,360,45,0,315
S01012554,341,67,0,274
S01012555,211,33,1,177
S01012556,221,57,0,164
S01012557,322,88,1,233
S01012558,344,57,1,286
S01012559,600,221,0,379
S01012560,527,187,0,340
S01012561,578,207,0,371
S01012562,701,212,0,489
S01012563,331,126,1,204
S01012564,397,143,0,254
S01012565,491,200,0,291
S01012566,485,132,0,353
S01012567,621,148,0,473
S01012568,457,155,0,302
S01012569,354,124,1,229
S01012570,314,59,0,255
S01012571,362,72,0,290
S01012572,244,49,0,195
S01012573,325,49,0,276
S01012574,536,114,0,422
S01012575,346,79,0,267
S01012576,527,131,0,396
S01012577,437,107,0,330
S01012578,682,237,0,445
S01012579,330,51,0,279
S01012580,325,50,0,275
S01012581,486,88,0,398
S01012582,417,70,0,347
S01012583,326,61,0,265
S01012584,331,85,0,246
S01012585,708,153,0,555
S01012586,313,43,0,270
S01012587,387,58,0,329
S01012588,310,53,0,257
S01012589,337,68,0,269
S01012590,503,135,0,368
S01012591,556,149,0,407
S01012592,266,37,0,229
S01012593,473,56,0,417
S01012594,293,74,0,219
S01012595,370,88,0,282
S01012596,347,61,0,286
S01012597,170,37,0,133
S01012598,332,73,0,259
S01012599,356,93,0,263
S01012600,308,41,0,267
S01012601,357,56,0,301
S01012602,388,117,2,269
S01012603,337,78,0,259
S01012604,369,82,0,287
S01012605,388,93,0,295
S01012606,106,2,0,104
S01012607,312,55,0,257
S01012608,458,111,0,347
S01012609,439,100,0,339
S01012610,561,90,0,471
S01012611,382,82,0,300
S01012612,478,118,1,359
S01012613,517,83,0,434
S01012614,494,110,0,384
S01012615,441,108,0,333
S01012616,419,91,0,328
S01012617,294,28,0,266
S01012618,266,32,0,234
S01012619,382,107,0,275
S01012620,425,140,0,285
S01012621,421,138,0,283
S01012622,390,98,0,292
S01012623,417,84,0,333
S01012624,359,85,0,274
S01012625,343,67,0,276
S01012626,347,67,0,280
S01012627,283,55,0,228
S01012628,545,76,0,469
S01012629,144,40,0,104
S01012630,508,197,1,310
S01012631,497,67,0,430
S01012632,304,53,0,251
S01012633,458,114,0,344
S01012634,596,142,0,454
S01012635,791,131,0,660
S01012636,599,73,0,526
S01012637,471,96,0,375
S01012638,479,140,0,339
S01012639,672,245,0,427
S01012640,610,115,0,495
S01012641,484,176,0,308
S01012642,750,146,0,604
S01012643,238,42,0,196
S01012644,345,107,0,238
S01012645,598,154,0,444
S01012646,535,99,0,436
S01012647,438,29,0,409
S01012648,293,55,0,238
S01012649,363,86,0,277
S01012650,342,66,0,276
S01012651,380,95,0,285
S01012652,431,88,0,343
S01012653,405,48,0,357
S01012654,401,74,0,327
S01012655,567,116,0,451
S01012656,465,125,0,340
S01012657,406,86,0,320
S01012658,424,109,0,315
S01012659,298,40,0,258
S01012660,338,92,0,246
S01012661,415,84,1,330
S01012662,438,110,2,326
S01012663,422,113,0,309
S01012664,520,130,0,390
S01012665,397,95,0,302
S01012666,377,104,0,273
S01012667,324,76,0,248
S01012668,506,106,0,400
S01012669,417,110,0,307
S01012670,295,86,0,209
S01012671,562,110,0,452
S01012672,403,81,0,322
S01012673,394,63,0,331
S01012674,320,57,0,263
S01012675,476,80,0,396
S01012676,387,62,0,325
S01012677,256,53,0,203
S01012678,268,32,0,236
S01012679,372,99,0,273
S01012680,210,37,0,173
S01012681,370,81,0,289
S01012682,365,127,0,238
S01012683,405,51,0,354
S01012684,177,31,0,146
S01012685,488,79,0,409
S01012686,568,120,0,448
S01012687,561,188,0,373
S01012688,483,138,0,345
S01012689,226,50,0,176
S01012690,202,39,0,163
S01012691,402,85,0,317
S01012692,443,114,0,329
S01012693,321,45,0,276
S01012694,261,56,0,205
S01012695,306,53,0,253
S01012696,272,47,0,225
S01012697,197,38,0,159
S01012698,427,93,0,334
S01012699,429,91,0,338
S01012700,341,69,0,272
S01012701,501,132,0,369
S01012702,292,50,0,242
S01012703,270,24,0,246
S01012704,329,56,0,273
S01012705,257,18,0,239
S01012706,421,75,0,346
S01012707,322,47,0,275
S01012708,431,92,0,339
S01012709,310,92,0,218
S01012710,474,107,0,367
S01012711,611,121,0,490
S01012712,358,117,0,241
S01012713,510,166,0,344
S01012714,285,93,0,192
S01012715,539,122,0,417
S01012716,472,138,3,331
S01012717,685,222,2,461
S01012718,489,107,0,382
S01012719,666,124,4,538
S01012720,546,77,4,465
S01012721,312,95,0,217
S01012722,605,110,0,495
S01012723,434,98,0,336
S01012724,412,109,0,303
S01012725,607,115,1,491
S01012726,411,113,0,298
S01012727,396,74,0,322
S01012728,448,54,0,394
S01012729,392,74,0,318
S01012730,266,37,0,229
S01012731,335,71,0,264
S01012732,332,53,0,279
S01012733,1203,25,0,1178
S01012734,44,9,0,35
S01012735,251,56,0,195
S01012736,501,63,0,438
S01012737,517,64,0,453
S01012738,255,44,0,211
S01012739,50,9,0,41
S01012740,40,3,0,37
S01012741,272,31,0,241
S01012742,359,74,0,285
S01012743,416,97,0,319
S01012744,277,28,0,249
S01012745,406,102,0,304
S01012746,465,76,0,389
S01012747,481,94,0,387
S01012748,369,62,0,307
S01012749,387,48,0,339
S01012750,336,39,0,297
S01012751,651,157,0,494
S01012752,375,45,0,330
S01012753,235,37,0,198
S01012754,417,83,0,334
S01012755,327,82,0,245
S01012756,759,154,0,605
S01012757,236,57,0,179
S01012758,321,63,0,258
S01012759,383,78,0,305
S01012760,424,71,1,352
S01012761,478,89,1,388
S01012762,347,88,1,258
S01012763,287,62,0,225
S01012764,424,79,0,345
S01012765,267,65,0,202
S01012766,318,63,0,255
S01012767,328,80,0,248
S01012768,344,54,0,290
S01012769,361,23,0,338
S01012770,408,103,0,305
S01012771,406,93,0,313
S01012772,480,88,0,392
S01012773,568,125,0,443
S01012774,408,55,0,353
S01012775,326,78,0,248
S01012776,383,66,0,317
S01012777,481,70,0,411
S01012778,488,57,0,431
S01012779,425,29,0,396
S01012780,443,90,0,353
S01012781,300,56,0,244
S01012782,408,76,0,332
S01012783,445,59,0,386
S01012784,533,87,0,446
S01012785,388,79,0,309
S01012786,685,107,8,570
S01012787,271,37,6,228
S01012788,409,51,0,358
S01012789,462,88,1,373
S01012790,405,85,3,317
S01012791,379,129,0,250
S01012792,551,150,1,400
S01012793,495,111,1,383
S01012794,259,57,0,202
S01012795,523,95,0,428
S01012796,389,50,0,339
S01012797,299,23,0,276
S01012798,546,177,0,369
S01012799,548,167,0,381
S01012800,487,127,0,360
S01012801,303,136,0,167
S01012802,259,34,0,225
S01012803,315,53,0,262
S01012804,396,85,0,311
S01012805,440,86,1,353
S01012806,378,60,0,318
S01012807,492,48,0,444
S01012808,475,146,0,329
S01012809,483,132,0,351
S01012810,481,118,0,363
S01012811,379,109,0,270
S01012812,402,73,0,329
S01012813,416,115,0,301
S01012814,365,34,0,331
S01012815,510,33,0,477
S01012816,369,60,0,309
S01012817,164,6,0,158
S01012818,325,20,0,305
S01012819,523,110,0,413
S01012820,892,28,0,864
S01012821,626,35,0,591
S01012822,438,68,0,370
S01012823,255,6,0,249
S01012824,551,65,0,486
S01012825,632,75,0,557
S01012826,637,44,0,593
S01012827,574,36,0,538
S01012828,833,30,0,803
S01012829,362,58,0,304
S01012830,313,71,0,242
S01012831,383,127,0,256
S01012832,215,35,0,180
S01012833,449,68,0,381
S01012834,353,61,0,292
S01012835,447,98,0,349
S01012836,203,3,0,200
S01012837,557,48,0,509
S01012838,534,44,0,490
S01012839,300,40,0,260
S01012840,367,17,0,350
S01012841,303,52,0,251
S01012842,446,57,0,389
S01012843,426,100,0,326
S01012844,335,47,0,288
S01012845,421,101,0,320
S01012846,598,169,4,425
S01012847,338,84,0,254
S01012848,349,47,0,302
S01012849,543,96,0,447
S01012850,443,132,0,311
S01012851,469,145,0,324
S01012852,438,92,1,345
S01012853,451,141,0,310
S01012854,519,86,3,430
S01012855,570,98,0,472
S01012856,529,174,0,355
S01012857,751,256,0,495
S01012858,533,94,1,438
S01012859,611,80,14,517
S01012860,382,138,0,244
S01012861,322,71,0,251
S01012862,513,116,4,393
S01012863,490,64,1,425
S01012864,469,59,0,410
S01012865,564,173,1,390
S01012866,470,124,6,340
S01012867,449,121,0,328
S01012868,462,102,4,356
S01012869,257,28,0,229
S01012870,450,120,0,330
S01012871,431,93,0,338
S01012872,378,54,1,323
S01012873,410,66,0,344
S01012874,426,95,0,331
S01012875,317,49,5,263
S01012876,429,112,0,317
S01012877,331,92,0,239
S01012878,373,61,0,312
S01012879,495,175,0,320
S01012880,435,138,0,297
S01012881,654,236,1,417
S01012882,490,59,0,431
S01012883,557,140,0,417
S01012884,337,120,0,217
S01012885,434,78,1,355
S01012886,392,111,0,281
S01012887,352,110,0,242
S01012888,393,110,0,283
S01012889,473,42,0,431
S01012890,340,49,0,291
S01012891,339,76,0,263
S01012892,610,134,0,476
S01012893,520,127,0,393
S01012894,350,51,0,299
S01012895,259,36,0,223
S01012896,574,160,0,414
S01012897,626,80,0,546
S01012898,374,44,0,330
S01012899,389,83,0,306
S01012900,445,57,0,388
S01012901,844,127,0,717
S01012902,483,89,0,394
S01012903,490,96,0,394
S01012904,480,80,0,400
S01012905,411,81,0,330
S01012906,583,149,0,434
S01012907,552,172,0,380
S01012908,551,173,0,378
S01012909,472,158,0,314
S01012910,662,160,0,502
S01012911,384,132,0,252
S01012912,649,178,0,471
S01012913,470,147,0,323
S01012914,506,90,0,416
S01012915,447,77,0,370
S01012916,442,139,0,303
S01012917,270,65,0,205
S01012918,421,121,0,300
S01012919,229,93,0,136
S01012920,258,86,0,172
S01012921,338,93,0,245
S01012922,437,94,0,343
S01012923,456,79,0,377
S01012924,269,50,0,219
S01012925,240,56,0,184
S01012926,333,67,0,266
S01012927,339,65,0,274
S01012928,463,130,0,333
S01012929,408,135,0,273
S01012930,544,182,0,362
S01012931,574,145,0,429
S01012932,251,64,0,187
S01012933,396,123,0,273
S01012934,408,121,0,287
S01012935,645,166,0,479
S01012936,459,151,0,308
S01012937,394,105,0,289
S01012938,360,106,0,254
S01012939,268,40,1,227
S01012940,327,58,0,269
S01012941,257,17,0,240
S01012942,404,83,0,321
S01012943,343,63,0,280
S01012944,295,76,0,219
S01012945,241,16,0,225
S01012946,338,40,0,298
