"dz_2011","total","active","inactive"
"S01010039",1133,790,343
"S01010040",792,562,230
"S01010041",608,401,207
"S01010042",870,668,202
"S01010043",527,347,180
"S01010044",978,640,338
"S01010045",381,179,202
"S01010046",606,349,257
"S01010047",615,317,298
"S01010048",727,387,340
"S01010049",649,374,275
"S01010050",574,290,284
"S01010051",528,268,260
"S01010052",586,331,255
"S01010053",666,400,266
"S01010054",398,199,199
"S01010055",874,497,377
"S01010056",515,314,201
"S01010057",129,85,44
"S01010058",512,320,192
"S01010059",506,371,135
"S01010060",713,444,269
"S01010061",395,293,102
"S01010062",525,318,207
"S01010063",886,568,318
"S01010064",398,258,140
"S01010065",635,371,264
"S01010066",570,300,270
"S01010067",438,255,183
"S01010068",552,360,192
"S01010069",598,461,137
"S01010070",546,431,115
"S01010071",690,453,237
"S01010072",610,421,189
"S01010073",555,382,173
"S01010074",573,382,191
"S01010075",444,252,192
"S01010076",507,332,175
"S01010077",375,203,172
"S01010078",400,296,104
"S01010079",710,500,210
"S01010080",499,325,174
"S01010081",546,346,200
"S01010082",656,467,189
"S01010083",603,351,252
"S01010084",592,348,244
"S01010085",499,351,148
"S01010086",702,391,311
"S01010087",549,347,202
"S01010088",1284,1111,173
"S01010089",546,336,210
"S01010090",810,617,193
"S01010091",347,253,94
"S01010092",715,354,361
"S01010093",676,472,204
"S01010094",497,357,140
"S01010095",534,393,141
"S01010096",567,419,148
"S01010097",543,387,156
"S01010098",534,390,144
"S01010099",511,362,149
"S01010100",675,441,234
"S01010101",566,400,166
"S01010102",738,591,147
"S01010103",758,636,122
"S01010104",265,215,50
"S01010105",423,258,165
"S01010106",316,179,137
"S01010107",545,328,217
"S01010108",499,330,169
"S01010109",1416,1132,284
"S01010110",665,350,315
"S01010111",593,320,273
"S01010112",770,448,322
"S01010113",374,223,151
"S01010114",569,288,281
"S01010115",435,340,95
"S01010116",359,284,75
"S01010117",333,219,114
"S01010118",456,228,228
"S01010119",380,265,115
"S01010120",744,422,322
"S01010121",430,251,179
"S01010122",345,162,183
"S01010123",513,324,189
"S01010124",419,311,108
"S01010125",337,218,119
"S01010126",563,394,169
"S01010127",520,292,228
"S01010128",336,181,155
"S01010129",530,294,236
"S01010130",442,255,187
"S01010131",733,509,224
"S01010132",800,387,413
"S01010133",530,270,260
"S01010134",743,425,318
"S01010135",544,293,251
"S01010136",608,405,203
"S01010137",666,400,266
"S01010138",760,351,409
"S01010139",780,465,315
"S01010140",582,452,130
"S01010141",613,333,280
"S01010142",458,307,151
"S01010143",517,296,221
"S01010144",507,343,164
"S01010145",586,379,207
"S01010146",614,394,220
"S01010147",718,409,309
"S01010148",565,316,249
"S01010149",408,294,114
"S01010150",377,201,176
"S01010151",431,215,216
"S01010152",620,391,229
"S01010153",688,386,302
"S01010154",566,279,287
"S01010155",574,329,245
"S01010156",320,174,146
"S01010157",423,226,197
"S01010158",667,385,282
"S01010159",513,282,231
"S01010160",465,272,193
"S01010161",469,332,137
"S01010162",425,238,187
"S01010163",518,277,241
"S01010164",550,314,236
"S01010165",576,328,248
"S01010166",551,313,238
"S01010167",612,302,310
"S01010168",191,122,69
"S01010169",611,411,200
"S01010170",416,251,165
"S01010171",1146,732,414
"S01010172",501,269,232
"S01010173",529,332,197
"S01010174",1251,381,870
"S01010175",344,212,132
"S01010176",495,278,217
"S01010177",541,307,234
"S01010178",708,413,295
"S01010179",464,262,202
"S01010180",562,376,186
"S01010181",450,253,197
"S01010182",552,411,141
"S01010183",320,179,141
"S01010184",462,279,183
"S01010185",374,216,158
"S01010186",501,369,132
"S01010187",528,416,112
"S01010188",1122,887,235
"S01010189",730,612,118
"S01010191",521,414,107
"S01010192",627,507,120
"S01010193",658,487,171
"S01010194",472,283,189
"S01010195",390,237,153
"S01010196",561,316,245
"S01010197",500,310,190
"S01010198",748,407,341
"S01010199",375,236,139
"S01010200",487,290,197
"S01010201",453,319,134
"S01010202",520,288,232
"S01010203",406,311,95
"S01010204",589,314,275
"S01010205",534,317,217
"S01010206",338,72,266
"S01010207",459,192,267
"S01010208",745,521,224
"S01010209",677,424,253
"S01010210",641,391,250
"S01010211",589,302,287
"S01010212",824,440,384
"S01010213",657,389,268
"S01010214",717,483,234
"S01010215",608,307,301
"S01010216",464,254,210
"S01010217",598,366,232
"S01010218",790,541,249
"S01010219",382,227,155
"S01010220",519,388,131
"S01010221",308,161,147
"S01010222",414,275,139
"S01010223",462,262,200
"S01010224",828,457,371
"S01010225",734,465,269
"S01010226",565,316,249
"S01010227",454,243,211
"S01010228",499,253,246
"S01010229",787,497,290
"S01010230",772,442,330
"S01010231",712,447,265
"S01010232",743,493,250
"S01010233",705,398,307
"S01010234",995,672,323
"S01010235",742,592,150
"S01010236",464,348,116
"S01010237",436,339,97
"S01010238",658,487,171
"S01010239",612,367,245
"S01010240",580,396,184
"S01010241",830,583,247
"S01010242",644,435,209
"S01010243",833,568,265
"S01010244",636,345,291
"S01010245",696,343,353
"S01010246",649,361,288
"S01010247",581,396,185
"S01010248",738,564,174
"S01010249",617,445,172
"S01010250",676,521,155
"S01010251",530,403,127
"S01010252",629,462,167
"S01010253",481,264,217
"S01010254",841,524,317
"S01010255",523,311,212
"S01010256",676,410,266
"S01010257",1526,537,989
"S01010258",493,306,187
"S01010259",1089,453,636
"S01010260",1780,807,973
"S01010261",2373,931,1442
"S01010262",750,363,387
"S01010263",713,485,228
"S01010264",816,556,260
"S01010265",986,633,353
"S01010266",474,281,193
"S01010267",582,363,219
"S01010268",683,417,266
"S01010269",421,224,197
"S01010270",972,442,530
"S01010271",842,475,367
"S01010272",1154,716,438
"S01010273",378,273,105
"S01010274",548,377,171
"S01010275",575,424,151
"S01010276",920,703,217
"S01010277",464,267,197
"S01010278",472,310,162
"S01010279",452,269,183
"S01010280",793,585,208
"S01010281",719,502,217
"S01010282",896,605,291
"S01010283",578,452,126
"S01010284",1339,728,611
"S01010285",630,396,234
"S01010286",1388,600,788
"S01010287",810,507,303
"S01010288",745,496,249
"S01010289",687,525,162
"S01010290",485,313,172
"S01010291",975,518,457
"S01010292",831,535,296
"S01010293",723,455,268
"S01010294",631,338,293
"S01010295",870,522,348
"S01010296",560,334,226
"S01010297",894,501,393
"S01010298",677,415,262
"S01010299",404,200,204
"S01010300",764,449,315
"S01010301",457,305,152
"S01010302",495,249,246
"S01010303",387,189,198
"S01010304",456,255,201
"S01010305",694,429,265
"S01010306",675,472,203
"S01010307",732,543,189
"S01010308",858,591,267
"S01010309",356,193,163
"S01010310",540,329,211
"S01010311",455,226,229
"S01010312",647,327,320
"S01010313",529,271,258
"S01010314",1034,541,493
"S01010315",569,408,161
"S01010316",1628,690,938
"S01010317",660,482,178
"S01010318",342,232,110
"S01010319",565,404,161
"S01010320",594,370,224
"S01010321",634,441,193
"S01010322",914,686,228
"S01010323",466,237,229
"S01010324",566,284,282
"S01010325",760,371,389
"S01010326",707,359,348
"S01010327",827,558,269
"S01010328",706,457,249
"S01010329",377,220,157
"S01010330",369,209,160
"S01010331",457,264,193
"S01010332",549,293,256
"S01010333",712,440,272
"S01010334",766,498,268
"S01010335",573,315,258
"S01010336",471,260,211
"S01010337",486,275,211
"S01010338",641,340,301
"S01010339",489,270,219
"S01010340",415,260,155
"S01010341",441,282,159
"S01010342",430,337,93
"S01010343",745,602,143
"S01010344",540,292,248
"S01010345",551,429,122
"S01010346",783,588,195
"S01010347",885,470,415
"S01010348",707,468,239
"S01010349",666,405,261
"S01010350",668,392,276
"S01010351",636,443,193
"S01010352",395,223,172
"S01010353",706,338,368
"S01010354",562,328,234
"S01010355",582,361,221
"S01010356",539,409,130
"S01010357",468,266,202
"S01010358",621,350,271
"S01010359",553,307,246
"S01010360",470,283,187
"S01010361",445,263,182
"S01010362",672,385,287
"S01010363",607,452,155
"S01010364",700,490,210
"S01010365",782,582,200
"S01010366",850,617,233
"S01010367",1413,702,711
"S01010368",543,406,137
"S01010369",654,501,153
"S01010370",618,468,150
"S01010371",872,611,261
"S01010372",431,333,98
"S01010373",654,461,193
"S01010374",860,606,254
"S01010375",397,201,196
"S01010376",659,380,279
"S01010377",851,443,408
"S01010378",773,395,378
"S01010379",1044,519,525
"S01010380",752,530,222
"S01010381",561,373,188
"S01010382",763,557,206
"S01010383",670,390,280
"S01010384",824,585,239
"S01010385",749,492,257
"S01010386",680,412,268
"S01010387",940,646,294
"S01010388",867,554,313
"S01010389",1638,1281,357
"S01010390",981,792,189
"S01010391",666,526,140
"S01010393",880,669,211
"S01010394",640,365,275
"S01010395",840,592,248
"S01010396",863,589,274
"S01010397",475,349,126
"S01010398",909,694,215
"S01010399",946,766,180
"S01010400",891,669,222
"S01010401",524,347,177
"S01010402",855,656,199
"S01010403",836,610,226
"S01010404",622,464,158
"S01010405",660,511,149
"S01010406",735,528,207
"S01010407",819,464,355
"S01010408",369,246,123
"S01010409",491,345,146
"S01010410",424,315,109
"S01010411",883,630,253
"S01010412",694,504,190
"S01010413",503,315,188
"S01010414",626,456,170
"S01010415",776,488,288
"S01010416",558,402,156
"S01010417",428,336,92
"S01010418",894,690,204
"S01010419",772,579,193
"S01010420",441,305,136
"S01010421",637,455,182
"S01010422",778,547,231
"S01010423",661,428,233
"S01010424",635,399,236
"S01010425",819,527,292
"S01010426",582,405,177
"S01010427",703,407,296
"S01010428",507,351,156
"S01010429",725,550,175
"S01010430",645,389,256
"S01010431",514,378,136
"S01010432",583,360,223
"S01010433",537,314,223
"S01010434",473,301,172
"S01010435",443,306,137
"S01010436",749,475,274
"S01010437",406,257,149
"S01010438",592,387,205
"S01010439",772,556,216
"S01010440",643,399,244
"S01010441",686,578,108
"S01010442",587,454,133
"S01010443",378,262,116
"S01010444",496,310,186
"S01010445",426,227,199
"S01010446",649,436,213
"S01010447",747,414,333
"S01010448",646,438,208
"S01010449",571,326,245
"S01010450",605,355,250
"S01010451",714,435,279
"S01010452",569,353,216
"S01010453",399,242,157
"S01010454",572,353,219
"S01010455",697,359,338
"S01010456",386,247,139
"S01010457",466,292,174
"S01010458",557,306,251
"S01010459",409,215,194
"S01010460",532,402,130
"S01010461",619,374,245
"S01010462",614,318,296
"S01010463",567,388,179
"S01010464",369,264,105
"S01010465",769,602,167
"S01010466",753,569,184
"S01010467",596,378,218
"S01010468",726,519,207
"S01010469",473,315,158
"S01010470",602,393,209
"S01010471",406,254,152
"S01010472",867,686,181
"S01010473",630,447,183
"S01010474",672,482,190
"S01010475",142,109,33
"S01010476",647,426,221
"S01010477",559,366,193
"S01010478",776,483,293
"S01010479",735,470,265
"S01010480",417,256,161
"S01010481",459,266,193
"S01010482",547,359,188
"S01010483",758,476,282
"S01010484",428,279,149
"S01010485",684,480,204
"S01010486",709,517,192
"S01010487",683,479,204
"S01010488",559,350,209
"S01010489",719,453,266
"S01010490",508,296,212
"S01010491",610,368,242
"S01010492",395,197,198
"S01010493",347,210,137
"S01010494",464,320,144
"S01010495",673,387,286
"S01010496",746,413,333
"S01010497",670,429,241
"S01010498",501,283,218
"S01010499",517,248,269
"S01010500",732,424,308
"S01010501",673,434,239
"S01010502",599,445,154
"S01010503",503,276,227
"S01010504",389,263,126
"S01010505",423,296,127
"S01010506",629,462,167
"S01010507",588,455,133
"S01010508",736,514,222
"S01010509",1063,796,267
"S01010510",429,305,124
"S01010511",652,478,174
"S01010512",321,212,109
"S01010513",576,428,148
"S01010514",504,373,131
"S01010515",600,438,162
"S01010516",378,264,114
"S01010517",642,479,163
"S01010518",434,350,84
"S01010519",618,453,165
"S01010520",667,511,156
"S01010521",433,339,94
"S01010522",441,326,115
"S01010523",433,303,130
"S01010524",415,296,119
"S01010525",486,319,167
"S01010526",581,432,149
"S01010527",658,462,196
"S01010528",445,336,109
"S01010529",528,382,146
"S01010530",501,369,132
"S01010531",803,609,194
"S01010532",505,364,141
"S01010533",419,294,125
"S01010534",560,407,153
"S01010535",524,372,152
"S01010536",631,475,156
"S01010537",630,506,124
"S01010538",585,472,113
"S01010539",913,745,168
"S01010540",475,338,137
"S01010541",649,470,179
"S01010542",673,477,196
"S01010543",562,417,145
"S01010544",533,395,138
"S01010545",509,355,154
"S01010546",544,397,147
"S01010547",567,394,173
"S01010548",512,330,182
"S01010549",822,586,236
"S01010550",331,249,82
"S01010551",492,347,145
"S01010552",582,422,160
"S01010553",649,467,182
"S01010554",490,352,138
"S01010555",711,522,189
"S01010556",670,411,259
"S01010557",336,234,102
"S01010558",424,243,181
"S01010559",491,306,185
"S01010560",487,343,144
"S01010561",372,249,123
"S01010562",676,497,179
"S01010563",390,291,99
"S01010564",386,240,146
"S01010565",394,245,149
"S01010566",798,611,187
"S01010567",795,589,206
"S01010568",742,548,194
"S01010569",748,588,160
"S01010570",777,557,220
"S01010571",626,515,111
"S01010572",692,536,156
"S01010573",406,324,82
"S01010574",416,326,90
"S01010575",511,373,138
"S01010576",613,445,168
"S01010577",659,473,186
"S01010578",436,351,85
"S01010579",580,442,138
"S01010580",444,331,113
"S01010581",300,246,54
"S01010582",663,511,152
"S01010583",742,583,159
"S01010584",1395,1167,228
"S01010586",371,271,100
"S01010587",446,319,127
"S01010588",224,158,66
"S01010589",482,377,105
"S01010591",434,379,55
"S01010592",402,317,85
"S01010593",1684,1381,303
"S01010596",2591,2105,486
"S01010599",352,279,73
"S01010600",446,318,128
"S01010601",450,299,151
"S01010602",517,406,111
"S01010603",600,450,150
"S01010604",421,311,110
"S01010605",668,467,201
"S01010606",581,417,164
"S01010607",603,466,137
"S01010608",477,324,153
"S01010609",429,310,119
"S01010610",448,307,141
"S01010611",717,549,168
"S01010612",567,420,147
"S01010613",522,339,183
"S01010614",411,289,122
"S01010615",639,517,122
"S01010616",640,483,157
"S01010617",688,541,147
"S01010618",600,495,105
"S01010619",528,424,104
"S01010620",649,518,131
"S01010621",808,593,215
"S01010622",336,252,84
"S01010623",481,375,106
"S01010624",519,363,156
"S01010625",578,386,192
"S01010626",619,401,218
"S01010627",637,489,148
"S01010628",792,587,205
"S01010629",654,455,199
"S01010630",325,239,86
"S01010631",578,447,131
"S01010632",601,412,189
"S01010633",704,474,230
"S01010634",476,346,130
"S01010635",577,396,181
"S01010636",501,371,130
"S01010637",445,327,118
"S01010638",709,478,231
"S01010639",871,622,249
"S01010640",693,542,151
"S01010641",726,485,241
"S01010642",686,459,227
"S01010643",511,354,157
"S01010644",441,264,177
"S01010645",244,192,52
"S01010646",520,388,132
"S01010647",522,405,117
"S01010648",522,388,134
"S01010649",415,314,101
"S01010650",472,312,160
"S01010651",533,378,155
"S01010652",661,465,196
"S01010653",612,474,138
"S01010654",603,447,156
"S01010655",657,486,171
"S01010656",335,233,102
"S01010657",498,369,129
"S01010658",562,397,165
"S01010659",611,436,175
"S01010660",437,309,128
"S01010661",449,344,105
"S01010662",444,323,121
"S01010663",611,417,194
"S01010664",737,538,199
"S01010665",686,456,230
"S01010666",680,473,207
"S01010667",405,302,103
"S01010668",834,578,256
"S01010669",417,298,119
"S01010670",522,376,146
"S01010671",470,305,165
"S01010672",468,336,132
"S01010673",518,362,156
"S01010674",715,515,200
"S01010675",480,322,158
"S01010676",713,459,254
"S01010677",261,173,88
"S01010678",671,476,195
"S01010679",338,255,83
"S01010680",472,337,135
"S01010681",643,489,154
"S01010682",731,529,202
"S01010683",738,486,252
"S01010684",612,408,204
"S01010685",472,300,172
"S01010686",432,292,140
"S01010687",607,404,203
"S01010688",560,387,173
"S01010689",557,348,209
"S01010690",466,354,112
"S01010691",480,341,139
"S01010692",538,418,120
"S01010693",363,259,104
"S01010694",425,248,177
"S01010695",503,376,127
"S01010696",721,538,183
"S01010697",741,499,242
"S01010698",560,374,186
"S01010699",467,337,130
"S01010700",457,341,116
"S01010701",774,574,200
"S01010702",605,435,170
"S01010703",1211,870,341
"S01010704",248,163,85
"S01010705",769,546,223
"S01010706",292,204,88
"S01010707",662,471,191
"S01010708",412,303,109
"S01010709",534,420,114
"S01010710",553,387,166
"S01010711",464,334,130
"S01010712",525,383,142
"S01010713",585,451,134
"S01010714",531,336,195
"S01010715",511,366,145
"S01010716",649,491,158
"S01010717",472,323,149
"S01010718",702,528,174
"S01010719",460,329,131
"S01010720",520,335,185
"S01010721",477,332,145
"S01010722",605,434,171
"S01010723",671,502,169
"S01010724",635,487,148
"S01010725",554,406,148
"S01010726",697,459,238
"S01010727",385,252,133
"S01010728",494,336,158
"S01010729",558,412,146
"S01010730",651,469,182
"S01010731",679,485,194
"S01010732",621,394,227
"S01010733",414,267,147
"S01010734",665,435,230
"S01010735",447,296,151
"S01010736",205,116,89
"S01010737",804,510,294
"S01010738",411,279,132
"S01010739",643,457,186
"S01010740",361,220,141
"S01010741",409,288,121
"S01010742",516,365,151
"S01010743",652,413,239
"S01010744",859,593,266
"S01010745",465,314,151
"S01010746",841,592,249
"S01010747",622,412,210
"S01010748",479,310,169
"S01010749",467,317,150
"S01010750",481,302,179
"S01010751",470,283,187
"S01010752",586,402,184
"S01010753",765,508,257
"S01010754",431,283,148
"S01010755",456,320,136
"S01010756",477,346,131
"S01010757",569,369,200
"S01010758",506,314,192
"S01010759",481,321,160
"S01010760",355,234,121
"S01010761",402,292,110
"S01010762",435,285,150
"S01010763",475,330,145
"S01010764",429,274,155
"S01010765",642,408,234
"S01010766",560,343,217
"S01010767",506,322,184
"S01010768",410,257,153
"S01010769",381,236,145
"S01010770",646,457,189
"S01010771",621,373,248
"S01010772",617,375,242
"S01010773",604,404,200
"S01010774",529,343,186
"S01010775",494,388,106
"S01010776",402,285,117
"S01010777",380,261,119
"S01010778",356,227,129
"S01010779",564,359,205
"S01010780",406,282,124
"S01010781",600,430,170
"S01010782",439,275,164
"S01010783",419,267,152
"S01010784",529,369,160
"S01010785",532,377,155
"S01010786",485,360,125
"S01010787",655,469,186
"S01010788",461,355,106
"S01010789",551,381,170
"S01010790",512,349,163
"S01010791",642,420,222
"S01010792",461,319,142
"S01010793",485,355,130
"S01010794",480,345,135
"S01010795",497,336,161
"S01010796",860,624,236
"S01010797",581,441,140
"S01010798",494,345,149
"S01010799",681,453,228
"S01010800",537,386,151
"S01010801",457,300,157
"S01010802",419,317,102
"S01010803",428,285,143
"S01010804",431,294,137
"S01010805",637,449,188
"S01010806",678,446,232
"S01010807",408,291,117
"S01010808",388,269,119
"S01010809",584,436,148
"S01010810",370,213,157
"S01010811",541,373,168
"S01010812",396,289,107
"S01010813",424,303,121
"S01010814",484,340,144
"S01010815",341,246,95
"S01010816",359,225,134
"S01010817",745,489,256
"S01010818",698,485,213
"S01010819",751,496,255
"S01010820",754,485,269
"S01010821",436,261,175
"S01010822",567,367,200
"S01010823",346,248,98
"S01010824",231,170,61
"S01010825",695,546,149
"S01010826",508,331,177
"S01010827",476,357,119
"S01010828",928,741,187
"S01010829",647,420,227
"S01010830",442,325,117
"S01010831",432,365,67
"S01010832",1084,831,253
"S01010833",383,276,107
"S01010834",615,387,228
"S01010835",510,326,184
"S01010836",616,424,192
"S01010837",386,239,147
"S01010838",610,454,156
"S01010839",504,340,164
"S01010840",376,243,133
"S01010841",603,418,185
"S01010842",659,356,303
"S01010843",480,301,179
"S01010844",512,341,171
"S01010845",477,312,165
"S01010846",596,423,173
"S01010847",509,388,121
"S01010848",503,318,185
"S01010849",687,414,273
"S01010850",609,346,263
"S01010851",491,319,172
"S01010852",677,449,228
"S01010853",663,458,205
"S01010854",660,426,234
"S01010855",412,269,143
"S01010856",633,377,256
"S01010857",629,461,168
"S01010858",522,340,182
"S01010859",538,319,219
"S01010860",456,292,164
"S01010861",389,226,163
"S01010862",420,233,187
"S01010863",654,425,229
"S01010864",431,303,128
"S01010865",536,310,226
"S01010866",482,276,206
"S01010867",472,310,162
"S01010868",580,351,229
"S01010869",565,397,168
"S01010870",565,408,157
"S01010871",626,459,167
"S01010872",571,376,195
"S01010873",364,195,169
"S01010874",589,432,157
"S01010875",395,295,100
"S01010876",552,367,185
"S01010877",779,491,288
"S01010878",958,513,445
"S01010879",686,495,191
"S01010880",403,255,148
"S01010881",389,252,137
"S01010882",441,331,110
"S01010883",664,504,160
"S01010884",534,284,250
"S01010885",593,330,263
"S01010886",383,247,136
"S01010887",442,202,240
"S01010888",792,489,303
"S01010889",392,227,165
"S01010890",515,261,254
"S01010891",308,142,166
"S01010892",646,361,285
"S01010893",386,193,193
"S01010894",464,322,142
"S01010895",324,161,163
"S01010896",600,324,276
"S01010897",448,270,178
"S01010898",473,284,189
"S01010899",364,271,93
"S01010900",493,307,186
"S01010901",325,182,143
"S01010902",742,461,281
"S01010903",603,313,290
"S01010904",430,250,180
"S01010905",486,319,167
"S01010906",724,495,229
"S01010907",461,386,75
"S01010908",385,246,139
"S01010909",410,290,120
"S01010910",376,227,149
"S01010911",399,200,199
"S01010912",483,226,257
"S01010913",504,343,161
"S01010914",645,477,168
"S01010915",458,340,118
"S01010916",433,225,208
"S01010917",537,341,196
"S01010918",532,306,226
"S01010919",613,361,252
"S01010920",329,167,162
"S01010921",486,295,191
"S01010922",630,349,281
"S01010923",687,394,293
"S01010924",472,291,181
"S01010925",619,365,254
"S01010926",614,364,250
"S01010927",418,252,166
"S01010928",526,300,226
"S01010929",483,271,212
"S01010930",1180,892,288
"S01010931",399,270,129
"S01010932",339,229,110
"S01010933",634,467,167
"S01010934",779,571,208
"S01010935",399,233,166
"S01010936",348,250,98
"S01010937",573,432,141
"S01010938",572,387,185
"S01010939",402,291,111
"S01010940",442,325,117
"S01010941",562,407,155
"S01010942",523,345,178
"S01010943",469,344,125
"S01010944",431,297,134
"S01010945",415,311,104
"S01010946",600,443,157
"S01010947",404,272,132
"S01010948",432,297,135
"S01010949",732,525,207
"S01010950",616,415,201
"S01010951",469,345,124
"S01010952",392,315,77
"S01010953",438,329,109
"S01010954",517,403,114
"S01010955",691,507,184
"S01010956",600,442,158
"S01010957",443,309,134
"S01010958",364,242,122
"S01010959",442,322,120
"S01010960",1126,817,309
"S01010961",433,298,135
"S01010962",553,329,224
"S01010963",608,489,119
"S01010964",406,266,140
"S01010965",393,275,118
"S01010966",386,259,127
"S01010967",487,341,146
"S01010968",535,363,172
"S01010969",377,247,130
"S01010970",704,508,196
"S01010971",669,520,149
"S01010972",452,305,147
"S01010973",389,258,131
"S01010974",522,368,154
"S01010975",350,231,119
"S01010976",319,228,91
"S01010977",535,391,144
"S01010978",518,370,148
"S01010979",592,432,160
"S01010980",538,369,169
"S01010981",535,337,198
"S01010982",669,477,192
"S01010983",628,435,193
"S01010984",456,255,201
"S01010985",444,326,118
"S01010986",318,262,56
"S01010987",501,411,90
"S01010988",442,362,80
"S01010990",596,403,193
"S01010991",1496,1273,223
"S01010992",143,103,40
"S01010993",568,417,151
"S01010994",1182,835,347
"S01010995",575,421,154
"S01010996",432,331,101
"S01010997",482,301,181
"S01010998",419,302,117
"S01010999",650,399,251
"S01011000",1009,682,327
"S01011001",407,288,119
"S01011002",521,356,165
"S01011003",485,353,132
"S01011004",452,362,90
"S01011005",500,322,178
"S01011006",842,642,200
"S01011007",480,331,149
"S01011008",600,401,199
"S01011009",395,305,90
"S01011010",450,300,150
"S01011011",586,367,219
"S01011012",506,328,178
"S01011013",583,394,189
"S01011014",521,393,128
"S01011015",350,263,87
"S01011017",1731,1351,380
"S01011018",625,449,176
"S01011019",810,606,204
"S01011020",351,265,86
"S01011021",535,340,195
"S01011022",183,123,60
"S01011023",429,304,125
"S01011024",414,269,145
"S01011025",536,400,136
"S01011026",449,299,150
"S01011027",676,471,205
"S01011028",559,337,222
"S01011029",473,322,151
"S01011030",766,572,194
"S01011031",515,341,174
"S01011032",497,341,156
"S01011033",480,375,105
"S01011034",477,318,159
"S01011035",486,348,138
"S01011036",352,259,93
"S01011037",685,470,215
"S01011038",548,364,184
"S01011039",530,393,137
"S01011040",523,351,172
"S01011041",523,314,209
"S01011042",603,458,145
"S01011043",503,343,160
"S01011044",530,353,177
"S01011045",582,424,158
"S01011046",680,479,201
"S01011047",667,440,227
"S01011048",644,454,190
"S01011049",512,365,147
"S01011050",595,432,163
"S01011051",909,648,261
"S01011052",572,386,186
"S01011053",378,252,126
"S01011054",400,291,109
"S01011055",428,309,119
"S01011056",586,435,151
"S01011057",439,323,116
"S01011058",487,362,125
"S01011059",476,345,131
"S01011060",594,409,185
"S01011061",619,459,160
"S01011062",660,502,158
"S01011063",736,501,235
"S01011064",665,482,183
"S01011065",524,349,175
"S01011066",374,243,131
"S01011067",394,255,139
"S01011068",389,255,134
"S01011069",418,257,161
"S01011070",348,250,98
"S01011071",637,418,219
"S01011072",740,545,195
"S01011073",583,404,179
"S01011074",456,335,121
"S01011075",507,344,163
"S01011076",462,322,140
"S01011077",537,347,190
"S01011078",700,484,216
"S01011079",870,645,225
"S01011080",733,506,227
"S01011081",598,411,187
"S01011082",336,236,100
"S01011083",461,328,133
"S01011084",591,392,199
"S01011085",609,418,191
"S01011086",475,319,156
"S01011087",429,303,126
"S01011088",697,476,221
"S01011089",462,309,153
"S01011090",548,379,169
"S01011091",491,381,110
"S01011093",1995,1584,411
"S01011094",444,341,103
"S01011095",524,397,127
"S01011096",310,237,73
"S01011097",641,482,159
"S01011098",633,469,164
"S01011099",627,457,170
"S01011100",265,179,86
"S01011101",459,305,154
"S01011102",622,428,194
"S01011103",322,219,103
"S01011104",456,295,161
"S01011105",613,434,179
"S01011106",637,498,139
"S01011108",418,322,96
"S01011109",619,449,170
"S01011110",539,396,143
"S01011111",648,456,192
"S01011113",860,620,240
"S01011114",575,421,154
"S01011115",691,501,190
"S01011116",390,280,110
"S01011117",546,385,161
"S01011118",597,435,162
"S01011119",666,436,230
"S01011120",510,305,205
"S01011121",408,316,92
"S01011122",480,356,124
"S01011123",742,550,192
"S01011124",449,361,88
"S01011125",374,288,86
"S01011126",406,318,88
"S01011127",324,251,73
"S01011128",562,389,173
"S01011129",560,421,139
"S01011130",507,335,172
"S01011131",508,381,127
"S01011132",683,488,195
"S01011133",338,238,100
"S01011134",589,416,173
"S01011135",508,371,137
"S01011136",487,348,139
"S01011137",343,265,78
"S01011138",450,364,86
"S01011139",471,385,86
"S01011140",407,303,104
"S01011141",414,316,98
"S01011142",1529,1133,396
"S01011143",694,478,216
"S01011144",534,386,148
"S01011145",707,503,204
"S01011146",415,282,133
"S01011147",770,573,197
"S01011148",667,490,177
"S01011149",564,461,103
"S01011150",258,211,47
"S01011151",412,311,101
"S01011152",451,314,137
"S01011153",826,563,263
"S01011154",353,239,114
"S01011155",522,349,173
"S01011156",451,324,127
"S01011157",461,317,144
"S01011158",374,242,132
"S01011159",389,240,149
"S01011160",680,516,164
"S01011161",469,333,136
"S01011162",343,220,123
"S01011163",493,358,135
"S01011164",641,457,184
"S01011165",541,360,181
"S01011166",373,245,128
"S01011167",566,367,199
"S01011168",656,455,201
"S01011169",682,550,132
"S01011170",692,469,223
"S01011171",677,492,185
"S01011172",570,374,196
"S01011173",407,247,160
"S01011174",371,217,154
"S01011175",366,237,129
"S01011176",349,213,136
"S01011177",628,439,189
"S01011178",359,248,111
"S01011179",319,220,99
"S01011180",502,280,222
"S01011181",1138,846,292
"S01011182",419,290,129
"S01011183",430,296,134
"S01011184",768,558,210
"S01011185",518,339,179
"S01011186",629,378,251
"S01011187",573,371,202
"S01011188",714,463,251
"S01011189",616,440,176
"S01011190",338,204,134
"S01011191",526,355,171
"S01011192",605,434,171
"S01011193",531,333,198
"S01011194",533,352,181
"S01011195",464,333,131
"S01011196",657,415,242
"S01011197",630,371,259
"S01011198",463,305,158
"S01011199",595,415,180
"S01011200",582,388,194
"S01011201",472,323,149
"S01011202",630,428,202
"S01011203",596,420,176
"S01011204",436,312,124
"S01011206",548,439,109
"S01011207",570,376,194
"S01011208",691,554,137
"S01011209",477,316,161
"S01011210",411,263,148
"S01011211",527,411,116
"S01011212",406,251,155
"S01011213",706,454,252
