output_area,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S00093311,124,54,8,0,0,51,11
S00093312,105,53,6,0,1,38,7
S00093313,107,44,7,0,0,47,9
S00093314,128,60,3,0,0,58,7
S00093315,120,54,17,0,0,42,7
S00093316,109,66,6,0,1,36,0
S00093317,98,54,10,0,0,30,4
S00093318,86,51,3,0,0,31,1
S00093319,85,59,2,0,0,13,11
S00093320,123,28,16,0,0,64,15
S00093321,95,51,2,0,0,36,6
S00093322,121,63,2,0,0,50,6
S00093323,131,58,11,0,0,54,8
S00093324,109,41,3,0,0,61,4
S00093325,94,38,5,0,2,47,2
S00093326,115,42,7,0,0,57,9
S00093327,106,43,9,0,0,48,6
S00093328,132,60,12,0,0,48,12
S00093329,125,57,6,0,0,51,11
S00093330,111,36,7,0,0,61,7
S00093331,93,26,3,0,0,62,2
S00093332,156,96,5,0,0,51,4
S00093333,125,60,9,0,0,50,6
S00093334,221,131,5,0,0,69,16
S00093335,164,43,5,0,0,110,6
S00093336,121,28,5,0,1,73,14
S00093337,98,38,6,0,0,47,7
S00093338,77,38,3,0,0,33,3
S00093339,152,82,7,0,2,55,6
S00093340,80,24,8,0,0,42,6
S00093341,59,31,4,0,0,21,3
S00093342,157,46,11,0,1,95,4
S00093343,65,54,0,0,0,11,0
S00093344,158,72,14,0,0,53,19
S00093345,104,61,3,0,0,31,9
S00093346,94,63,2,0,0,26,3
S00093347,58,28,1,0,0,26,3
S00093348,73,43,2,0,0,22,6
S00093349,158,99,7,0,0,41,11
S00093350,121,54,4,0,0,52,11
S00093351,100,46,6,0,0,46,2
S00093352,84,19,3,1,0,57,4
S00093353,121,65,3,0,0,48,5
S00093354,89,46,3,0,0,33,7
S00093355,134,73,14,0,0,37,10
S00093356,83,34,6,0,0,39,4
S00093357,109,31,13,0,0,59,6
S00093358,103,36,5,0,0,50,12
S00093359,89,45,1,0,0,40,3
S00093360,93,45,3,0,0,41,4
S00093361,103,52,3,0,0,39,9
S00093362,138,47,10,0,0,60,21
S00093363,92,36,6,0,0,49,1
S00093364,65,20,4,0,0,39,2
S00093365,100,43,4,0,0,43,10
S00093366,150,50,12,0,0,81,7
S00093367,57,31,7,0,0,17,2
S00093368,107,40,17,0,3,41,6
S00093369,63,26,4,0,0,30,3
S00093370,118,44,5,0,0,52,17
S00093371,90,41,2,0,0,46,1
S00093372,112,37,7,0,0,62,6
S00093373,53,30,1,0,0,18,4
S00093374,200,90,21,0,0,80,9
S00093375,142,74,5,0,0,62,1
S00093376,215,98,4,0,0,104,9
S00093377,184,75,18,0,1,78,12
S00093378,85,55,0,0,0,26,4
S00093379,70,10,1,0,1,56,2
S00093380,101,27,5,0,0,63,6
S00093381,110,54,9,0,1,35,11
S00093382,104,15,9,0,0,76,4
S00093383,77,25,5,0,0,43,4
S00093384,117,42,6,0,0,61,8
S00093385,118,47,5,0,0,59,7
S00093386,104,60,3,0,0,29,12
S00093387,78,41,2,0,0,29,6
S00093388,135,53,8,0,0,63,11
S00093389,84,53,3,0,0,27,1
S00093390,88,49,0,0,0,33,6
S00093391,157,82,15,0,0,46,14
S00093392,153,84,8,0,0,54,7
S00093393,111,30,6,0,0,64,11
S00093394,108,44,19,0,0,39,6
S00093395,133,44,4,0,0,66,19
S00093396,96,37,5,0,0,47,7
S00093397,157,71,11,0,0,66,9
S00093398,109,48,8,0,0,38,15
S00093399,110,47,2,0,0,52,9
S00093400,87,20,11,0,3,49,4
S00093401,61,18,1,0,0,35,7
S00093402,119,53,3,0,0,56,7
S00093403,177,69,7,0,0,93,8
S00093404,136,48,9,0,0,78,1
S00093405,149,65,22,0,0,51,11
S00093406,127,47,4,0,0,70,6
S00093407,87,17,5,0,0,62,3
S00093408,57,19,2,0,0,31,5
S00093409,124,37,9,0,2,65,11
S00093410,185,44,6,0,5,105,25
S00093411,79,28,0,0,0,49,2
S00093412,95,29,4,0,0,53,9
S00093413,90,28,3,0,0,57,2
S00093414,83,18,6,0,0,56,3
S00093415,129,41,5,0,0,76,7
S00093416,121,32,4,0,0,77,8
S00093417,70,11,7,0,1,49,2
S00093418,53,20,0,0,0,27,6
S00093419,108,35,8,0,0,61,4
S00093420,221,30,2,0,4,170,15
S00093421,151,36,7,0,0,99,9
S00093422,121,40,3,0,0,70,8
S00093423,109,59,8,0,0,35,7
S00093424,118,50,5,0,0,50,13
S00093425,100,65,5,0,0,23,7
S00093426,137,77,6,0,0,47,7
S00093427,149,54,17,0,1,63,14
S00093428,124,67,9,0,0,35,13
S00093429,114,60,6,0,0,43,5
S00093430,154,83,11,0,0,53,7
S00093431,159,94,6,0,0,44,15
S00093432,70,35,1,0,0,29,5
S00093433,145,69,13,0,0,56,7
S00093434,110,66,4,0,4,28,8
S00093435,100,60,9,0,2,22,7
S00093436,120,78,0,0,0,28,14
S00093437,53,20,4,0,0,28,1
S00093438,99,56,2,0,0,36,5
S00093439,129,70,5,0,0,46,8
S00093440,124,61,3,0,0,53,7
S00093441,77,32,1,0,0,41,3
S00093442,100,60,4,0,2,28,6
S00093443,134,73,11,0,0,44,6
S00093444,85,48,2,0,0,25,10
S00093445,146,87,4,0,0,37,18
S00093446,71,54,0,0,0,16,1
S00093447,106,80,4,0,0,20,2
S00093448,65,50,0,0,0,15,0
S00093449,184,110,3,0,4,49,18
S00093450,69,46,1,0,0,18,4
S00093451,162,96,13,0,0,43,10
S00093452,178,69,16,0,0,78,15
S00093453,138,74,11,0,0,44,9
S00093454,138,63,4,0,5,55,11
S00093455,165,105,5,0,0,45,10
S00093456,107,54,9,0,0,36,8
S00093457,63,32,2,0,0,28,1
S00093458,158,53,12,0,0,84,9
S00093459,154,81,5,0,0,60,8
S00093460,150,69,6,0,0,67,8
S00093461,126,51,7,0,0,64,4
S00093462,104,34,4,0,0,56,10
S00093463,113,56,7,0,0,49,1
S00093464,65,36,3,0,0,23,3
S00093465,97,33,1,0,0,59,4
S00093466,154,61,12,0,0,67,14
S00093467,120,38,7,0,0,67,8
S00093468,81,30,1,0,0,44,6
S00093469,125,53,6,0,0,57,9
S00093470,104,57,4,0,0,30,13
S00093471,198,95,6,0,0,77,20
S00093472,75,25,12,0,0,34,4
S00093473,95,48,3,0,0,41,3
S00093474,190,78,29,0,0,75,8
S00093475,139,77,1,0,0,59,2
S00093476,105,30,7,0,0,55,13
S00093477,94,49,3,0,0,38,4
S00093478,67,31,1,0,0,33,2
S00093479,57,27,4,0,0,25,1
S00093480,74,34,1,0,0,32,7
S00093481,123,93,2,0,0,20,8
S00093482,67,45,5,0,0,14,3
S00093483,138,60,12,0,0,58,8
S00093484,105,39,10,0,0,45,11
S00093485,104,53,2,0,0,44,5
S00093486,95,35,6,0,0,46,8
S00093487,75,14,9,0,3,40,9
S00093488,98,49,6,0,0,36,7
S00093489,136,63,10,0,0,56,7
S00093490,117,53,2,0,0,57,5
S00093491,132,88,1,0,0,35,8
S00093492,129,56,12,0,0,47,14
S00093493,128,63,3,0,0,58,4
S00093494,119,79,4,0,0,29,7
S00093495,115,53,10,0,0,49,3
S00093496,80,40,10,0,0,20,10
S00093497,105,56,10,0,4,26,9
S00093498,121,31,16,0,0,64,10
S00093499,158,59,8,0,1,86,4
S00093500,164,51,14,0,0,86,13
S00093501,91,38,9,0,0,35,9
S00093502,110,57,8,0,0,38,7
S00093503,168,103,3,0,0,57,5
S00093504,114,80,5,0,0,26,3
S00093505,121,69,12,0,0,27,13
S00093506,93,53,5,0,0,30,5
S00093507,138,58,10,0,0,53,17
S00093508,110,68,4,0,0,33,5
S00093509,202,81,13,0,0,51,57
S00093510,86,42,3,0,0,31,10
S00093511,94,38,8,0,1,40,7
S00093512,87,26,7,0,0,48,6
S00093513,91,31,3,0,8,43,6
S00093514,54,26,5,0,0,18,5
S00093515,110,40,10,0,0,54,6
S00093516,77,32,1,0,0,44,0
S00093517,84,24,13,0,0,44,3
S00093518,94,43,4,0,0,40,7
S00093519,55,25,3,0,0,25,2
S00093520,137,56,13,0,0,63,5
S00093521,113,64,8,0,0,30,11
S00093522,89,48,8,0,0,26,7
S00093523,119,45,4,0,0,56,14
S00093524,114,79,4,0,0,26,5
S00093525,100,49,6,0,0,36,9
S00093526,118,79,3,0,0,28,8
S00093527,137,74,6,0,0,51,6
S00093528,101,41,4,0,0,52,4
S00093529,156,59,10,0,1,81,5
S00093530,113,59,8,0,4,34,8
S00093531,108,58,3,0,0,39,8
S00093532,96,43,4,0,4,45,0
S00093533,147,88,0,0,1,49,9
S00093534,107,51,12,0,0,38,6
S00093535,80,41,7,0,0,28,4
S00093536,87,39,3,0,1,32,12
S00093537,89,34,10,0,0,39,6
S00093538,177,96,6,0,0,45,30
S00093539,66,37,3,0,0,18,8
S00093540,115,59,5,0,0,43,8
S00093541,124,49,4,0,0,64,7
S00093542,60,38,4,0,0,13,5
S00093543,106,33,5,0,1,53,14
S00093544,103,48,6,0,0,41,8
S00093545,147,74,17,0,1,47,8
S00093546,102,57,1,0,0,38,6
S00093547,160,88,8,0,0,53,11
S00093548,124,45,7,0,0,64,8
S00093549,120,60,4,0,0,45,11
S00093550,113,59,12,0,0,37,5
S00093551,107,53,7,0,0,38,9
S00093552,172,81,12,0,0,74,5
S00093553,136,84,9,0,0,41,2
S00093554,137,73,6,0,4,37,17
S00093555,65,45,5,0,0,11,4
S00093556,106,58,6,0,0,35,7
S00093557,83,34,4,0,0,35,10
S00093558,112,79,2,0,0,26,5
S00093559,99,47,9,0,1,38,4
S00093560,136,73,6,0,0,54,3
S00093561,85,44,3,0,0,37,1
S00093562,161,93,6,0,1,47,14
S00093563,159,67,5,0,1,76,10
S00093564,121,44,2,0,0,62,13
S00093565,110,63,1,0,0,42,4
S00093566,86,43,3,0,0,34,6
S00093567,167,65,3,0,0,90,9
S00093568,99,43,2,0,0,46,8
S00093569,122,44,12,0,0,59,7
S00093570,105,50,3,0,0,44,8
S00093571,98,56,2,0,0,33,7
S00093572,143,45,7,0,4,74,13
S00093573,82,34,7,0,0,34,7
S00093574,94,38,6,0,0,42,8
S00093575,121,71,7,0,0,32,11
S00093576,81,45,0,0,0,36,0
S00093577,99,53,1,0,0,34,11
S00093578,72,32,0,0,0,33,7
S00093579,81,38,5,0,0,34,4
S00093580,135,67,11,0,0,39,18
S00093581,88,40,3,0,0,43,2
S00093582,126,18,4,0,1,95,8
S00093583,86,16,2,0,0,64,4
S00093584,59,14,1,0,0,41,3
S00093585,75,17,7,0,0,49,2
S00093586,108,50,3,0,0,50,5
S00093587,122,44,5,0,1,57,15
S00093588,94,29,7,0,0,50,8
S00093589,74,30,2,0,0,34,8
S00093590,108,29,6,0,0,68,5
S00093591,133,34,15,0,0,70,14
S00093592,104,32,4,0,2,57,9
S00093593,74,44,4,0,1,22,3
S00093594,148,40,16,0,1,84,7
S00093595,147,36,12,0,0,89,10
S00093596,118,26,4,0,0,84,4
S00093597,125,51,14,0,0,48,12
S00093598,139,42,5,0,0,80,12
S00093599,104,60,8,0,0,28,8
S00093600,65,27,5,0,0,29,4
S00093601,80,33,1,0,0,41,5
S00093602,100,43,4,0,1,42,10
S00093603,68,27,0,0,0,35,6
S00093604,85,41,4,2,0,33,5
S00093605,98,36,4,0,0,55,3
S00093606,63,26,1,0,0,24,12
S00093607,113,41,9,0,2,47,14
S00093608,189,129,9,0,0,34,17
S00093609,78,34,5,0,0,36,3
S00093610,106,40,8,0,0,57,1
S00093611,148,64,1,0,1,69,13
S00093612,111,47,3,0,0,50,11
S00093613,123,55,3,0,0,54,11
S00093614,108,51,7,0,0,40,10
S00093615,109,40,8,0,0,58,3
S00093616,106,32,6,0,0,68,0
S00093617,84,25,18,0,0,31,10
S00093618,102,20,8,0,0,60,14
S00093619,95,40,6,0,0,47,2
S00093620,104,46,5,0,0,46,7
S00093621,129,49,5,0,0,55,20
S00093622,72,34,4,0,0,24,10
S00093623,86,44,3,0,0,31,8
S00093624,67,43,3,0,0,15,6
S00093625,84,47,9,0,0,23,5
S00093626,110,60,1,0,1,41,7
S00093627,83,29,4,2,0,42,6
S00093628,73,22,0,0,0,47,4
S00093629,94,27,1,0,0,62,4
S00093630,143,59,7,0,0,53,24
S00093631,85,37,5,0,0,34,9
S00093632,157,71,7,0,0,61,18
S00093633,164,66,3,0,0,76,19
S00093634,144,58,12,0,0,63,11
S00093635,101,30,3,0,0,59,9
S00093636,128,53,9,0,0,55,11
S00093637,87,39,4,0,1,30,13
S00093638,129,50,7,0,0,65,7
S00093639,115,40,4,0,0,59,12
S00093640,108,28,8,0,0,68,4
S00093641,95,52,0,0,0,31,12
S00093642,104,46,13,0,0,38,7
S00093643,90,34,12,0,0,40,4
S00093644,116,41,9,0,0,61,5
S00093645,153,70,8,0,0,58,17
S00093646,66,22,0,0,0,43,1
S00093647,123,54,2,0,0,56,11
S00093648,133,68,10,0,0,48,7
S00093649,158,81,6,0,0,61,10
S00093650,133,80,2,0,0,39,12
S00093651,156,53,6,0,1,82,14
S00093652,113,48,9,0,0,45,11
S00093653,96,46,2,0,4,43,1
S00093654,126,67,5,0,0,36,18
S00093655,127,62,5,0,0,55,5
S00093656,97,48,3,0,0,42,4
S00093657,170,65,4,0,0,79,22
S00093658,72,28,5,0,0,36,3
S00093659,68,29,3,0,0,32,4
S00093660,86,32,0,0,0,49,5
S00093661,114,66,4,0,0,36,8
S00093662,91,24,6,0,0,53,8
S00093663,200,112,7,0,0,56,25
S00093664,89,34,3,0,0,40,12
S00093665,122,76,7,1,0,28,10
S00093666,106,72,7,0,0,16,11
S00093667,61,26,3,0,1,30,1
S00093668,68,30,6,0,0,30,2
S00093669,84,26,16,1,0,35,6
S00093670,135,55,10,0,1,59,10
S00093671,126,55,7,0,0,59,5
S00093672,116,56,4,0,0,47,9
S00093673,153,57,14,0,0,74,8
S00093674,93,33,9,0,0,44,7
S00093675,99,43,1,0,0,54,1
S00093676,112,64,5,1,0,39,3
S00093677,119,54,6,0,0,48,11
S00093678,134,84,10,0,0,31,9
S00093679,68,55,2,0,0,9,2
S00093680,128,70,0,0,0,54,4
S00093681,139,105,6,0,0,24,4
S00093682,122,68,4,0,2,37,11
S00093683,105,67,1,0,0,33,4
S00093684,127,60,6,0,0,44,17
S00093685,124,78,8,0,0,32,6
S00093686,88,59,2,0,0,26,1
S00093687,105,53,13,0,0,39,0
S00093688,60,42,1,0,0,12,5
S00093689,98,31,11,0,0,51,5
S00093690,139,89,1,0,0,40,9
S00093691,205,104,3,0,1,80,17
S00093692,137,68,9,0,0,51,9
S00093693,92,56,5,0,0,26,5
S00093694,130,63,1,0,6,56,4
S00093695,87,46,0,0,0,38,3
S00093696,147,74,7,0,0,58,8
S00093697,107,58,7,0,0,34,8
S00093698,117,44,2,0,0,55,16
S00093699,108,63,8,0,0,33,4
S00093700,126,46,26,0,0,47,7
S00093701,73,26,1,0,5,30,11
S00093702,76,42,2,0,0,28,4
S00093703,91,30,7,0,0,45,9
S00093704,67,15,13,0,0,33,6
S00093705,183,88,7,0,0,79,9
S00093706,101,46,3,0,0,49,3
S00093707,56,23,16,0,0,14,3
S00093708,95,38,9,0,0,35,13
S00093709,67,27,4,0,0,35,1
S00093710,158,40,49,0,0,54,15
S00093711,100,43,6,0,1,40,10
S00093712,75,35,5,0,0,33,2
S00093713,111,56,7,0,0,45,3
S00093714,174,95,9,0,0,56,14
S00093715,146,73,6,0,0,51,16
S00093716,129,67,1,0,0,45,16
S00093717,93,40,4,0,0,45,4
S00093718,115,71,3,0,0,34,7
S00093719,50,18,8,0,0,19,5
S00093720,82,39,1,0,0,30,12
S00093721,114,58,1,0,0,51,4
S00093722,143,69,10,0,0,55,9
S00093723,95,57,4,0,0,32,2
S00093724,88,27,9,0,1,42,9
S00093725,125,57,6,0,0,52,10
S00093726,103,70,7,0,0,21,5
S00093727,109,59,2,0,1,43,4
S00093728,172,78,5,0,3,53,33
S00093729,124,75,12,0,0,25,12
S00093730,109,46,7,0,0,48,8
S00093731,109,59,4,0,0,37,9
S00093732,97,44,6,0,0,40,7
S00093733,93,58,2,0,0,32,1
S00093734,85,47,5,0,3,27,3
S00093735,100,50,6,0,0,37,7
S00093736,123,56,5,0,0,54,8
S00093737,112,50,5,0,6,40,11
S00093738,54,27,6,0,0,20,1
S00093739,128,59,5,0,0,47,17
S00093740,146,72,8,0,0,57,9
S00093741,177,103,0,0,0,63,11
S00093742,151,87,4,0,0,54,6
S00093743,76,34,6,0,0,31,5
S00093744,130,59,7,0,0,56,8
S00093745,109,49,4,0,0,46,10
S00093746,61,39,2,0,0,13,7
S00093747,157,56,33,0,0,58,10
S00093748,128,54,10,0,0,53,11
S00093749,62,29,3,0,0,21,9
S00093750,52,19,5,0,0,23,5
S00093751,110,40,1,0,0,63,6
S00093752,99,29,9,0,0,54,7
S00093753,151,71,7,0,0,56,17
S00093754,99,42,7,0,0,38,12
S00093755,133,53,5,0,0,63,12
S00093756,143,76,18,0,0,43,6
S00093757,163,66,25,1,0,64,7
S00093758,280,128,37,0,6,91,18
S00093759,134,40,14,0,0,64,16
S00093760,233,88,48,0,5,73,19
S00093761,123,65,17,0,7,31,3
S00093762,104,67,12,0,0,22,3
S00093763,175,65,11,0,0,91,8
S00093764,101,39,16,0,0,37,9
S00093765,148,65,20,0,8,52,3
S00093766,80,31,13,0,0,29,7
S00093767,110,60,1,0,0,43,6
S00093768,121,65,4,0,0,48,4
S00093769,179,97,12,0,0,60,10
S00093770,169,78,23,0,0,61,7
S00093771,130,67,10,0,0,48,5
S00093772,110,61,8,0,0,38,3
S00093773,62,37,7,0,0,11,7
S00093774,157,57,17,0,0,71,12
S00093775,101,46,5,0,0,43,7
S00093776,56,31,1,0,0,23,1
S00093777,79,41,2,0,0,29,7
S00093778,78,29,2,0,0,38,9
S00093779,102,34,10,0,0,45,13
S00093780,85,36,4,0,0,39,6
S00093781,56,28,1,0,0,21,6
S00093782,123,46,5,0,0,59,13
S00093783,110,44,16,0,0,41,9
S00093784,114,44,6,0,0,56,8
S00093785,97,61,0,0,0,33,3
S00093786,116,51,12,0,0,43,10
S00093787,190,93,14,0,0,73,10
S00093788,99,66,0,0,0,30,3
S00093789,87,61,2,0,0,18,6
S00093790,133,73,10,0,0,44,6
S00093791,75,19,13,0,0,40,3
S00093792,87,48,6,0,6,27,0
S00093793,104,57,5,0,0,37,5
S00093794,155,92,8,1,0,45,9
S00093795,89,45,4,0,0,36,4
S00093796,87,52,2,0,6,27,0
S00093797,69,46,2,0,0,14,7
S00093798,58,28,2,0,0,16,12
S00093799,73,45,5,0,0,17,6
S00093800,108,77,0,0,0,22,9
S00093801,98,60,2,0,0,34,2
S00093802,110,66,3,0,5,30,6
S00093803,95,47,0,0,0,40,8
S00093804,155,72,2,0,0,64,17
S00093805,75,36,1,0,0,33,5
S00093806,108,42,14,0,0,44,8
S00093807,106,53,11,0,0,34,8
S00093808,72,31,9,0,0,27,5
S00093809,65,17,8,0,10,25,5
S00093810,69,34,6,0,0,23,6
S00093811,109,45,3,0,0,54,7
S00093812,79,34,4,0,0,40,1
S00093813,66,25,0,0,0,33,8
S00093814,105,59,4,0,0,37,5
S00093815,83,35,1,0,0,38,9
S00093816,176,107,1,0,0,55,13
S00093817,75,59,1,0,0,13,2
S00093818,134,64,3,0,0,55,12
S00093819,95,58,11,0,0,22,4
S00093820,154,79,18,0,0,45,12
S00093821,76,51,8,0,0,11,6
S00093822,242,145,11,0,3,68,15
S00093823,127,48,14,0,0,57,8
S00093824,82,35,5,0,0,34,8
S00093825,89,60,3,0,1,24,1
S00093826,192,116,4,0,0,64,8
S00093827,84,28,9,0,1,27,19
S00093828,123,52,9,0,0,57,5
S00093829,99,27,3,0,0,58,11
S00093830,71,23,2,0,0,40,6
S00093831,121,61,9,0,0,43,8
S00093832,98,50,22,0,0,25,1
S00093833,163,80,13,0,0,59,11
S00093834,115,66,8,0,0,31,10
S00093835,113,39,28,0,0,41,5
S00093836,110,57,5,0,1,36,11
S00093837,53,30,1,0,0,15,7
S00093838,71,46,4,0,0,16,5
S00093839,176,102,6,0,0,61,7
S00093840,141,73,7,0,0,48,13
S00093841,77,49,1,0,0,27,0
S00093842,184,56,7,0,0,107,14
S00093843,71,35,2,0,0,27,7
S00093844,150,59,0,0,0,78,13
S00093845,154,99,7,0,0,39,9
S00093846,68,35,7,0,0,21,5
S00093847,109,25,8,0,0,65,11
S00093848,149,70,7,0,0,59,13
S00093849,103,48,1,0,0,46,8
S00093850,122,65,8,0,0,31,18
S00093851,151,81,11,0,0,52,7
S00093852,140,65,6,0,0,50,19
S00093853,95,34,9,0,0,42,10
S00093854,99,37,2,0,0,54,6
S00093855,127,70,7,0,0,38,12
S00093856,72,35,10,0,0,23,4
S00093857,73,50,3,0,0,14,6
S00093858,158,77,20,0,0,53,8
S00093859,215,74,51,0,0,79,11
S00093860,64,31,2,0,0,26,5
S00093861,154,76,12,0,4,51,11
S00093862,127,67,12,0,0,38,10
S00093863,63,22,7,0,0,27,7
S00093864,182,94,6,0,1,70,11
S00093865,164,77,15,0,0,56,16
S00093866,123,73,13,0,4,29,4
S00093867,88,46,9,0,0,25,8
S00093868,197,122,18,0,5,41,11
S00093869,80,42,5,0,0,25,8
S00093870,133,59,13,0,5,51,5
S00093871,138,65,15,0,0,51,7
S00093872,121,67,14,0,0,34,6
S00093873,146,45,26,0,0,63,12
S00093874,75,25,8,0,0,33,9
S00093875,114,43,11,0,0,49,11
S00093876,124,55,20,0,0,46,3
S00093877,131,73,7,0,0,41,10
S00093878,95,51,16,0,0,26,2
S00093879,117,36,24,0,0,51,6
S00093880,120,64,6,0,0,46,4
S00093881,73,28,7,0,0,35,3
S00093882,51,28,6,0,0,13,4
S00093883,189,93,17,0,0,58,21
S00093884,68,47,7,0,0,10,4
S00093885,173,79,21,0,2,60,11
S00093886,143,84,10,0,0,30,19
S00093887,125,57,12,0,0,48,8
S00093888,151,74,19,0,0,51,7
S00093889,104,58,17,0,0,25,4
S00093890,57,26,4,0,0,21,6
S00093891,140,40,11,0,4,84,1
S00093892,102,45,10,0,0,44,3
S00093893,81,23,13,0,0,38,7
S00093894,119,45,5,0,0,66,3
S00093895,99,22,4,0,0,71,2
S00093896,68,31,2,0,0,32,3
S00093897,119,52,9,0,0,49,9
S00093898,232,122,12,0,0,76,22
S00093899,129,70,7,0,0,43,9
S00093900,87,30,6,0,0,50,1
S00093901,127,60,3,0,0,59,5
S00093902,59,9,2,0,0,46,2
S00093903,257,70,28,0,0,131,28
S00093904,188,70,10,0,1,96,11
S00093905,126,64,6,0,0,48,8
S00093906,77,37,1,0,0,25,14
S00093907,78,47,5,0,0,18,8
S00093908,83,46,4,0,0,28,5
S00093909,131,41,11,0,1,67,11
S00093910,172,64,8,0,0,89,11
S00093911,74,20,3,0,0,45,6
S00093912,126,66,4,0,0,50,6
S00093913,111,75,2,0,0,26,8
S00093914,57,32,1,0,0,23,1
S00093915,112,41,11,0,0,49,11
S00093916,63,43,4,0,0,13,3
S00093917,167,45,7,0,0,99,16
S00093918,83,15,17,0,0,46,5
S00093919,144,73,8,0,0,55,8
S00093920,140,61,5,0,0,60,14
S00093921,138,57,21,0,0,51,9
S00093922,125,52,9,0,0,54,10
S00093923,52,24,6,0,0,18,4
S00093924,167,75,13,0,0,72,7
S00093925,86,21,8,0,0,53,4
S00093926,91,40,7,0,1,37,6
S00093927,65,34,10,0,0,10,11
S00093928,65,31,5,0,0,27,2
S00093929,126,38,5,0,0,71,12
S00093930,107,61,4,0,0,37,5
S00093931,87,28,6,0,0,47,6
S00093932,82,52,8,0,0,17,5
S00093933,129,65,10,0,3,50,1
S00093934,157,64,12,0,0,70,11
S00093935,190,67,9,0,0,100,14
S00093936,80,41,6,0,0,32,1
S00093937,69,53,4,0,0,11,1
S00093938,78,31,10,0,0,28,9
S00093939,116,37,7,0,0,61,11
S00093940,91,36,2,0,0,45,8
S00093941,180,103,9,0,0,63,5
S00093942,108,63,5,0,0,32,8
S00093943,99,48,5,0,0,39,7
S00093944,102,60,7,0,0,28,7
S00093945,61,31,2,0,0,19,9
S00093946,70,38,2,0,0,27,3
S00093947,133,72,5,0,0,45,11
S00093948,113,51,18,0,0,37,7
S00093949,74,38,8,0,0,27,1
S00093950,101,39,5,1,0,53,3
S00093951,83,29,10,0,3,36,5
S00093952,154,67,9,0,0,49,29
S00093953,86,28,5,0,0,47,6
S00093954,82,36,2,0,0,38,6
S00093955,171,38,4,0,0,111,18
S00093956,143,71,3,0,0,56,13
S00093957,127,45,7,0,0,65,10
S00093958,64,36,10,0,0,15,3
S00093959,108,46,5,0,0,51,6
S00093960,57,19,8,0,0,17,13
S00093961,136,75,7,0,0,48,6
S00093962,133,59,8,0,0,65,1
S00093963,180,56,18,0,0,92,14
S00093964,59,32,0,0,0,23,4
S00093965,185,95,7,0,1,70,12
S00093966,83,55,3,0,0,15,10
S00093967,92,68,1,0,0,16,7
S00093968,191,92,24,0,0,24,51
S00093969,113,56,10,0,0,38,9
S00093970,119,63,8,0,0,40,8
S00093971,98,51,7,0,0,31,9
S00093972,168,108,4,1,0,45,10
S00093973,127,73,12,0,0,32,10
S00093974,132,84,4,0,0,35,9
S00093975,66,36,1,0,0,25,4
S00093976,74,36,0,0,0,34,4
S00093977,113,60,1,0,0,47,5
S00093978,156,60,2,0,0,81,13
S00093979,137,89,12,0,0,13,23
S00093980,74,23,6,0,0,38,7
S00093981,138,58,15,0,0,49,16
S00093982,102,48,14,0,0,37,3
S00093983,168,55,8,0,0,86,19
S00093984,143,65,13,0,0,55,10
S00093985,227,103,30,0,0,73,21
S00093986,148,63,6,0,0,70,9
S00093987,119,56,14,0,0,41,8
S00093988,169,80,9,0,0,67,13
S00093989,86,36,3,0,0,41,6
S00093990,87,30,8,0,3,40,6
S00093991,229,109,7,0,0,104,9
S00093992,93,60,4,0,0,25,4
S00093993,93,56,3,0,0,28,6
S00093994,106,70,6,0,0,28,2
S00093995,52,24,6,0,0,22,0
S00093996,116,44,24,0,0,40,8
S00093997,68,26,7,0,0,24,11
S00093998,136,84,6,0,0,36,10
S00093999,104,55,5,0,0,34,10
S00094000,72,33,9,0,0,21,9
S00094001,50,31,3,0,0,11,5
S00094002,55,23,4,0,0,24,4
S00094003,64,33,2,0,0,25,4
S00094004,87,48,7,0,1,23,8
S00094005,96,57,2,0,0,27,10
S00094006,130,62,7,0,0,48,13
S00094007,119,42,17,0,0,52,8
S00094008,177,84,8,0,0,63,22
S00094009,59,37,4,0,0,10,8
S00094010,51,24,9,0,0,12,6
S00094011,149,85,7,0,0,49,8
S00094012,102,41,19,0,0,29,13
S00094013,163,74,15,0,0,62,12
S00094014,167,81,19,0,0,54,13
S00094015,125,58,16,0,0,36,15
S00094016,124,47,14,0,0,43,20
S00094017,62,32,6,0,1,17,6
S00094018,157,57,12,0,1,73,14
S00094019,58,20,3,0,0,20,15
S00094020,128,64,3,0,0,52,9
S00094021,75,34,5,0,0,27,9
S00094022,136,74,12,0,0,44,6
S00094023,90,52,4,0,0,26,8
S00094024,78,31,14,1,0,25,7
S00094025,143,67,15,0,0,49,12
S00094026,92,46,8,0,0,25,13
S00094027,141,80,3,0,0,42,16
S00094028,54,29,6,0,0,14,5
S00094029,116,62,8,0,0,35,11
S00094030,145,89,7,0,0,39,10
S00094031,126,60,15,0,0,35,16
S00094032,107,65,8,0,0,25,9
S00094033,117,49,11,0,0,42,15
S00094034,116,66,14,0,0,29,7
S00094035,96,75,4,0,0,10,7
S00094036,67,33,4,0,0,16,14
S00094037,107,60,7,0,0,32,8
S00094038,104,75,2,0,0,24,3
S00094039,84,49,4,0,0,26,5
S00094040,76,47,3,0,0,19,7
S00094041,111,72,6,0,0,17,16
S00094042,92,52,3,0,0,22,15
S00094043,97,45,5,0,0,43,4
S00094044,148,88,6,0,0,39,15
S00094045,100,54,5,0,0,33,8
